person_id, gender, year_of_birth, person_of_color, education_level, city_of_residence, scholarship_recipient, previous_job_experience, pre_training_wage, training_start_date, training_status, training_end_date, training_type, exit_status, classroom_or_online, job_placement_date, hiring_job_title, hiring_company, starting_wage, second_job_title, second_job_company, second_starting_wage
C-1013, Female, 1973, unreported, Graduate and Beyond, Eden Prairie, false, Supervisor, 13.34, 21/04/2015, Graduated, 24/07/2015, QA, Health/Medical, Classroom, 16/11/2015, Designer, Upsie, 25.58, Designer, Code 42, 24.11
C-1014, Male, 1983, yes, Graduate and Beyond, Roseville, true, Manager, 10.06, 30/03/2016, Withdrew, 28/06/2016, QA, Entered Employment, Classroom, 05/10/2016, Junior Developer, Google, 28.98, Temp Developer, Apple, 27.62
C-1015, Male, 1972, yes, Graduate and Beyond, St. Paul, false, Team Member, 13.54, 12/05/2015, Withdrew, 13/07/2015, QA, Health/Medical, Online, 28/06/2016, Junior Engineer, Merrill Corporation, 26.25, Junior Designer, Great North Labs, 31.56
C-1016, Male, 1979, unreported, Some College, Minneapolis, false, Cashier, 13.19, 26/10/2015, Removed, 15/02/2016, QA, Health/Medical, Classroom, 15/09/2016, Project Manager, Merrill Corporation, 30.92, IT Support, Great North Labs, 25.92
C-1017, Female, 1990, yes, Some College, Roseville, true, Contractor, 15.18, 05/02/2017, Graduated, 17/11/2017, IT Fundamentals, Entered Military, Online, 01/04/2018, Programmer, Google, 24.01, , ,
C-1018, Male, 1980, no, Bachelors, Edina, true, Employee, 15.88, 05/12/2016, Withdrew, 01/07/2017, UX, Health/Medical, Online, 26/03/2018, Developer, Code 42, 24.09, Junior Designer, Nerdery, 24.50
C-1019, Other, 1963, yes, Associates, Minneapolis, false, Cashier, 11.61, 28/12/2016, Withdrew, 09/02/2017, UX, Entered Military, Online, 24/11/2017, Web Developer, Foodsby, 24.03, , ,
C-1020, Unreported, 1959, unreported, Bachelors, Brooklyn Center, false, Support, 11.91, 12/05/2016, Withdrew, 25/12/2016, UX, Entered Military, Online, 15/01/2017, Junior Developer, Nerdery, 30.11, , ,
C-1021, Unreported, 1950, yes, Some College, Brooklyn Center, false, Manager, 15.32, 09/11/2016, Withdrew, 17/06/2017, QA, Health/Medical, Online, 03/03/2018, Junior Designer, Upsie, 28.41, , ,
C-1022, Female, 1955, yes, Bachelors, Roseville, false, , 10.45, 17/02/2015, Graduated, 02/05/2015, UX, Health/Medical, Online, 02/05/2016, Junior Engineer, Aftercode, 25.26, IT Support, Bind Benefits, 26.95
C-1023, Female, 1988, unreported, Graduate and Beyond, Brooklyn Center, true, Manager, 9.37, 05/01/2015, Removed, 24/08/2015, QA, Health/Medical, Classroom, 05/04/2016, Temp Developer, Google, 28.70, , ,
C-1024, Unreported, 1973, unreported, HS/GED, Brooklyn Center, true, , 10.47, 21/06/2017, Withdrew, 16/02/2018, IT Fundamentals, Entered Employment, Online, 27/03/2018, Designer, Nerdery, 31.27, Temp Designer, Merrill Corporation, 29.95
C-1025, Female, 1978, no, Associates, Minneapolis, false, Employee, 12.73, 12/12/2016, Withdrew, 21/03/2017, IT Fundamentals, Institutionalized, Classroom, 09/12/2017, Web Developer, Upsie, 27.52, , ,
C-1026, Female, 1987, yes, Graduate and Beyond, Robbinsdale, false, Employee, 11.44, 28/05/2016, Withdrew, 14/10/2016, UX, Incarcerated, Online, 07/06/2017, Programmer, Upsie, 29.80, , ,
C-1027, Unreported, 1952, no, Associates, Roseville, false, Employee, 13.35, 09/06/2017, Removed, 20/02/2018, QA, Entered Military, Online, 11/11/2018, Junior Developer, Bind Benefits, 29.69, , ,
C-1028, Other, 1976, unreported, Associates, St. Paul, false, Associate, 10.47, 22/06/2015, Removed, 22/08/2015, QA, Entered Military, Classroom, 27/05/2016, Programmer, Upsie, 30.96, , ,
C-1029, Male, 1975, no, Associates, Eden Prairie, true, Support, 12.35, 27/01/2017, Graduated, 06/05/2017, UX, Health/Medical, Online, 06/03/2018, Junior Developer, Upsie, 28.72, Junior Engineer, Google, 28.03
C-1030, Other, 2000, unreported, Graduate and Beyond, Plymouth, true, Temp, 13.04, 05/09/2017, Graduated, 01/06/2018, UX, Enrolled in Additional Training, Classroom, 02/10/2018, Web Developer, Osborn 370, 31.82, , ,
C-1031, Female, 1978, no, Some College, Roseville, false, Supervisor, 10.76, 23/06/2015, Graduated, 28/02/2016, QA, Health/Medical, Online, 24/06/2016, IT Support, Merrill Corporation, 24.67, Temp Developer, Foodsby, 31.92
C-1032, Unreported, 1955, no, Some College, St. Paul, true, , 12.07, 05/06/2017, Removed, 22/11/2017, QA, Enrolled in Additional Training, Classroom, 11/10/2018, Developer, Osborn 370, 31.00, , ,
C-1033, Other, 1961, yes, HS/GED, Minneapolis, false, Representative, 15.12, 31/08/2017, Graduated, 15/04/2018, QA, Entered Employment, Classroom, 11/04/2019, Project Manager, Osborn 370, 24.54, , ,
C-1034, Female, 1984, yes, Bachelors, Robbinsdale, false, Representative, 14.13, 25/03/2015, Withdrew, 25/10/2015, IT Fundamentals, Entered Employment, Classroom, 23/11/2015, Junior Engineer, Upsie, 24.64, , ,
C-1035, Male, 1998, no, Graduate and Beyond, Plymouth, false, Manager, 15.43, 30/09/2016, Removed, 25/11/2016, QA, Entered Military, Online, 04/06/2017, Temp Developer, Bite Squad, 28.98, , ,
C-1036, Male, 1977, no, Some College, Minneapolis, true, , 12.46, 26/04/2016, Removed, 10/07/2016, QA, Incarcerated, Classroom, 10/07/2017, Junior Developer, Nerdery, 28.51, , ,
C-1037, Unreported, 1969, yes, Bachelors, Edina, false, Associate, 12.06, 23/12/2015, Graduated, 01/04/2016, UX, Enrolled in Additional Training, Online, 06/08/2016, Junior Engineer, Merrill Corporation, 31.16, , ,
C-1038, Unreported, 1981, unreported, Some College, Eden Prairie, false, Team Member, 13.87, 03/03/2015, Withdrew, 25/12/2015, QA, Entered Employment, Online, 04/02/2016, Temp Designer, Bright Health, 28.84, , ,
C-1039, Unreported, 2001, unreported, Bachelors, Roseville, true, Cashier, 12.57, 15/03/2015, Graduated, 23/05/2015, UX, Entered Employment, Online, 05/11/2015, Temp Designer, Nerdery, 30.76, , ,
C-1040, Unreported, 1962, unreported, Graduate and Beyond, Robbinsdale, false, Manager, 9.64, 06/12/2016, Withdrew, 06/08/2017, QA, Health/Medical, Classroom, 25/05/2018, Programmer, Upsie, 31.08, , ,
C-1041, Male, 1983, unreported, Some College, Eden Prairie, false, Employee, 10.32, 23/08/2015, Removed, 14/10/2015, QA, Entered Military, Online, 23/05/2016, Junior Designer, Nerdery, 31.96, , ,
C-1042, Male, 2001, unreported, Graduate and Beyond, Edina, false, Team Member, 15.58, 18/01/2017, Removed, 12/10/2017, QA, Health/Medical, Online, , , , , , ,
C-1043, Other, 1966, unreported, HS/GED, St. Paul, false, Contractor, 14.44, 04/04/2017, Removed, 18/01/2018, IT Fundamentals, Health/Medical, Classroom, 01/02/2018, Junior Engineer, Bright Health, 30.87, , ,
C-1044, Female, 1973, no, Some College, Brooklyn Center, true, Cashier, 10.55, 25/08/2017, Withdrew, 04/10/2017, UX, Health/Medical, Online, 02/07/2018, IT Support, Microsoft, 31.87, , ,
C-1045, Female, 1977, unreported, Associates, Eden Prairie, false, Temp, 9.57, 16/03/2016, Removed, 20/06/2016, UX, Entered Military, Online, 18/05/2017, Developer, Branch Messenger, 29.95, , ,
C-1046, Unreported, 1978, unreported, Graduate and Beyond, Minneapolis, false, Contractor, 11.04, 01/12/2016, Withdrew, 23/04/2017, UX, Health/Medical, Classroom, 25/05/2018, Temp Developer, Upsie, 29.19, , ,
C-1047, Other, 2000, yes, Graduate and Beyond, Roseville, false, Support, 13.89, 26/12/2017, Graduated, 04/04/2018, QA, Health/Medical, Classroom, , , , , , ,
C-1048, Female, 1975, no, Graduate and Beyond, Edina, false, Support, 10.14, 13/01/2017, Removed, 08/05/2017, IT Fundamentals, Incarcerated, Classroom, 26/03/2018, Junior Engineer, Microsoft, 26.94, Temp Designer, Nerdery, 30.55
C-1049, Female, 1979, unreported, Graduate and Beyond, Edina, true, Representative, 13.13, 06/07/2015, Withdrew, 10/03/2016, IT Fundamentals, Incarcerated, Online, 16/02/2017, Developer, Foodsby, 25.63, Web Developer, Upsie, 31.55
C-1050, Male, 1992, unreported, Graduate and Beyond, St. Paul, false, Cashier, 10.21, 22/04/2015, Graduated, 14/01/2016, UX, Institutionalized, Online, 12/05/2016, Designer, Upsie, 27.34, , ,
C-1051, Male, 1960, unreported, HS/GED, Eden Prairie, true, Employee, 14.63, 16/06/2016, Removed, 24/01/2017, IT Fundamentals, Entered Employment, Classroom, 15/09/2017, Web Developer, Osborn 370, 30.09, , ,
C-1052, Male, 1967, no, Bachelors, Minneapolis, false, , 14.05, 02/06/2016, Removed, 11/12/2016, IT Fundamentals, Institutionalized, Online, 15/03/2017, Designer, Loup Ventures, 25.92, , ,
C-1053, Female, 1964, yes, Bachelors, Minneapolis, true, , 14.43, 18/04/2016, Withdrew, 01/07/2016, IT Fundamentals, Institutionalized, Classroom, 08/11/2016, Temp Designer, Apple, 28.20, , ,
C-1054, Other, 1957, yes, Associates, Roseville, false, Contractor, 15.08, 17/09/2017, Removed, 27/12/2017, QA, Entered Employment, Classroom, 07/12/2018, Developer, Aftercode, 28.51, , ,
C-1055, Male, 1972, unreported, Some College, Roseville, true, Team Member, 15.68, 25/03/2015, Withdrew, 09/11/2015, IT Fundamentals, Incarcerated, Online, 27/03/2016, Programmer, Microsoft, 29.67, , ,
C-1056, Unreported, 1967, no, Associates, Minneapolis, true, Temp, 13.24, 21/12/2015, Withdrew, 27/04/2016, QA, Entered Employment, Online, 21/07/2016, Junior Developer, Branch Messenger, 29.35, , ,
C-1057, Other, 1994, yes, Graduate and Beyond, Plymouth, false, Representative, 14.59, 14/11/2015, Graduated, 17/05/2016, QA, Incarcerated, Online, 01/12/2016, Temp Developer, Great North Labs, 27.80, IT Support, Bite Squad, 27.62
C-1058, Unreported, 1977, yes, Bachelors, Brooklyn Center, false, Support, 11.10, 20/09/2015, Removed, 13/02/2016, QA, Entered Military, Classroom, 22/04/2016, Designer, Great North Labs, 31.80, , ,
C-1059, Male, 1960, no, Some College, Minneapolis, true, Temp, 9.68, 10/07/2016, Graduated, 18/03/2017, UX, Institutionalized, Classroom, 21/03/2018, Junior Engineer, Aftercode, 30.44, , ,
C-1060, Female, 1994, yes, HS/GED, Brooklyn Center, false, Employee, 11.76, 28/09/2015, Graduated, 09/06/2016, UX, Entered Military, Online, 21/08/2016, Junior Developer, Google, 26.19, , ,
C-1061, Unreported, 1984, no, Graduate and Beyond, Plymouth, true, Supervisor, 11.65, 08/10/2016, Graduated, 12/05/2017, QA, Institutionalized, Classroom, 14/04/2018, Junior Designer, Microsoft, 28.87, , ,
C-1062, Other, 1970, no, Associates, Eden Prairie, false, Manager, 9.26, 18/04/2016, Graduated, 19/06/2016, QA, Incarcerated, Classroom, 01/03/2017, Temp Designer, Apple, 25.62, , ,
C-1063, Female, 1980, unreported, Graduate and Beyond, Eden Prairie, true, Supervisor, 11.32, 10/06/2017, Graduated, 04/12/2017, IT Fundamentals, Entered Military, Online, 09/10/2018, Temp Developer, Branch Messenger, 30.10, , ,
C-1064, Male, 1997, yes, Bachelors, Plymouth, false, Manager, 11.80, 02/11/2016, Withdrew, 05/05/2017, QA, Incarcerated, Classroom, 11/09/2017, Web Developer, Nerdery, 24.96, , ,
C-1065, Female, 1964, yes, Associates, Eden Prairie, true, Team Member, 15.53, 23/09/2015, Withdrew, 15/11/2015, QA, Entered Military, Classroom, 06/11/2016, Project Manager, Nerdery, 26.76, Junior Engineer, Loup Ventures, 31.84
C-1066, Female, 1966, unreported, Graduate and Beyond, Minneapolis, true, Associate, 10.95, 16/07/2016, Graduated, 26/01/2017, IT Fundamentals, Institutionalized, Classroom, 17/03/2017, Developer, Merrill Corporation, 26.80, , ,
C-1067, Male, 1983, yes, Some College, Eden Prairie, false, Contractor, 11.04, 01/02/2015, Removed, 18/04/2015, QA, Incarcerated, Online, 04/09/2015, Junior Developer, Osborn 370, 27.42, , ,
C-1068, Unreported, 2001, no, Associates, Edina, true, Representative, 13.05, 20/06/2015, Removed, 09/11/2015, QA, Entered Employment, Classroom, 12/08/2016, IT Support, Osborn 370, 30.07, , ,
C-1069, Female, 1969, yes, Graduate and Beyond, Eden Prairie, false, Team Member, 9.46, 12/07/2017, Graduated, 22/12/2017, QA, Incarcerated, Classroom, 02/08/2018, Temp Designer, Osborn 370, 30.19, , ,
C-1070, Unreported, 1964, yes, Some College, Brooklyn Center, false, , 11.68, 26/12/2017, Removed, 11/09/2018, UX, Enrolled in Additional Training, Online, , , , , , ,
C-1071, Other, 2000, no, Some College, Edina, false, Manager, 11.09, 13/06/2015, Removed, 21/09/2015, IT Fundamentals, Health/Medical, Online, 09/11/2015, IT Support, Microsoft, 24.69, Web Developer, Great North Labs, 27.94
C-1072, Other, 1955, no, Associates, Brooklyn Center, false, Supervisor, 13.65, 01/04/2016, Removed, 09/10/2016, QA, Entered Employment, Classroom, 22/07/2017, Project Manager, Microsoft, 31.14, Programmer, Apple, 24.91
C-1073, Unreported, 1969, no, Graduate and Beyond, St. Paul, true, Representative, 9.33, 14/02/2017, Removed, 11/07/2017, UX, Entered Military, Online, 25/10/2017, Designer, Bite Squad, 30.76, , ,
C-1074, Other, 1972, yes, Bachelors, Brooklyn Center, false, Support, 15.22, 27/06/2016, Graduated, 13/02/2017, UX, Entered Employment, Online, 08/01/2018, Project Manager, Great North Labs, 24.57, , ,
C-1075, Male, 1952, unreported, Bachelors, Roseville, true, , 9.57, 28/09/2015, Graduated, 16/01/2016, QA, Incarcerated, Online, 23/01/2017, Web Developer, Code 42, 28.71, , ,
C-1076, Female, 1956, unreported, Graduate and Beyond, Roseville, false, Representative, 11.65, 09/09/2016, Graduated, 18/12/2016, QA, Entered Military, Online, 22/02/2017, Project Manager, Bite Squad, 28.40, , ,
C-1077, Male, 1990, yes, Some College, Plymouth, false, Temp, 10.07, 21/09/2015, Withdrew, 25/11/2015, QA, Incarcerated, Classroom, 24/09/2016, Junior Engineer, Code 42, 28.99, , ,
C-1078, Unreported, 1969, unreported, Bachelors, Brooklyn Center, false, Associate, 11.56, 30/01/2017, Removed, 19/07/2017, QA, Entered Military, Classroom, , , , , , ,
C-1079, Male, 1968, no, Associates, Plymouth, true, Employee, 11.89, 08/10/2016, Removed, 26/07/2017, QA, Entered Military, Online, 10/12/2017, Designer, Upsie, 28.61, , ,
C-1080, Male, 1986, yes, Associates, Brooklyn Center, true, , 14.38, 16/10/2016, Withdrew, 23/02/2017, IT Fundamentals, Enrolled in Additional Training, Online, 20/01/2018, Junior Engineer, Great North Labs, 24.58, , ,
C-1081, Other, 1958, yes, Bachelors, Edina, false, Employee, 13.01, 15/12/2015, Graduated, 26/03/2016, QA, Health/Medical, Online, 02/11/2016, Junior Engineer, Upsie, 24.93, Project Manager, Loup Ventures, 26.92
C-1082, Unreported, 1995, no, HS/GED, Roseville, false, Representative, 13.81, 16/02/2016, Graduated, 04/10/2016, UX, Entered Employment, Classroom, 14/08/2017, Web Developer, Great North Labs, 24.56, , ,
C-1083, Male, 1962, unreported, HS/GED, St. Paul, false, Team Member, 14.06, 26/04/2015, Removed, 06/08/2015, IT Fundamentals, Incarcerated, Classroom, 17/12/2015, Designer, Merrill Corporation, 30.48, , ,
C-1084, Male, 1957, no, Bachelors, Plymouth, false, Employee, 9.12, 31/08/2017, Withdrew, 04/03/2018, IT Fundamentals, Health/Medical, Classroom, 19/08/2018, Junior Engineer, Bite Squad, 26.93, , ,
C-1085, Unreported, 1973, no, Bachelors, Minneapolis, true, Representative, 15.20, 09/07/2016, Graduated, 26/10/2016, QA, Entered Military, Online, 07/01/2017, Temp Developer, Google, 28.22, Junior Designer, Code 42, 30.67
C-1086, Male, 1996, yes, HS/GED, Edina, false, Employee, 9.73, 05/10/2016, Removed, 12/03/2017, UX, Enrolled in Additional Training, Classroom, 05/11/2017, Junior Engineer, Aftercode, 25.45, , ,
C-1087, Unreported, 1986, unreported, Bachelors, Robbinsdale, false, Temp, 13.73, 09/03/2016, Withdrew, 22/11/2016, IT Fundamentals, Institutionalized, Classroom, 13/06/2017, Programmer, Branch Messenger, 26.04, , ,
C-1088, Unreported, 1969, no, HS/GED, St. Paul, true, , 13.16, 20/12/2016, Withdrew, 23/07/2017, IT Fundamentals, Enrolled in Additional Training, Online, 28/09/2017, Programmer, Upsie, 26.36, , ,
C-1089, Unreported, 1971, no, Graduate and Beyond, St. Paul, false, Support, 13.06, 11/08/2017, Graduated, 15/12/2017, UX, Enrolled in Additional Training, Online, 11/04/2018, Temp Designer, Bite Squad, 30.18, , ,
C-1090, Male, 1996, yes, Some College, Robbinsdale, false, Representative, 15.23, 29/04/2017, Removed, 11/08/2017, QA, Institutionalized, Online, 14/04/2018, Temp Designer, Microsoft, 25.90, , ,
C-1091, Unreported, 1999, no, Some College, Roseville, false, Team Member, 11.22, 16/04/2015, Graduated, 03/06/2015, QA, Entered Military, Online, 03/08/2015, Project Manager, Google, 27.20, , ,
C-1092, Female, 1961, yes, Associates, Minneapolis, true, , 14.73, 26/08/2015, Graduated, 10/03/2016, IT Fundamentals, Health/Medical, Classroom, 18/01/2017, Developer, Loup Ventures, 31.43, , ,
C-1093, Female, 1976, no, Associates, Roseville, false, Associate, 13.47, 30/11/2016, Graduated, 12/03/2017, IT Fundamentals, Enrolled in Additional Training, Online, 26/04/2017, Web Developer, Microsoft, 30.20, , ,
C-1094, Unreported, 1959, no, Bachelors, Eden Prairie, false, Cashier, 13.31, 01/06/2015, Removed, 10/11/2015, IT Fundamentals, Health/Medical, Online, 23/08/2016, Temp Designer, Nerdery, 30.15, , ,
C-1095, Unreported, 1980, yes, Associates, Eden Prairie, false, Team Member, 13.87, 13/05/2017, Removed, 07/02/2018, QA, Institutionalized, Online, 15/10/2018, Temp Designer, Branch Messenger, 24.15, , ,
C-1096, Other, 1979, yes, HS/GED, Eden Prairie, true, Temp, 12.81, 24/07/2015, Graduated, 16/11/2015, QA, Health/Medical, Classroom, 05/05/2016, Developer, Apple, 29.09, , ,
C-1097, Unreported, 1960, unreported, Bachelors, Roseville, true, Manager, 14.63, 14/10/2017, Removed, 24/04/2018, IT Fundamentals, Health/Medical, Online, 08/10/2018, Project Manager, Google, 30.81, , ,
C-1098, Female, 1953, no, Graduate and Beyond, Plymouth, true, Team Member, 9.19, 15/07/2017, Graduated, 07/11/2017, UX, Enrolled in Additional Training, Classroom, 04/02/2018, Temp Designer, Great North Labs, 31.46, , ,
C-1099, Other, 1987, yes, Bachelors, Eden Prairie, false, Team Member, 11.14, 25/01/2016, Removed, 14/05/2016, QA, Entered Military, Classroom, 24/07/2016, Project Manager, Osborn 370, 26.82, , ,
C-1100, Other, 1972, yes, Bachelors, St. Paul, true, Temp, 13.92, 02/02/2015, Removed, 01/06/2015, QA, Enrolled in Additional Training, Online, 25/09/2015, Designer, Upsie, 28.62, , ,
