person_id,partner_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
S-1029,2,Female,1971,No,Graduate and Beyond,Eden Prairie,No,Support,10.56,04/08/2017,Graduated,01/03/2018,UX,Institutionalized,Online,,,,,,,,
S-1030,2,Other,1959,No,HS/GED,Minneapolis,No,Employee,15.89,13/02/2015,Removed,27/06/2015,IT Fundamentals,Incarcerated,Classroom,03/05/2016,Temp Designer,Code 42,31.41,,,,
S-1031,2,Unreported,1958,Yes,Some College,Plymouth,No,Supervisor,11.18,07/08/2017,Withdrew,08/04/2018,QA,Health/Medical,Classroom,19/10/2018,Junior Designer,Bright Health,29.57,,,,
S-1032,2,Male,1976,No,HS/GED,Robbinsdale,No,Associate,14.88,30/06/2017,Removed,09/10/2017,IT Fundamentals,Health/Medical,Classroom,20/04/2018,Junior Designer,Aftercode,26.01,,,,
S-1033,2,Unreported,1959,Yes,Associates,Minneapolis,No,Supervisor,9.60,17/02/2016,Graduated,24/07/2016,UX,Institutionalized,Online,03/03/2017,Temp Developer,Bite Squad,25.98,,,,
S-1034,2,Male,1996,Unreported,Associates,Robbinsdale,No,Cashier,13.93,30/01/2017,Removed,05/07/2017,QA,Enrolled in Additional Training,Online,21/12/2017,Junior Designer,Foodsby,27.18,,,,
S-1035,2,Male,1971,Unreported,Bachelors,St. Paul,Yes,,,01/07/2017,Withdrew,06/11/2017,UX,Entered Employment,Classroom,24/03/2018,Temp Developer,Merrill Corporation,26.44,,,,
S-1036,2,Male,1981,Yes,Associates,Minneapolis,No,Contractor,14.60,12/11/2017,In Training,,IT Fundamentals,,Classroom,,,,,,,,
S-1037,2,Unreported,1977,No,Associates,Eden Prairie,No,Associate,11.23,08/12/2015,Removed,27/02/2016,UX,Institutionalized,Classroom,06/10/2016,Web Developer,Bite Squad,25.65,,,,
S-1038,2,Female,1992,Yes,Associates,St. Paul,Yes,Team Member,15.27,20/01/2015,Graduated,07/05/2015,UX,Entered Employment,Classroom,19/10/2015,Web Developer,Aftercode,25.40,,,,
S-1039,2,Male,1999,No,Associates,Eden Prairie,Yes,Employee,9.01,28/10/2016,Withdrew,20/05/2017,IT Fundamentals,Enrolled in Additional Training,Online,10/08/2017,Web Developer,Apple,26.14,,,,
S-1040,2,Female,1991,No,HS/GED,St. Paul,Yes,Contractor,15.28,22/09/2016,Withdrew,09/12/2016,QA,Entered Military,Classroom,19/07/2017,Designer,Code 42,28.77,,,,
S-1041,2,Other,1992,Unreported,Associates,St. Paul,Yes,Team Member,10.37,29/11/2017,Graduated,11/07/2018,IT Fundamentals,Entered Military,Online,08/07/2019,Junior Engineer,Bite Squad,27.92,,,,
S-1042,2,Unreported,1999,No,Bachelors,Brooklyn Center,Yes,Contractor,15.56,06/02/2015,Graduated,05/05/2015,IT Fundamentals,Institutionalized,Online,22/04/2016,Web Developer,Bite Squad,31.27,08/01/2017,Temp Designer,Branch Messenger,26.41
S-1043,2,Unreported,1978,Yes,Graduate and Beyond,Edina,Yes,Manager,11.43,19/12/2015,Graduated,07/07/2016,QA,Entered Employment,Classroom,05/07/2017,Developer,Foodsby,27.65,,,,
S-1044,2,Female,1961,No,Bachelors,Plymouth,Yes,Temp,9.43,14/01/2016,Withdrew,15/07/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,28/02/2017,Web Developer,Apple,28.82,,,,
S-1045,2,Male,1995,Yes,Associates,Plymouth,No,Cashier,14.25,25/08/2016,Withdrew,17/11/2016,QA,Health/Medical,Classroom,14/03/2017,Temp Designer,Loup Ventures,29.76,,,,
S-1046,2,Unreported,1987,Yes,Some College,Minneapolis,No,Cashier,10.93,18/02/2017,Removed,04/11/2017,QA,Entered Military,Online,16/11/2018,Project Manager,Merrill Corporation,27.22,,,,
S-1047,2,Unreported,1984,Yes,Graduate and Beyond,Plymouth,Yes,Employee,11.39,18/02/2017,Withdrew,10/07/2017,UX,Enrolled in Additional Training,Classroom,20/01/2018,IT Support,Osborn 370,29.63,13/12/2018,Programmer,Google,31.71
S-1048,2,Male,1968,No,Associates,Minneapolis,Yes,,,23/06/2016,Graduated,11/12/2016,IT Fundamentals,Institutionalized,Classroom,21/05/2017,Designer,Great North Labs,29.12,,,,
S-1049,2,Other,1951,Yes,Bachelors,Brooklyn Center,Yes,Representative,13.52,27/06/2016,Graduated,10/02/2017,IT Fundamentals,Institutionalized,Online,28/02/2018,Programmer,Google,28.61,07/08/2018,Junior Designer,Osborn 370,29.86
S-1050,2,Other,2000,Unreported,Associates,Robbinsdale,No,Representative,12.36,09/10/2017,Graduated,14/03/2018,IT Fundamentals,Entered Military,Online,06/01/2019,Web Developer,Nerdery,30.18,18/08/2019,Web Developer,Loup Ventures,30.07
S-1051,2,Unreported,1974,Yes,Some College,St. Paul,No,Support,12.00,20/02/2016,Graduated,24/11/2016,UX,Entered Employment,Online,03/01/2017,Junior Developer,Osborn 370,31.46,,,,
S-1052,2,Other,1979,Unreported,Bachelors,Plymouth,No,Support,10.19,20/01/2015,Withdrew,05/06/2015,UX,Health/Medical,Classroom,14/08/2015,Temp Designer,Loup Ventures,30.42,,,,
S-1053,2,Male,1976,No,Bachelors,Robbinsdale,Yes,Employee,14.13,22/12/2016,Removed,01/08/2017,IT Fundamentals,Entered Employment,Classroom,08/12/2017,Temp Developer,Google,25.14,,,,
S-1054,2,Other,1977,No,Bachelors,Edina,No,Manager,10.54,18/11/2017,In Training,,QA,,Online,,,,,,,,
S-1055,2,Unreported,1958,Yes,Some College,Eden Prairie,Yes,Contractor,15.14,23/04/2015,Withdrew,23/07/2015,UX,Incarcerated,Classroom,05/11/2015,Developer,Bite Squad,31.00,,,,
S-1056,2,Other,1993,Unreported,HS/GED,Eden Prairie,Yes,,,01/08/2015,Graduated,19/03/2016,UX,Enrolled in Additional Training,Online,08/10/2016,IT Support,Apple,24.42,,,,
S-1057,2,Unreported,1993,Unreported,Bachelors,St. Paul,No,,,24/10/2016,Graduated,12/04/2017,IT Fundamentals,Entered Military,Online,05/08/2017,Temp Developer,Branch Messenger,27.63,,,,
S-1058,2,Other,1951,Unreported,Associates,Minneapolis,Yes,Support,13.68,26/08/2016,Withdrew,22/11/2016,UX,Health/Medical,Classroom,06/03/2017,IT Support,Bite Squad,25.90,,,,
S-1059,2,Female,1961,No,Bachelors,Minneapolis,Yes,Employee,14.27,07/01/2016,Removed,01/08/2016,QA,Enrolled in Additional Training,Online,07/12/2016,Junior Engineer,Osborn 370,30.05,,,,
S-1060,2,Other,1978,No,Some College,Brooklyn Center,Yes,Support,9.19,19/06/2015,Withdrew,11/11/2015,IT Fundamentals,Health/Medical,Classroom,23/10/2016,Designer,Foodsby,28.71,,,,
S-1061,2,Other,1961,Yes,Associates,Brooklyn Center,No,Supervisor,11.10,17/10/2017,Removed,10/03/2018,UX,Institutionalized,Online,02/01/2019,Temp Developer,Bright Health,30.73,,,,
S-1062,2,Female,1993,Unreported,Graduate and Beyond,Plymouth,No,Temp,11.72,31/01/2015,Removed,07/10/2015,UX,Entered Military,Online,17/06/2016,Junior Designer,Aftercode,24.79,,,,
S-1063,2,Other,1997,Unreported,Some College,Roseville,Yes,Representative,14.89,13/12/2016,Removed,23/09/2017,IT Fundamentals,Enrolled in Additional Training,Online,14/05/2018,Junior Developer,Great North Labs,27.65,,,,
S-1064,2,Unreported,2000,Unreported,Bachelors,Minneapolis,Yes,Associate,12.76,19/01/2015,Withdrew,16/09/2015,UX,Enrolled in Additional Training,Online,14/11/2015,Temp Developer,Bind Benefits,30.73,,,,
S-1065,2,Other,1965,No,Graduate and Beyond,Edina,No,,,14/08/2016,Withdrew,04/10/2016,QA,Entered Employment,Classroom,12/11/2016,Web Developer,Code 42,31.17,,,,
S-1066,2,Other,1961,Yes,Graduate and Beyond,Brooklyn Center,Yes,Manager,15.08,07/08/2017,Graduated,27/04/2018,IT Fundamentals,Health/Medical,Classroom,15/12/2018,Temp Designer,Code 42,31.76,,,,
S-1067,2,Unreported,1969,No,Graduate and Beyond,Plymouth,No,Team Member,13.14,24/08/2015,Removed,27/04/2016,IT Fundamentals,Incarcerated,Classroom,20/09/2016,Programmer,Osborn 370,31.62,15/04/2017,Junior Engineer,Great North Labs,27.71
S-1068,2,Other,1965,Yes,HS/GED,Minneapolis,Yes,Manager,15.64,14/07/2016,Graduated,02/09/2016,UX,Health/Medical,Online,11/03/2017,IT Support,Code 42,29.28,,,,
S-1069,2,Female,1987,Unreported,Bachelors,Brooklyn Center,No,Temp,15.99,17/04/2015,Graduated,17/01/2016,QA,Entered Employment,Classroom,07/04/2016,IT Support,Apple,28.30,27/06/2016,Developer,Bright Health,25.33
S-1070,2,Other,1984,Unreported,Bachelors,Plymouth,Yes,Support,15.73,10/10/2016,Removed,16/06/2017,QA,Enrolled in Additional Training,Classroom,13/07/2017,Junior Engineer,Branch Messenger,29.71,,,,
S-1071,2,Other,1973,Unreported,Graduate and Beyond,St. Paul,Yes,,,16/09/2017,Withdrew,11/02/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,,,,,,,,
S-1072,2,Unreported,1965,Yes,HS/GED,St. Paul,No,Representative,10.70,15/12/2016,Graduated,06/05/2017,IT Fundamentals,Health/Medical,Classroom,13/07/2017,Programmer,Microsoft,28.69,,,,
S-1073,2,Female,1983,Yes,Graduate and Beyond,Robbinsdale,No,Employee,11.78,14/10/2017,Graduated,06/12/2017,QA,Health/Medical,Online,11/08/2018,Junior Designer,Apple,28.87,09/04/2019,Junior Developer,Upsie,26.75
S-1074,2,Unreported,1981,No,HS/GED,Robbinsdale,No,Representative,14.53,17/02/2017,Removed,17/11/2017,QA,Health/Medical,Online,03/05/2018,Junior Developer,Microsoft,24.21,,,,
S-1075,2,Unreported,1998,No,Graduate and Beyond,St. Paul,Yes,Associate,12.74,29/08/2015,Withdrew,18/12/2015,IT Fundamentals,Institutionalized,Classroom,19/04/2016,Junior Developer,Aftercode,26.53,28/12/2016,Temp Developer,Microsoft,31.60
S-1076,2,Female,1977,Unreported,HS/GED,Eden Prairie,No,Contractor,12.91,18/10/2015,Graduated,08/05/2016,IT Fundamentals,Health/Medical,Classroom,23/08/2016,Junior Designer,Branch Messenger,25.58,,,,
S-1077,2,Other,1980,Unreported,Associates,Minneapolis,No,Temp,13.68,18/05/2015,Withdrew,12/07/2015,UX,Institutionalized,Classroom,24/09/2015,Temp Developer,Code 42,27.29,,,,
S-1078,2,Female,1951,Yes,Bachelors,Edina,No,Temp,12.08,17/07/2016,Withdrew,01/12/2016,UX,Institutionalized,Online,01/06/2017,Temp Developer,Aftercode,31.00,,,,
S-1079,2,Female,1961,No,Bachelors,Edina,Yes,Cashier,10.54,07/09/2017,Removed,19/02/2018,IT Fundamentals,Incarcerated,Online,07/08/2018,Temp Developer,Apple,24.26,,,,
S-1080,2,Other,1994,No,Some College,St. Paul,No,Representative,10.53,09/04/2017,Withdrew,24/12/2017,IT Fundamentals,Entered Employment,Classroom,04/03/2018,IT Support,Loup Ventures,29.61,,,,
S-1081,2,Unreported,1954,Unreported,Bachelors,St. Paul,Yes,Representative,15.37,13/12/2017,Withdrew,03/02/2018,IT Fundamentals,Enrolled in Additional Training,Online,07/07/2018,Temp Developer,Aftercode,25.15,14/05/2019,Developer,Loup Ventures,27.77
S-1082,2,Female,1959,Unreported,Associates,Robbinsdale,No,Representative,11.55,11/10/2016,Removed,17/07/2017,IT Fundamentals,Incarcerated,Classroom,15/01/2018,Junior Engineer,Loup Ventures,29.98,,,,
S-1083,2,Male,1995,Unreported,Graduate and Beyond,Roseville,No,Employee,10.57,08/08/2016,Graduated,13/04/2017,UX,Entered Military,Online,16/12/2017,IT Support,Loup Ventures,29.76,,,,
S-1084,2,Unreported,1990,Yes,Associates,Roseville,No,Team Member,10.88,01/02/2016,Graduated,09/10/2016,UX,Institutionalized,Online,04/12/2016,Junior Designer,Code 42,25.77,,,,
S-1085,2,Male,1957,Unreported,HS/GED,Eden Prairie,No,Representative,13.55,28/05/2015,Withdrew,15/09/2015,UX,Institutionalized,Online,11/11/2015,Programmer,Great North Labs,30.19,,,,
S-1086,2,Unreported,1956,No,Associates,Eden Prairie,No,Cashier,11.68,06/04/2016,Withdrew,15/12/2016,UX,Enrolled in Additional Training,Online,23/10/2017,Junior Engineer,Apple,24.46,27/03/2018,Temp Developer,Microsoft,29.89
S-1087,2,Male,1989,Unreported,Some College,Edina,Yes,Manager,9.00,05/07/2016,Graduated,05/10/2016,UX,Enrolled in Additional Training,Classroom,14/05/2017,Junior Developer,Aftercode,31.73,,,,
S-1088,2,Male,1978,No,Bachelors,Brooklyn Center,No,Support,12.05,04/10/2015,Graduated,10/12/2015,IT Fundamentals,Health/Medical,Online,13/05/2016,Temp Developer,Bind Benefits,28.08,01/05/2017,IT Support,Apple,30.70
S-1089,2,Female,1994,Unreported,Graduate and Beyond,Minneapolis,Yes,Cashier,11.50,30/01/2015,Withdrew,26/03/2015,IT Fundamentals,Health/Medical,Online,27/04/2015,Junior Developer,Merrill Corporation,27.87,15/04/2016,Programmer,Great North Labs,24.86
S-1090,2,Female,1984,Unreported,Some College,Robbinsdale,Yes,Cashier,12.15,01/04/2017,Removed,11/07/2017,IT Fundamentals,Incarcerated,Online,15/02/2018,Designer,Bind Benefits,31.99,,,,
S-1091,2,Unreported,1989,Unreported,HS/GED,Eden Prairie,No,Manager,13.24,06/05/2017,Withdrew,22/11/2017,UX,Entered Military,Classroom,18/12/2017,Web Developer,Branch Messenger,28.90,24/11/2018,Temp Designer,Google,27.46
S-1092,2,Unreported,1982,Yes,Some College,Edina,Yes,Team Member,15.92,21/02/2015,Withdrew,26/10/2015,IT Fundamentals,Entered Employment,Online,11/01/2016,Junior Engineer,Apple,30.12,,,,
S-1093,2,Male,1996,Yes,HS/GED,Edina,Yes,Employee,10.11,27/09/2017,Withdrew,25/01/2018,IT Fundamentals,Entered Military,Online,13/04/2018,Designer,Bright Health,28.25,,,,
S-1094,2,Female,1971,No,HS/GED,Robbinsdale,Yes,Temp,9.76,17/06/2015,Withdrew,08/08/2015,UX,Incarcerated,Classroom,18/12/2015,Designer,Microsoft,27.97,21/12/2016,IT Support,Bind Benefits,27.11
S-1095,2,Other,1950,Yes,Associates,Eden Prairie,No,Contractor,12.31,09/08/2016,Withdrew,15/04/2017,IT Fundamentals,Entered Employment,Classroom,17/03/2018,Project Manager,Great North Labs,30.78,,,,
S-1096,2,Male,1974,Unreported,Some College,Roseville,Yes,Cashier,14.85,30/07/2015,Graduated,21/02/2016,UX,Health/Medical,Classroom,22/07/2016,Junior Designer,Branch Messenger,30.45,,,,
S-1097,2,Other,1999,Unreported,Bachelors,Eden Prairie,Yes,Temp,14.61,28/08/2016,Withdrew,23/02/2017,IT Fundamentals,Incarcerated,Online,17/12/2017,Web Developer,Loup Ventures,24.07,,,,
S-1098,2,Unreported,1956,Unreported,Some College,Robbinsdale,No,Manager,10.55,20/11/2015,Graduated,03/05/2016,UX,Enrolled in Additional Training,Classroom,18/02/2017,IT Support,Aftercode,29.23,,,,
S-1099,2,Female,1962,No,Some College,Robbinsdale,No,Associate,9.25,02/01/2016,Withdrew,04/09/2016,QA,Entered Military,Online,26/12/2016,Developer,Bind Benefits,30.01,,,,
S-1100,2,Unreported,1960,No,HS/GED,Eden Prairie,No,Manager,10.59,20/09/2017,Graduated,01/03/2018,UX,Enrolled in Additional Training,Classroom,20/03/2019,Project Manager,Great North Labs,24.78,,,,
