person_id, gender, year_of_birth, person_of_color, education_level, city_of_residence, scholarship_recipient, previous_job_experience, pre_training_wage, training_start_date, training_status, training_end_date, training_type, exit_status, classroom_or_online, job_placement_date, hiring_job_title, hiring_company, starting_wage, second_job_title, second_job_company, second_starting_wage
P-1011, Unreported, 1967, unreported, Bachelors, Minneapolis, true, Contractor, 12.04, 01/08/2016, Removed, 24/12/2016, IT Fundamentals, Incarcerated, Classroom, 22/01/2017, Web Developer, Loup Ventures, 26.85, , ,
P-1012, Male, 1966, yes, Associates, St. Paul, true, Team Member, 10.82, 15/07/2016, Withdrew, 06/01/2017, QA, Incarcerated, Classroom, 09/08/2017, Junior Designer, Loup Ventures, 26.83, , ,
P-1013, Male, 1975, yes, Bachelors, Minneapolis, true, Cashier, 10.46, 21/12/2015, Graduated, 02/09/2016, IT Fundamentals, Institutionalized, Online, 16/07/2017, Project Manager, Foodsby, 27.11, , ,
P-1014, Male, 1998, unreported, Associates, Brooklyn Center, false, Representative, 13.01, 29/09/2016, Withdrew, 26/11/2016, IT Fundamentals, Institutionalized, Online, 09/08/2017, Web Developer, Loup Ventures, 24.42, , ,
P-1015, Male, 1964, yes, Graduate and Beyond, Eden Prairie, true, Supervisor, 12.34, 10/12/2015, Removed, 08/07/2016, UX, Institutionalized, Online, 04/04/2017, Junior Designer, Osborn 370, 29.57, , ,
P-1016, Unreported, 1975, unreported, Associates, Plymouth, false, Representative, 10.82, 11/03/2016, Removed, 01/05/2016, IT Fundamentals, Entered Military, Classroom, 09/08/2016, Temp Designer, Merrill Corporation, 28.39, , ,
P-1017, Other, 2000, yes, HS/GED, St. Paul, false, , 12.68, 08/12/2016, Withdrew, 01/03/2017, QA, Entered Military, Classroom, 07/11/2017, Junior Developer, Foodsby, 29.76, , ,
P-1018, Female, 1995, unreported, Some College, St. Paul, true, Associate, 15.32, 23/06/2016, Graduated, 25/11/2016, IT Fundamentals, Entered Employment, Classroom, 08/07/2017, IT Support, Merrill Corporation, 24.64, , ,
P-1019, Female, 1967, yes, Bachelors, Eden Prairie, false, Associate, 10.17, 07/02/2016, Removed, 19/05/2016, IT Fundamentals, Health/Medical, Online, 12/05/2017, Junior Engineer, Osborn 370, 27.03, Project Manager, Loup Ventures, 26.29
P-1020, Unreported, 1961, yes, Bachelors, Minneapolis, true, Manager, 15.15, 01/02/2015, Withdrew, 05/08/2015, QA, Enrolled in Additional Training, Online, 21/08/2016, Designer, Bind Benefits, 28.48, , ,
P-1021, Female, 1966, unreported, Bachelors, Minneapolis, true, Associate, 12.70, 10/10/2015, Withdrew, 02/03/2016, IT Fundamentals, Incarcerated, Online, 20/05/2016, IT Support, Merrill Corporation, 30.89, , ,
P-1022, Unreported, 1958, unreported, Associates, Robbinsdale, true, Support, 11.78, 22/05/2016, Removed, 10/02/2017, QA, Incarcerated, Classroom, 20/06/2017, Designer, Aftercode, 28.54, , ,
P-1023, Unreported, 1972, unreported, HS/GED, Plymouth, true, Associate, 14.43, 11/11/2017, Removed, 07/02/2018, IT Fundamentals, Entered Employment, Classroom, 10/10/2018, Designer, Apple, 24.56, , ,
P-1024, Unreported, 1997, unreported, Graduate and Beyond, Brooklyn Center, false, Cashier, 10.10, 26/11/2016, Graduated, 15/07/2017, IT Fundamentals, Institutionalized, Classroom, 12/01/2018, Junior Engineer, Microsoft, 28.80, , ,
P-1025, Unreported, 1968, yes, Bachelors, Plymouth, false, Team Member, 15.90, 13/07/2016, Graduated, 06/01/2017, UX, Institutionalized, Online, 15/09/2017, Junior Developer, Foodsby, 31.56, , ,
P-1026, Other, 1999, yes, Graduate and Beyond, Eden Prairie, false, Supervisor, 14.02, 22/06/2016, Graduated, 25/12/2016, QA, Health/Medical, Online, 17/08/2017, Junior Designer, Aftercode, 29.25, , ,
P-1027, Female, 1960, yes, Some College, St. Paul, true, Supervisor, 10.40, 20/07/2016, Removed, 16/01/2017, QA, Health/Medical, Online, 08/07/2017, Junior Developer, Loup Ventures, 24.99, , ,
P-1028, Unreported, 1956, no, Bachelors, Edina, false, Manager, 14.54, 06/12/2017, Removed, 03/06/2018, IT Fundamentals, Health/Medical, Classroom, 16/09/2018, Designer, Aftercode, 26.38, Junior Developer, Nerdery, 24.09
P-1029, Female, 1987, no, Graduate and Beyond, Edina, true, Manager, 13.69, 02/04/2015, Removed, 10/09/2015, UX, Enrolled in Additional Training, Classroom, 21/01/2016, Designer, Nerdery, 26.09, , ,
P-1030, Other, 1981, unreported, Associates, Brooklyn Center, false, Temp, 11.58, 04/02/2017, Graduated, 14/11/2017, QA, Enrolled in Additional Training, Online, 28/05/2018, Designer, Google, 25.09, , ,
P-1031, Unreported, 1971, yes, HS/GED, Brooklyn Center, false, Support, 14.96, 06/03/2015, Removed, 10/06/2015, UX, Entered Employment, Classroom, 27/07/2016, Temp Developer, Great North Labs, 27.51, Junior Designer, Branch Messenger, 27.74
P-1032, Other, 1999, unreported, Associates, Robbinsdale, false, Supervisor, 11.65, 18/03/2017, Withdrew, 20/05/2017, UX, Entered Military, Classroom, 16/03/2018, Junior Designer, Code 42, 25.45, , ,
P-1033, Female, 1992, yes, Some College, Edina, true, Associate, 10.06, 26/01/2017, Removed, 05/05/2017, QA, Institutionalized, Online, 01/06/2018, Temp Designer, Loup Ventures, 27.32, , ,
P-1034, Male, 1990, unreported, Some College, Roseville, true, Supervisor, 9.74, 28/03/2015, Graduated, 28/06/2015, QA, Health/Medical, Online, 25/06/2016, Programmer, Code 42, 31.72, , ,
P-1035, Unreported, 1991, yes, Graduate and Beyond, Brooklyn Center, true, Employee, 10.04, 07/08/2016, Removed, 06/04/2017, QA, Enrolled in Additional Training, Classroom, 11/03/2018, Temp Developer, Google, 24.18, Designer, Upsie, 30.37
P-1036, Unreported, 1992, yes, Associates, Edina, false, Representative, 13.16, 18/03/2015, Removed, 27/12/2015, QA, Institutionalized, Online, 14/07/2016, Temp Developer, Microsoft, 24.39, Designer, Bite Squad, 26.04
P-1037, Unreported, 1964, unreported, Bachelors, Minneapolis, false, Contractor, 9.08, 13/09/2016, Graduated, 19/12/2016, UX, Health/Medical, Classroom, 24/05/2017, IT Support, Code 42, 29.69, , ,
P-1038, Unreported, 1955, no, Some College, Eden Prairie, true, Temp, 15.02, 12/05/2015, Graduated, 03/11/2015, QA, Health/Medical, Online, 28/09/2016, Project Manager, Great North Labs, 28.74, , ,
P-1039, Male, 1958, no, Bachelors, Roseville, true, Cashier, 13.59, 03/09/2015, Graduated, 12/05/2016, QA, Incarcerated, Online, 02/03/2017, Programmer, Google, 24.70, , ,
P-1040, Female, 1973, yes, Graduate and Beyond, Brooklyn Center, false, Support, 10.99, 29/08/2017, Withdrew, 18/04/2018, IT Fundamentals, Entered Employment, Online, 26/05/2019, Temp Developer, Bright Health, 28.67, Junior Developer, Bind Benefits, 31.48
P-1041, Female, 1962, yes, HS/GED, Brooklyn Center, true, Support, 9.47, 20/03/2017, Removed, 13/09/2017, UX, Health/Medical, Online, 01/09/2018, Designer, Great North Labs, 30.34, , ,
P-1042, Female, 1959, unreported, HS/GED, St. Paul, false, Support, 13.10, 21/03/2015, Graduated, 28/08/2015, IT Fundamentals, Enrolled in Additional Training, Online, 27/10/2015, Designer, Apple, 25.87, , ,
P-1043, Male, 1995, no, HS/GED, Plymouth, false, Employee, 11.90, 01/03/2015, Removed, 24/11/2015, UX, Incarcerated, Online, 24/10/2016, Junior Engineer, Great North Labs, 28.51, , ,
P-1044, Unreported, 1983, no, Graduate and Beyond, Brooklyn Center, false, Supervisor, 14.74, 26/11/2016, Graduated, 24/02/2017, IT Fundamentals, Enrolled in Additional Training, Classroom, 12/08/2017, IT Support, Microsoft, 31.78, , ,
P-1045, Male, 1998, unreported, Graduate and Beyond, Plymouth, false, Supervisor, 13.45, 26/09/2017, Removed, 04/11/2017, QA, Enrolled in Additional Training, Online, 15/02/2018, Developer, Bite Squad, 25.03, , ,
P-1046, Female, 1973, unreported, Graduate and Beyond, Eden Prairie, true, Contractor, 14.80, 02/03/2017, Removed, 25/09/2017, IT Fundamentals, Entered Employment, Classroom, 08/01/2018, Web Developer, Loup Ventures, 27.71, , ,
P-1047, Female, 1951, yes, Bachelors, St. Paul, false, Employee, 12.48, 16/06/2017, Removed, 22/11/2017, IT Fundamentals, Health/Medical, Online, 23/12/2017, Developer, Code 42, 31.10, , ,
P-1048, Other, 1987, no, Some College, Plymouth, true, Cashier, 12.80, 10/09/2016, Withdrew, 20/12/2016, UX, Institutionalized, Online, 14/07/2017, Developer, Bind Benefits, 31.91, Temp Designer, Apple, 30.11
P-1049, Other, 1982, no, Associates, Robbinsdale, true, Associate, 11.05, 28/04/2015, Withdrew, 21/07/2015, IT Fundamentals, Entered Military, Classroom, 21/10/2015, Designer, Foodsby, 31.98, , ,
P-1050, Other, 1973, no, HS/GED, Plymouth, true, Representative, 15.25, 09/06/2017, Withdrew, 28/10/2017, UX, Entered Military, Online, , , , , , ,
P-1051, Unreported, 1978, no, Graduate and Beyond, Minneapolis, false, Associate, 9.30, 31/12/2015, Graduated, 20/05/2016, IT Fundamentals, Incarcerated, Online, 21/04/2017, Junior Designer, Upsie, 28.51, , ,
P-1052, Other, 1970, no, Some College, Plymouth, true, Contractor, 12.05, 13/07/2017, Withdrew, 07/01/2018, UX, Institutionalized, Classroom, 11/06/2018, Developer, Google, 24.84, , ,
P-1053, Unreported, 1993, no, Associates, Robbinsdale, false, Cashier, 9.89, 06/06/2015, Removed, 26/09/2015, UX, Institutionalized, Online, 11/05/2016, Programmer, Loup Ventures, 26.32, , ,
P-1054, Female, 1983, yes, Bachelors, Robbinsdale, true, Employee, 12.59, 19/08/2017, Withdrew, 01/11/2017, QA, Incarcerated, Online, 17/05/2018, Junior Developer, Great North Labs, 30.95, , ,
P-1055, Other, 1992, no, Associates, Minneapolis, false, Representative, 14.83, 10/06/2015, Graduated, 09/09/2015, UX, Health/Medical, Online, 21/10/2015, Junior Engineer, Bind Benefits, 27.78, , ,
P-1056, Female, 1965, no, Graduate and Beyond, Robbinsdale, false, Associate, 10.60, 25/06/2016, Removed, 17/08/2016, IT Fundamentals, Enrolled in Additional Training, Classroom, 05/07/2017, Junior Designer, Merrill Corporation, 30.16, , ,
P-1057, Male, 1987, yes, Graduate and Beyond, Eden Prairie, true, Contractor, 12.30, 07/12/2015, Withdrew, 20/06/2016, QA, Enrolled in Additional Training, Classroom, 28/03/2017, Web Developer, Osborn 370, 26.82, Designer, Foodsby, 24.21
P-1058, Unreported, 1962, yes, Some College, Brooklyn Center, true, Supervisor, 11.94, 02/07/2015, Removed, 10/10/2015, IT Fundamentals, Enrolled in Additional Training, Classroom, 24/12/2015, Temp Developer, Code 42, 24.92, Designer, Aftercode, 27.73
P-1059, Female, 1980, yes, Graduate and Beyond, Edina, true, Manager, 13.94, 26/06/2016, Graduated, 11/10/2016, UX, Entered Employment, Classroom, 15/04/2017, Project Manager, Google, 24.24, , ,
P-1060, Other, 1988, unreported, Some College, Plymouth, true, Representative, 14.11, 22/11/2015, Removed, 21/05/2016, QA, Health/Medical, Online, 12/02/2017, Junior Engineer, Osborn 370, 25.85, , ,
P-1061, Other, 1962, yes, HS/GED, Minneapolis, true, Team Member, 9.40, 21/05/2017, Withdrew, 26/02/2018, QA, Enrolled in Additional Training, Classroom, 05/06/2018, Junior Engineer, Osborn 370, 25.63, , ,
P-1062, Male, 1965, yes, Some College, Brooklyn Center, false, , 14.61, 05/05/2017, Withdrew, 13/12/2017, IT Fundamentals, Health/Medical, Online, 20/04/2018, Junior Engineer, Bind Benefits, 26.68, , ,
P-1063, Unreported, 1976, no, Some College, Robbinsdale, false, Contractor, 14.66, 20/11/2015, Graduated, 22/06/2016, UX, Institutionalized, Online, 09/05/2017, Web Developer, Apple, 25.41, IT Support, Great North Labs, 31.27
P-1064, Female, 1993, yes, HS/GED, Eden Prairie, false, Team Member, 14.26, 05/05/2017, Removed, 13/08/2017, IT Fundamentals, Incarcerated, Classroom, , , , , , ,
P-1065, Other, 1978, yes, Graduate and Beyond, Minneapolis, false, , 11.34, 02/10/2016, Withdrew, 01/06/2017, QA, Enrolled in Additional Training, Classroom, 18/02/2018, Developer, Bite Squad, 30.38, , ,
P-1066, Female, 1997, unreported, Bachelors, Robbinsdale, false, Support, 13.02, 03/06/2016, Removed, 14/03/2017, QA, Entered Employment, Classroom, 19/10/2017, Designer, Osborn 370, 30.06, , ,
P-1067, Unreported, 1956, unreported, Associates, St. Paul, true, Team Member, 12.08, 27/01/2017, Withdrew, 18/09/2017, UX, Entered Employment, Classroom, 27/04/2018, Developer, Osborn 370, 30.72, , ,
P-1068, Unreported, 1959, no, Graduate and Beyond, Robbinsdale, false, Support, 12.70, 02/04/2016, Withdrew, 01/01/2017, IT Fundamentals, Entered Employment, Classroom, 28/01/2018, Web Developer, Google, 27.16, IT Support, Microsoft, 31.46
P-1069, Unreported, 1984, yes, HS/GED, Edina, false, , 14.87, 24/02/2015, Removed, 08/06/2015, QA, Health/Medical, Classroom, 08/01/2016, Junior Developer, Branch Messenger, 30.72, Programmer, Branch Messenger, 26.69
P-1070, Unreported, 1976, yes, Bachelors, Brooklyn Center, false, Supervisor, 12.05, 26/02/2016, Withdrew, 12/08/2016, QA, Institutionalized, Online, 21/11/2016, Junior Engineer, Microsoft, 27.62, , ,
P-1071, Unreported, 1990, no, Graduate and Beyond, Edina, false, , 13.82, 05/01/2015, Removed, 01/04/2015, IT Fundamentals, Incarcerated, Online, 28/09/2015, Project Manager, Nerdery, 26.22, , ,
P-1072, Unreported, 1983, yes, Bachelors, Roseville, true, Supervisor, 14.07, 01/01/2015, Graduated, 10/03/2015, UX, Institutionalized, Classroom, 08/04/2015, Developer, Code 42, 29.42, , ,
P-1073, Female, 1979, yes, Graduate and Beyond, Eden Prairie, true, Contractor, 14.03, 22/08/2016, Graduated, 03/10/2016, QA, Institutionalized, Online, 05/08/2017, Junior Designer, Branch Messenger, 28.18, , ,
P-1074, Unreported, 1974, yes, Some College, Eden Prairie, false, Team Member, 13.58, 07/01/2017, Removed, 27/03/2017, UX, Entered Employment, Classroom, 23/07/2017, Junior Developer, Apple, 24.34, , ,
P-1075, Other, 1964, unreported, Associates, Minneapolis, true, Supervisor, 11.65, 28/12/2017, Removed, 20/04/2018, IT Fundamentals, Institutionalized, Online, 21/03/2019, IT Support, Upsie, 30.62, , ,
P-1076, Female, 1969, no, Associates, Minneapolis, false, Contractor, 15.84, 12/09/2015, Removed, 12/06/2016, UX, Entered Military, Classroom, 18/01/2017, Developer, Great North Labs, 30.63, , ,
P-1077, Female, 1973, unreported, HS/GED, Edina, false, Team Member, 15.73, 06/09/2015, Graduated, 21/11/2015, UX, Institutionalized, Online, 01/12/2015, Programmer, Upsie, 26.51, , ,
P-1078, Other, 1976, yes, Some College, Edina, true, Contractor, 9.63, 17/06/2016, Removed, 13/12/2016, IT Fundamentals, Incarcerated, Online, 13/04/2017, Web Developer, Apple, 31.32, , ,
P-1079, Male, 1950, no, Graduate and Beyond, Plymouth, false, , 12.79, 21/10/2016, Graduated, 18/05/2017, UX, Entered Military, Online, 01/11/2017, Web Developer, Branch Messenger, 28.98, , ,
P-1080, Other, 1978, yes, Some College, Brooklyn Center, true, Contractor, 14.19, 11/04/2017, Withdrew, 10/09/2017, QA, Entered Employment, Online, 10/06/2018, Junior Developer, Nerdery, 29.31, , ,
P-1081, Female, 1998, unreported, Some College, St. Paul, false, Representative, 10.15, 23/12/2017, Removed, 06/05/2018, QA, Incarcerated, Classroom, 08/06/2018, Project Manager, Apple, 30.32, , ,
P-1082, Unreported, 1965, yes, Some College, Robbinsdale, false, Employee, 11.22, 06/11/2017, Removed, 10/04/2018, UX, Entered Military, Classroom, 04/05/2018, Junior Designer, Google, 31.30, Project Manager, Aftercode, 30.55
P-1083, Male, 1955, unreported, Some College, Minneapolis, false, Associate, 12.33, 02/09/2016, Removed, 27/04/2017, UX, Enrolled in Additional Training, Online, 16/04/2018, IT Support, Google, 28.17, , ,
P-1084, Male, 2000, unreported, HS/GED, Robbinsdale, true, Manager, 12.48, 19/01/2017, Withdrew, 28/05/2017, QA, Institutionalized, Online, 10/02/2018, Temp Designer, Loup Ventures, 30.02, Temp Designer, Loup Ventures, 28.28
P-1085, Female, 1958, no, HS/GED, St. Paul, true, Supervisor, 9.47, 02/01/2016, Graduated, 04/04/2016, QA, Incarcerated, Classroom, 06/07/2016, Programmer, Osborn 370, 29.86, , ,
P-1086, Other, 1998, yes, HS/GED, Brooklyn Center, false, Cashier, 9.55, 08/08/2015, Removed, 10/03/2016, UX, Incarcerated, Classroom, 10/08/2016, Web Developer, Aftercode, 27.06, , ,
P-1087, Other, 1968, unreported, HS/GED, Eden Prairie, false, Supervisor, 14.75, 12/11/2015, Withdrew, 12/07/2016, QA, Enrolled in Additional Training, Classroom, 10/11/2016, Temp Designer, Loup Ventures, 26.37, Temp Designer, Nerdery, 26.25
P-1088, Other, 1970, unreported, Graduate and Beyond, Eden Prairie, true, Employee, 15.40, 04/08/2015, Graduated, 14/12/2015, IT Fundamentals, Health/Medical, Online, 04/02/2016, Junior Developer, Bright Health, 25.88, , ,
P-1089, Female, 1985, yes, Graduate and Beyond, Roseville, false, Support, 15.89, 23/07/2016, Graduated, 03/10/2016, UX, Entered Employment, Classroom, 02/04/2017, Junior Engineer, Microsoft, 29.88, Designer, Aftercode, 29.79
P-1090, Unreported, 1956, unreported, Some College, Edina, true, Team Member, 15.01, 10/10/2017, In Training, , QA, , Classroom, , , , , , ,
P-1091, Unreported, 1968, no, Graduate and Beyond, Plymouth, false, Supervisor, 11.01, 19/02/2017, Removed, 21/09/2017, IT Fundamentals, Health/Medical, Classroom, 25/11/2017, IT Support, Great North Labs, 26.88, , ,
P-1092, Female, 1971, yes, Some College, Plymouth, true, Supervisor, 14.98, 17/06/2016, Graduated, 13/10/2016, QA, Entered Employment, Classroom, 06/07/2017, IT Support, Bite Squad, 25.77, , ,
P-1093, Female, 1991, unreported, HS/GED, Eden Prairie, false, Supervisor, 11.87, 07/08/2017, Removed, 10/04/2018, QA, Entered Military, Online, 24/01/2019, Temp Developer, Bite Squad, 26.39, , ,
P-1094, Other, 1950, no, Bachelors, Edina, false, Cashier, 14.80, 29/06/2015, Withdrew, 24/01/2016, UX, Entered Military, Online, 12/07/2016, Junior Developer, Aftercode, 28.34, , ,
P-1095, Female, 1957, unreported, Graduate and Beyond, Robbinsdale, true, Supervisor, 14.74, 19/11/2016, Removed, 22/03/2017, QA, Incarcerated, Online, 12/02/2018, Junior Engineer, Aftercode, 30.27, , ,
P-1096, Other, 1985, no, Some College, Roseville, false, Team Member, 11.53, 24/07/2015, Graduated, 22/01/2016, QA, Institutionalized, Online, 10/09/2016, Developer, Apple, 29.20, , ,
P-1097, Male, 2000, no, Associates, Edina, true, Employee, 14.79, 27/02/2015, Withdrew, 15/07/2015, UX, Institutionalized, Online, 17/12/2015, IT Support, Nerdery, 29.55, , ,
P-1098, Male, 1955, unreported, HS/GED, Minneapolis, true, Temp, 10.71, 31/12/2016, Graduated, 16/07/2017, QA, Entered Military, Classroom, 09/09/2017, Project Manager, Upsie, 26.11, , ,
P-1099, Other, 1970, yes, Bachelors, St. Paul, false, Representative, 9.62, 09/10/2015, Removed, 03/05/2016, UX, Entered Employment, Classroom, 19/12/2016, Programmer, Upsie, 27.76, , ,
P-1100, Female, 1961, no, Associates, Brooklyn Center, false, Temp, 9.38, 13/07/2015, Removed, 18/04/2016, IT Fundamentals, Entered Employment, Classroom, 25/03/2017, Junior Developer, Branch Messenger, 27.38, , ,
