Person ID,Partner ID,Gender,Birth Year,Person of Color,Education Level,City of Residence,MSP TechHire Scholarship,Previous Job Title,Pre-training Wage (hourly),Entered Training Date,Training Status,Exit Training Date,Training Type,Classroom or Online,Exit Status,Job Placement Date,Hiring Company,Hiring Job Title,Wage at Initial Hire (hourly),2nd Job Placement Date,2nd Job Company,2nd Job Title,2nd Hire Wage
M-84,6,Male,1986,Unreported,Graduate and Beyond,Roseville,Yes,Cashier,10.38,25/01/2015,Graduated,20/07/2015,IT Fundamentals,Classroom,Health/Medical,12/01/2016,Google,Junior Developer,25.45,,,,
M-87,6,Male,1980,No,Graduate and Beyond,Robbinsdale,Yes,,,13/04/2015,Graduated,17/10/2015,QA,Online,Enrolled in Additional Training,28/02/2016,Bright Health,Junior Designer,28.66,,,,
M-88,6,Male,1957,No,Some College,St. Paul,Yes,Support,14.65,27/04/2017,Graduated,10/01/2018,IT Fundamentals,Classroom,Entered Employment,28/04/2018,Nerdery,Junior Developer,31.78,,,,
M-90,6,Male,1998,No,Associates,Brooklyn Center,Yes,Team Member,15.20,14/11/2017,Graduated,16/04/2018,IT Fundamentals,Classroom,Entered Employment,01/03/2019,Microsoft,Temp Designer,28.02,,,,
M-96,6,Female,1953,Unreported,Associates,Edina,Yes,Supervisor,10.61,09/06/2017,Withdrew,15/08/2017,UX,Classroom,Entered Military,07/08/2018,Upsie,Designer,30.90,17/08/2019,Osborn 370,IT Support,26.09
M-102,6,Male,1995,Unreported,Graduate and Beyond,Roseville,Yes,Associate,15.13,16/10/2017,Graduated,21/03/2018,UX,Classroom,Entered Employment,03/12/2018,Foodsby,Project Manager,27.02,,,,
M-106,6,Female,1996,Unreported,Bachelors,Roseville,No,Temp,11.29,04/02/2017,Graduated,15/06/2017,UX,Online,Entered Employment,01/07/2017,Aftercode,Web Developer,28.09,12/03/2018,Microsoft,Programmer,31.49
M-109,6,Male,1979,No,Bachelors,Roseville,No,Support,11.69,26/06/2016,Graduated,08/10/2016,IT Fundamentals,Classroom,Entered Employment,08/05/2017,Bright Health,Junior Designer,27.29,15/01/2018,Upsie,Temp Designer,29.32
M-119,6,Male,1963,No,Some College,Eden Prairie,No,Employee,11.82,03/08/2016,Graduated,09/10/2016,UX,Classroom,Entered Employment,27/02/2017,Nerdery,Junior Designer,28.29,,,,
M-121,6,Male,1999,No,Graduate and Beyond,Minneapolis,Yes,Team Member,9.82,28/02/2015,Graduated,28/10/2015,QA,Classroom,Enrolled in Additional Training,25/02/2016,Merrill Corporation,Programmer,26.12,20/10/2016,Foodsby,Designer,28.65
M-127,6,Male,1987,Unreported,Some College,Plymouth,No,Representative,9.84,22/02/2017,Graduated,04/04/2017,QA,Online,Entered Employment,27/04/2018,Loup Ventures,Web Developer,26.01,,,,
M-146,6,Male,1999,No,HS/GED,Plymouth,Yes,Temp,14.21,23/10/2017,Graduated,16/02/2018,IT Fundamentals,Online,Entered Military,09/06/2018,Apple,Junior Designer,25.08,,,,
M-154,6,Male,1950,Yes,Graduate and Beyond,Edina,No,Employee,15.21,18/03/2017,Graduated,17/05/2017,IT Fundamentals,Classroom,Enrolled in Additional Training,02/09/2017,Aftercode,Designer,31.08,,,,
M-155,6,Other,1955,Unreported,HS/GED,Roseville,Yes,Team Member,12.01,24/12/2017,Graduated,13/07/2018,IT Fundamentals,Online,Entered Employment,11/08/2018,Loup Ventures,Project Manager,29.38,,,,
M-158,6,Male,1976,No,Some College,Brooklyn Center,No,Temp,13.86,07/07/2015,Graduated,08/01/2016,QA,Classroom,Entered Employment,07/08/2016,Foodsby,Developer,26.82,,,,
M-160,6,Male,1985,Unreported,Some College,Brooklyn Center,No,Supervisor,13.89,12/06/2015,Graduated,28/10/2015,QA,Online,Health/Medical,07/02/2016,Bind Benefits,Web Developer,27.55,07/08/2016,Google,Junior Engineer,24.64
M-165,6,Male,1969,No,Some College,Roseville,Yes,Representative,11.91,29/05/2015,Removed,03/02/2016,UX,Classroom,Entered Employment,24/04/2016,Nerdery,IT Support,31.84,,,,
M-166,6,Female,1967,Yes,Some College,Edina,Yes,Supervisor,11.56,20/02/2016,Graduated,08/05/2016,QA,Online,Health/Medical,03/07/2016,Upsie,Junior Developer,31.99,,,,
M-173,6,Female,1989,Yes,Some College,Eden Prairie,Yes,Contractor,13.32,16/01/2017,Withdrew,04/09/2017,UX,Online,Entered Employment,17/09/2018,Loup Ventures,Junior Designer,24.93,,,,
M-176,6,Male,1964,No,Some College,Eden Prairie,No,Representative,15.38,09/05/2017,Graduated,27/02/2018,UX,Online,Enrolled in Additional Training,12/01/2019,Google,Programmer,24.38,,,,
M-192,6,Male,1972,No,Some College,Plymouth,Yes,Supervisor,12.46,01/07/2015,Graduated,28/11/2015,IT Fundamentals,Classroom,Entered Employment,02/09/2016,Upsie,Web Developer,28.08,,,,
M-196,6,Female,1963,Unreported,Some College,St. Paul,No,Representative,15.74,17/06/2017,Graduated,21/11/2017,UX,Online,Enrolled in Additional Training,28/01/2018,Great North Labs,Project Manager,31.17,,,,
M-212,6,Male,1980,No,Bachelors,Brooklyn Center,Yes,Supervisor,9.58,17/04/2016,Graduated,05/12/2016,QA,Classroom,Entered Employment,23/04/2017,Merrill Corporation,Programmer,28.16,,,,
M-213,6,Male,1992,No,Some College,Brooklyn Center,No,Representative,14.27,08/11/2016,Graduated,08/03/2017,QA,Classroom,Enrolled in Additional Training,20/07/2017,Osborn 370,Junior Engineer,31.61,11/08/2017,Upsie,Web Developer,25.96
M-217,6,Other,1986,Unreported,Some College,Minneapolis,Yes,Team Member,11.80,28/05/2017,Withdrew,12/11/2017,UX,Online,Entered Military,,,,,,,,
M-226,6,Male,1985,Unreported,Bachelors,Brooklyn Center,No,Cashier,12.38,12/03/2015,Graduated,26/09/2015,QA,Online,Entered Employment,26/05/2016,Aftercode,Temp Designer,24.30,,,,
M-230,6,Male,1982,No,Some College,Roseville,Yes,Representative,13.39,17/05/2017,Graduated,05/12/2017,IT Fundamentals,Classroom,Entered Employment,01/08/2018,Branch Messenger,Junior Designer,29.47,23/10/2018,Foodsby,Project Manager,29.33
M-236,6,Male,1951,No,Bachelors,Brooklyn Center,Yes,,,18/05/2015,Graduated,13/12/2015,QA,Classroom,Entered Employment,20/05/2016,Loup Ventures,IT Support,28.91,,,,
M-247,6,Female,1967,No,HS/GED,Minneapolis,Yes,Supervisor,14.12,15/07/2017,Graduated,08/04/2018,QA,Classroom,Enrolled in Additional Training,20/04/2019,Microsoft,Junior Designer,29.36,,,,
M-249,6,Male,1988,No,Some College,St. Paul,Yes,Team Member,13.24,02/09/2016,Graduated,06/11/2016,QA,Classroom,Entered Employment,07/09/2017,Upsie,Project Manager,27.34,11/05/2018,Branch Messenger,Programmer,25.94
M-255,6,Male,1972,No,Some College,Brooklyn Center,No,Manager,12.03,04/12/2015,Graduated,11/04/2016,QA,Online,Entered Employment,04/04/2017,Nerdery,Programmer,29.10,,,,
M-268,6,Unreported,1973,No,Some College,Eden Prairie,Yes,Associate,14.01,29/03/2015,Graduated,24/09/2015,UX,Classroom,Entered Employment,18/09/2016,Bind Benefits,Developer,30.78,,,,
M-273,6,Other,1970,No,Some College,St. Paul,No,Associate,12.32,26/09/2015,Graduated,18/11/2015,QA,Classroom,Enrolled in Additional Training,12/01/2016,Bind Benefits,Programmer,27.82,,,,
M-276,6,Unreported,1972,No,Associates,Robbinsdale,Yes,Associate,11.99,05/03/2015,Graduated,24/08/2015,IT Fundamentals,Classroom,Entered Employment,12/07/2016,Branch Messenger,Designer,24.09,,,,
M-278,6,Other,1987,No,Bachelors,Edina,Yes,Temp,12.13,24/07/2015,Graduated,28/11/2015,UX,Classroom,Health/Medical,06/10/2016,Branch Messenger,Project Manager,29.53,15/02/2017,Google,Developer,25.69
M-298,6,Other,1961,No,Some College,Plymouth,No,Representative,12.56,31/01/2016,Graduated,15/08/2016,UX,Classroom,Entered Employment,18/02/2017,Bright Health,Junior Designer,31.24,,,,
M-313,6,Other,1994,Yes,Bachelors,Eden Prairie,No,Temp,15.04,30/04/2015,Graduated,15/07/2015,IT Fundamentals,Classroom,Enrolled in Additional Training,28/07/2016,Loup Ventures,Web Developer,31.32,,,,
M-325,6,Female,1999,No,Some College,Eden Prairie,No,Manager,9.35,11/07/2015,Graduated,17/04/2016,QA,Online,Enrolled in Additional Training,06/05/2016,Microsoft,Temp Designer,24.65,,,,
M-330,6,Female,1974,No,Associates,St. Paul,Yes,Cashier,13.77,23/11/2016,Graduated,18/08/2017,IT Fundamentals,Online,Enrolled in Additional Training,18/09/2017,Bind Benefits,Junior Designer,29.41,,,,
M-332,6,Other,1977,Unreported,Associates,Minneapolis,Yes,Temp,9.27,25/07/2016,Graduated,27/11/2016,QA,Classroom,Entered Employment,07/05/2017,Code 42,Web Developer,28.63,,,,
M-336,6,Female,1950,Yes,Some College,St. Paul,Yes,Contractor,12.31,31/12/2017,Graduated,14/07/2018,QA,Classroom,Entered Military,27/01/2019,Bind Benefits,Temp Developer,25.58,,,,
M-343,6,Male,1975,No,HS/GED,Roseville,No,Representative,13.86,16/03/2016,Graduated,03/06/2016,QA,Classroom,Enrolled in Additional Training,18/05/2017,Osborn 370,Junior Designer,31.09,,,,
M-352,6,Male,1950,Unreported,Bachelors,Edina,Yes,Employee,12.44,27/08/2016,Graduated,20/02/2017,IT Fundamentals,Online,Entered Military,07/04/2017,Code 42,Web Developer,27.02,,,,
M-355,6,Male,1954,Yes,Bachelors,Plymouth,No,Representative,13.11,12/06/2017,Graduated,06/11/2017,UX,Classroom,Entered Employment,19/02/2018,Code 42,Temp Designer,30.02,03/04/2018,Microsoft,Temp Designer,30.37
M-357,6,Male,1956,Unreported,Some College,Brooklyn Center,Yes,Manager,11.16,09/04/2015,Graduated,16/09/2015,QA,Classroom,Entered Employment,17/03/2016,Merrill Corporation,Junior Designer,24.74,24/12/2016,Bind Benefits,Temp Developer,28.06
M-371,6,Male,1989,Unreported,Some College,Edina,Yes,Team Member,11.25,21/04/2015,Graduated,27/09/2015,IT Fundamentals,Classroom,Entered Military,09/02/2016,Aftercode,Temp Developer,26.88,13/11/2016,Code 42,Programmer,31.97
M-384,6,Female,1976,Unreported,Some College,St. Paul,Yes,Temp,15.00,26/03/2017,Graduated,25/05/2017,IT Fundamentals,Classroom,Entered Military,27/10/2017,Bite Squad,Junior Developer,26.80,,,,
M-386,6,Male,1969,Unreported,Some College,Robbinsdale,Yes,Supervisor,14.34,04/09/2015,Graduated,26/02/2016,QA,Online,Enrolled in Additional Training,03/01/2017,Merrill Corporation,Project Manager,24.52,,,,
M-394,6,Unreported,1960,Yes,Associates,St. Paul,No,,,07/03/2017,Graduated,04/11/2017,UX,Classroom,Entered Employment,20/05/2018,Microsoft,Project Manager,24.93,,,,
M-399,6,Male,1955,No,Associates,Plymouth,No,Support,15.20,24/08/2016,Graduated,12/02/2017,IT Fundamentals,Classroom,Entered Employment,13/12/2017,Branch Messenger,Designer,29.94,,,,
M-425,6,Female,1994,Unreported,Some College,Edina,Yes,Representative,14.95,01/06/2015,Withdrew,28/03/2016,QA,Classroom,Entered Employment,13/09/2016,Apple,IT Support,27.11,,,,
M-427,6,Female,1998,No,Associates,St. Paul,No,Support,13.65,15/04/2015,Graduated,03/01/2016,QA,Classroom,Entered Employment,02/03/2016,Loup Ventures,Designer,31.88,09/09/2016,Apple,Developer,28.14
M-430,6,Male,1967,No,Bachelors,Roseville,Yes,Team Member,10.21,25/10/2015,Withdrew,08/05/2016,QA,Classroom,Enrolled in Additional Training,15/10/2016,Foodsby,Temp Designer,29.49,,,,
M-433,6,Male,1995,No,Graduate and Beyond,Plymouth,Yes,Manager,13.97,24/05/2017,Graduated,11/09/2017,UX,Classroom,Entered Employment,08/08/2018,Branch Messenger,Project Manager,24.88,,,,
M-436,6,Male,1985,No,Bachelors,Robbinsdale,Yes,Team Member,14.20,14/03/2015,Withdrew,14/05/2015,UX,Classroom,Entered Employment,13/07/2015,Bright Health,Developer,29.27,,,,
M-439,6,Unreported,1968,No,Some College,Edina,Yes,Temp,9.97,16/01/2016,Withdrew,03/06/2016,UX,Classroom,Entered Employment,28/12/2016,Nerdery,Junior Developer,26.08,,,,
M-451,6,Male,1968,No,HS/GED,Robbinsdale,No,Team Member,12.18,27/03/2017,Graduated,15/11/2017,UX,Online,Entered Employment,02/09/2018,Aftercode,Developer,25.92,,,,
M-452,6,Female,1998,No,Some College,Edina,No,Supervisor,11.80,31/07/2016,Removed,17/03/2017,IT Fundamentals,Online,Enrolled in Additional Training,13/05/2017,Loup Ventures,Junior Designer,28.69,,,,
M-457,6,Female,1952,No,Some College,Edina,Yes,Supervisor,13.51,28/11/2016,Graduated,12/03/2017,QA,Classroom,Institutionalized,02/01/2018,Bite Squad,Designer,29.82,,,,
M-459,6,Unreported,1953,Unreported,Graduate and Beyond,Plymouth,Yes,,,28/11/2016,Graduated,05/08/2017,IT Fundamentals,Classroom,Entered Employment,16/10/2017,Microsoft,Temp Developer,28.03,,,,
M-469,6,Male,1983,Yes,HS/GED,Plymouth,Yes,Temp,12.19,18/03/2015,Graduated,16/11/2015,IT Fundamentals,Classroom,Entered Employment,10/12/2015,Bind Benefits,Web Developer,31.15,23/05/2016,Branch Messenger,Temp Developer,26.69
M-485,6,Unreported,1978,No,Associates,Eden Prairie,No,Associate,11.82,09/04/2015,Graduated,13/11/2015,QA,Classroom,Entered Employment,24/02/2016,Loup Ventures,Developer,29.91,,,,
M-487,6,Male,1985,No,Some College,Roseville,No,Manager,12.38,16/03/2016,Withdrew,11/09/2016,IT Fundamentals,Online,Entered Employment,09/11/2016,Branch Messenger,Junior Developer,30.78,,,,
M-491,6,Female,1959,No,Some College,Robbinsdale,Yes,Manager,11.17,17/07/2016,Withdrew,01/10/2016,QA,Classroom,Entered Employment,27/05/2017,Apple,Programmer,28.33,,,,
M-500,6,Male,1999,No,HS/GED,Minneapolis,No,Cashier,15.11,08/03/2015,Graduated,16/05/2015,IT Fundamentals,Classroom,Enrolled in Additional Training,17/07/2015,Foodsby,Programmer,27.75,,,,
M-501,6,Female,1969,No,Bachelors,Minneapolis,Yes,Team Member,13.66,10/12/2017,Graduated,16/03/2018,UX,Online,Entered Employment,25/05/2018,Aftercode,Designer,31.85,,,,
M-503,6,Male,1956,Unreported,Associates,Brooklyn Center,Yes,Employee,11.73,02/05/2017,Graduated,12/11/2017,QA,Online,Entered Employment,02/11/2018,Upsie,Project Manager,27.15,,,,
M-520,6,Female,1979,Unreported,Associates,Edina,No,,,27/02/2015,Graduated,17/07/2015,QA,Classroom,Enrolled in Additional Training,19/10/2015,Apple,Developer,24.90,07/08/2016,Bite Squad,Junior Developer,31.83
M-524,6,Male,1974,No,Associates,St. Paul,No,Associate,13.61,30/09/2015,Graduated,05/12/2015,IT Fundamentals,Online,Entered Employment,14/01/2016,Aftercode,IT Support,31.98,,,,
M-526,6,Male,1969,No,HS/GED,Plymouth,No,Supervisor,12.30,13/07/2015,Graduated,16/01/2016,UX,Classroom,Entered Employment,23/01/2017,Apple,IT Support,26.64,,,,
M-533,6,Male,1954,Yes,Graduate and Beyond,Roseville,Yes,Support,11.63,25/12/2017,Graduated,16/08/2018,QA,Classroom,Institutionalized,10/04/2019,Bite Squad,IT Support,27.46,28/08/2019,Osborn 370,Developer,27.60
M-536,6,Male,1970,Unreported,Associates,Eden Prairie,Yes,Manager,10.88,02/09/2017,Graduated,11/03/2018,IT Fundamentals,Online,Health/Medical,12/10/2018,Upsie,Web Developer,25.81,,,,
M-545,6,Male,1984,No,Associates,Plymouth,Yes,Cashier,14.84,27/05/2015,Graduated,08/09/2015,QA,Online,Enrolled in Additional Training,25/11/2015,Nerdery,Project Manager,27.52,,,,
M-547,6,Unreported,1993,Unreported,Some College,Plymouth,No,Cashier,10.48,08/02/2017,Graduated,24/08/2017,UX,Classroom,Enrolled in Additional Training,15/04/2018,Upsie,Junior Engineer,31.94,16/10/2018,Loup Ventures,Temp Developer,30.07
M-556,6,Female,1973,No,HS/GED,Edina,Yes,,,26/07/2015,Graduated,13/12/2015,IT Fundamentals,Classroom,Enrolled in Additional Training,08/06/2016,Bite Squad,Web Developer,30.35,03/01/2017,Bite Squad,Developer,31.99
M-573,6,Female,1958,Yes,HS/GED,Brooklyn Center,No,Support,11.03,27/04/2016,Graduated,15/11/2016,QA,Online,Enrolled in Additional Training,24/10/2017,Great North Labs,Web Developer,25.61,,,,
M-575,6,Other,1994,Unreported,Bachelors,St. Paul,No,Support,13.33,10/08/2017,Graduated,12/11/2017,IT Fundamentals,Online,Entered Employment,20/02/2018,Upsie,Junior Developer,27.22,,,,
M-599,6,Male,1956,Unreported,Bachelors,Minneapolis,No,Employee,9.65,02/03/2016,Graduated,15/07/2016,QA,Classroom,Entered Employment,08/11/2016,Merrill Corporation,Temp Designer,30.71,10/03/2017,Aftercode,Developer,27.90
M-600,6,Male,1963,Yes,Associates,Plymouth,Yes,Contractor,11.77,01/03/2017,Graduated,10/11/2017,QA,Classroom,Entered Employment,06/01/2018,Bite Squad,IT Support,29.90,09/01/2019,Nerdery,Designer,27.89
M-601,6,Male,1997,Unreported,Some College,Roseville,No,Cashier,12.58,01/10/2015,Graduated,08/02/2016,IT Fundamentals,Classroom,Entered Employment,13/08/2016,Bright Health,Junior Designer,27.65,,,,
M-602,6,Male,1979,No,Some College,Eden Prairie,Yes,,,11/09/2015,Graduated,01/03/2016,IT Fundamentals,Online,Entered Military,19/04/2016,Nerdery,Project Manager,30.66,,,,
M-610,6,Male,1981,Unreported,HS/GED,Robbinsdale,No,Associate,9.78,05/03/2016,Graduated,26/12/2016,IT Fundamentals,Online,Entered Employment,24/09/2017,Code 42,Temp Developer,28.32,,,,
M-614,6,Male,1977,Yes,Bachelors,Roseville,Yes,Associate,14.09,14/06/2016,Graduated,05/09/2016,IT Fundamentals,Classroom,Entered Employment,09/06/2017,Apple,IT Support,25.63,,,,
M-617,6,Male,1969,Yes,Some College,Eden Prairie,Yes,Manager,9.40,07/11/2016,Graduated,04/08/2017,IT Fundamentals,Classroom,Entered Military,27/01/2018,Google,Junior Engineer,25.00,,,,
M-619,6,Male,1959,Unreported,Associates,St. Paul,No,,,04/05/2017,Graduated,02/08/2017,QA,Classroom,Entered Employment,,,,,,,,
M-620,6,Female,1951,Unreported,Graduate and Beyond,Edina,Yes,Support,10.12,02/03/2016,Graduated,10/12/2016,IT Fundamentals,Online,Enrolled in Additional Training,04/10/2017,Code 42,Temp Developer,31.00,,,,
M-629,6,Male,1950,Unreported,Associates,Eden Prairie,No,Team Member,9.81,17/09/2016,Withdrew,27/04/2017,UX,Online,Entered Employment,10/04/2018,Merrill Corporation,Junior Developer,25.38,,,,
M-633,6,Female,1996,Unreported,Associates,Robbinsdale,Yes,Representative,14.43,04/08/2017,Graduated,03/12/2017,UX,Online,Entered Employment,09/12/2018,Bright Health,Programmer,25.25,,,,
M-642,6,Male,1959,Unreported,Associates,St. Paul,Yes,Supervisor,14.48,20/05/2016,Withdrew,12/11/2016,QA,Online,Entered Employment,08/11/2017,Upsie,Junior Developer,28.18,,,,
M-655,6,Male,1970,No,Some College,Robbinsdale,No,Team Member,15.01,04/06/2016,Withdrew,11/12/2016,QA,Online,Entered Military,01/01/2017,Loup Ventures,Junior Developer,25.94,,,,
M-666,6,Other,1979,No,Associates,Edina,Yes,Support,12.65,30/04/2016,Graduated,06/07/2016,QA,Classroom,Entered Employment,28/11/2016,Bite Squad,Web Developer,26.10,,,,
M-679,6,Male,2001,No,Associates,Minneapolis,No,Support,11.90,19/03/2017,Withdrew,28/12/2017,UX,Online,Entered Military,01/08/2018,Foodsby,Junior Designer,24.77,,,,
M-685,6,Male,1970,Yes,HS/GED,Minneapolis,No,Manager,9.63,20/10/2017,Graduated,27/04/2018,IT Fundamentals,Classroom,Entered Employment,03/08/2018,Bright Health,Designer,28.48,13/05/2019,Bind Benefits,Junior Engineer,30.46
M-690,6,Male,1953,Unreported,Some College,St. Paul,No,Team Member,12.15,06/05/2015,Graduated,03/07/2015,QA,Online,Entered Employment,05/05/2016,Aftercode,IT Support,30.49,,,,
M-691,6,Female,1960,No,Associates,Roseville,No,Representative,13.12,26/04/2016,Removed,15/09/2016,QA,Online,Health/Medical,13/11/2016,Merrill Corporation,Developer,29.74,,,,
M-694,6,Male,1958,No,HS/GED,Minneapolis,Yes,,,16/11/2015,Removed,12/01/2016,IT Fundamentals,Online,Entered Employment,07/01/2017,Upsie,Programmer,27.54,,,,
M-695,6,Male,1955,Yes,Bachelors,Eden Prairie,No,Employee,11.74,01/07/2015,Graduated,14/03/2016,QA,Classroom,Enrolled in Additional Training,18/02/2017,Microsoft,Designer,28.19,11/10/2017,Apple,Web Developer,26.86
M-700,6,Female,1953,Unreported,Associates,Plymouth,No,Cashier,12.35,17/12/2015,Graduated,07/02/2016,QA,Online,Enrolled in Additional Training,12/03/2016,Bind Benefits,Programmer,28.95,,,,
M-702,6,Male,1967,No,HS/GED,Roseville,Yes,Contractor,10.13,25/05/2016,Removed,13/09/2016,IT Fundamentals,Online,Entered Military,08/01/2017,Bright Health,Developer,29.06,,,,
M-706,6,Male,2000,No,Bachelors,Eden Prairie,Yes,Support,11.99,05/12/2017,Graduated,08/04/2018,QA,Online,Entered Employment,07/11/2018,Upsie,Developer,27.67,,,,
M-729,6,Male,1969,Unreported,Some College,St. Paul,No,Cashier,14.83,13/06/2016,Graduated,14/03/2017,UX,Classroom,Enrolled in Additional Training,11/12/2017,Great North Labs,Designer,29.17,,,,
M-767,6,Unreported,1998,No,Some College,Brooklyn Center,No,Support,11.37,06/01/2016,Graduated,08/08/2016,IT Fundamentals,Online,Entered Employment,01/09/2016,Google,Temp Designer,27.33,,,,
M-768,6,Male,1972,No,Associates,Edina,No,Temp,9.40,14/06/2017,Graduated,24/10/2017,IT Fundamentals,Online,Entered Employment,14/12/2017,Microsoft,Project Manager,28.07,,,,
M-769,6,Male,1976,No,Bachelors,Minneapolis,Yes,Support,9.35,26/06/2017,Graduated,08/01/2018,UX,Online,Health/Medical,14/08/2018,Osborn 370,Programmer,31.21,,,,
M-780,6,Male,1974,Unreported,Bachelors,Minneapolis,No,Contractor,10.00,13/10/2015,Removed,19/06/2016,IT Fundamentals,Classroom,Entered Employment,28/04/2017,Microsoft,Developer,28.97,,,,
M-783,6,Unreported,1968,No,Graduate and Beyond,St. Paul,No,Cashier,10.07,05/08/2015,Graduated,28/05/2016,QA,Online,Entered Employment,18/02/2017,Bind Benefits,Junior Engineer,26.28,,,,
M-788,6,Female,1968,No,Associates,Brooklyn Center,No,Team Member,9.56,12/10/2015,Graduated,25/12/2015,UX,Online,Entered Employment,06/01/2016,Bite Squad,Project Manager,29.19,,,,
M-807,6,Female,1971,Yes,Bachelors,St. Paul,Yes,Employee,14.98,04/06/2015,Graduated,26/10/2015,UX,Classroom,Enrolled in Additional Training,02/10/2016,Bite Squad,Developer,26.94,19/10/2017,Google,Temp Developer,25.85
M-811,6,Male,1975,No,Bachelors,Plymouth,Yes,Manager,10.37,06/01/2017,Graduated,01/07/2017,QA,Classroom,Enrolled in Additional Training,09/02/2018,Nerdery,Designer,26.75,13/05/2018,Upsie,Junior Designer,25.54
M-814,6,Unreported,1968,Yes,Some College,Plymouth,Yes,Supervisor,15.79,28/06/2017,Graduated,03/09/2017,IT Fundamentals,Classroom,Entered Employment,14/02/2018,Bite Squad,Temp Developer,27.59,,,,
M-816,6,Other,1969,No,Some College,Roseville,No,Associate,13.01,16/01/2016,Graduated,02/03/2016,IT Fundamentals,Online,Health/Medical,27/09/2016,Google,Junior Designer,24.74,,,,
M-826,6,Male,1990,No,HS/GED,Eden Prairie,No,Manager,12.20,18/03/2015,Graduated,23/05/2015,IT Fundamentals,Online,Entered Employment,22/07/2015,Merrill Corporation,Project Manager,28.36,,,,
M-827,6,Other,1961,Unreported,Associates,Brooklyn Center,Yes,Supervisor,13.53,19/01/2015,Graduated,25/04/2015,QA,Classroom,Enrolled in Additional Training,04/05/2015,Branch Messenger,Web Developer,30.62,,,,
M-831,6,Male,1957,No,Some College,St. Paul,No,,,14/08/2015,Removed,17/05/2016,QA,Online,Institutionalized,07/09/2016,Foodsby,Project Manager,27.22,17/11/2016,Aftercode,Web Developer,25.98
M-832,6,Male,1989,Yes,Bachelors,Eden Prairie,Yes,Support,13.63,20/02/2017,Withdrew,09/06/2017,UX,Classroom,Enrolled in Additional Training,24/09/2017,Loup Ventures,Programmer,27.12,,,,
M-833,6,Male,1963,No,Bachelors,Edina,Yes,Representative,9.01,26/11/2016,Graduated,14/06/2017,UX,Online,Enrolled in Additional Training,17/09/2017,Loup Ventures,Web Developer,31.19,07/01/2018,Bite Squad,Designer,27.98
M-834,6,Male,1981,No,HS/GED,Robbinsdale,Yes,Associate,13.77,15/01/2017,Graduated,17/07/2017,QA,Classroom,Entered Employment,23/12/2017,Google,Temp Developer,29.85,,,,
M-837,6,Male,1970,Unreported,Bachelors,St. Paul,Yes,Supervisor,9.17,05/04/2015,Graduated,18/07/2015,UX,Online,Entered Employment,01/09/2015,Microsoft,Junior Designer,27.09,08/09/2016,Osborn 370,Junior Engineer,29.79
M-841,6,Other,1954,Unreported,Bachelors,Brooklyn Center,Yes,Contractor,13.01,23/08/2015,Removed,14/12/2015,IT Fundamentals,Online,Entered Military,14/10/2016,Merrill Corporation,Junior Developer,24.64,,,,
