Person ID,Partner ID,Gender,Birth Year,Person of Color,Education Level,City of Residence,MSP TechHire Scholarship,Previous Job Title,Pre-training Wage (hourly),Entered Training Date,Training Status,Exit Training Date,Training Type,Classroom or Online,Exit Status,Job Placement Date,Hiring Company,Hiring Job Title,Wage at Initial Hire (hourly),2nd Job Placement Date,2nd Job Company,2nd Job Title,2nd Hire Wage
S-422,2,Female,1995,No,HS/GED,Plymouth,No,Supervisor,15.34,05/02/2016,Graduated,04/10/2016,QA,Online,Entered Military,17/01/2017,Bind Benefits,Developer,24.37,,,,
S-423,2,Male,2000,No,Bachelors,Brooklyn Center,Yes,Cashier,11.69,08/12/2017,In Training,,QA,Classroom,,,,,,,,,
S-429,2,Male,1997,Unreported,Associates,Plymouth,Yes,Employee,12.98,04/01/2016,Graduated,06/04/2016,UX,Classroom,Entered Employment,25/06/2016,Apple,Developer,29.37,15/02/2017,Aftercode,Junior Designer,29.82
S-431,2,Unreported,1966,No,Bachelors,Edina,Yes,Cashier,14.30,19/02/2017,Graduated,16/08/2017,QA,Online,Entered Employment,06/10/2017,Upsie,Designer,28.92,,,,
S-438,2,Female,1964,No,Some College,St. Paul,No,Support,12.07,26/12/2016,Graduated,19/02/2017,UX,Online,Entered Employment,05/12/2017,Loup Ventures,Temp Designer,27.56,,,,
S-445,2,Male,1970,Yes,Associates,Minneapolis,Yes,Support,12.48,08/04/2016,Graduated,24/07/2016,QA,Classroom,Entered Employment,21/11/2016,Loup Ventures,Developer,31.09,,,,
S-448,2,Unreported,1957,Yes,Some College,Plymouth,Yes,Cashier,12.44,21/04/2017,Graduated,24/10/2017,QA,Online,Institutionalized,03/09/2018,Bite Squad,Web Developer,28.12,21/12/2018,Loup Ventures,Web Developer,27.64
S-460,2,Other,1982,No,Some College,Brooklyn Center,Yes,Temp,12.61,16/05/2016,Graduated,28/07/2016,UX,Online,Institutionalized,09/09/2016,Bind Benefits,Designer,29.71,,,,
S-463,2,Other,1973,No,Some College,Robbinsdale,Yes,Contractor,14.34,15/05/2016,Withdrew,16/07/2016,UX,Classroom,Institutionalized,16/03/2017,Bite Squad,Junior Developer,28.56,,,,
S-475,2,Male,1973,No,Associates,St. Paul,No,Supervisor,11.61,20/06/2016,Graduated,03/08/2016,IT Fundamentals,Online,Entered Employment,07/09/2016,Bright Health,Developer,25.87,06/10/2016,Code 42,Temp Designer,25.13
S-516,2,Female,1958,Unreported,Some College,Eden Prairie,Yes,Representative,11.07,23/05/2017,Graduated,21/12/2017,IT Fundamentals,Classroom,Entered Employment,18/04/2018,Upsie,Designer,27.30,,,,
S-522,2,Female,1956,Yes,Some College,Robbinsdale,Yes,,,03/01/2016,Graduated,04/08/2016,UX,Online,Entered Employment,28/08/2017,Osborn 370,Programmer,24.13,,,,
S-534,2,Female,1987,No,Associates,Edina,Yes,Temp,14.57,16/03/2016,Graduated,15/11/2016,QA,Online,Entered Employment,16/11/2017,Bind Benefits,Web Developer,24.12,14/02/2018,Apple,Junior Designer,27.33
S-537,2,Other,1973,Yes,Associates,Minneapolis,No,Manager,15.37,10/08/2016,Graduated,22/12/2016,QA,Online,Institutionalized,13/11/2017,Aftercode,Temp Developer,30.71,,,,
S-548,2,Male,1993,Unreported,Bachelors,Brooklyn Center,No,Team Member,14.40,04/09/2016,Withdrew,27/06/2017,QA,Online,Health/Medical,19/02/2018,Aftercode,Temp Developer,30.40,17/12/2018,Code 42,Designer,24.98
S-553,2,Other,1963,Yes,Bachelors,Eden Prairie,No,Contractor,15.07,31/05/2017,Graduated,06/08/2017,QA,Classroom,Entered Employment,24/12/2017,Code 42,Junior Engineer,30.88,,,,
S-557,2,Male,1998,Unreported,Associates,Edina,Yes,,,10/02/2015,Removed,07/11/2015,QA,Classroom,Entered Employment,18/10/2016,Microsoft,Junior Developer,27.01,28/09/2017,Great North Labs,Temp Designer,31.43
S-567,2,Male,1998,No,HS/GED,Roseville,Yes,Associate,9.66,31/03/2015,Removed,13/11/2015,QA,Classroom,Entered Employment,09/05/2016,Bright Health,IT Support,31.26,,,,
S-576,2,Female,1994,No,Graduate and Beyond,Robbinsdale,No,Representative,12.72,07/07/2016,Graduated,07/01/2017,IT Fundamentals,Online,Enrolled in Additional Training,08/09/2017,Branch Messenger,Junior Engineer,24.67,26/12/2017,Upsie,Junior Developer,28.80
S-583,2,Male,1962,No,Graduate and Beyond,Minneapolis,No,Representative,14.57,04/11/2017,Graduated,18/05/2018,IT Fundamentals,Classroom,Entered Employment,14/12/2018,Bright Health,Developer,26.97,18/09/2019,Microsoft,Designer,26.60
S-587,2,Female,1993,No,Bachelors,Roseville,No,Supervisor,11.98,28/12/2016,Graduated,12/06/2017,QA,Classroom,Entered Employment,12/01/2018,Foodsby,Temp Developer,28.88,,,,
S-603,2,Female,1992,No,Bachelors,Plymouth,No,Associate,9.19,28/02/2017,Graduated,12/08/2017,IT Fundamentals,Classroom,Entered Employment,11/02/2018,Great North Labs,Developer,24.47,,,,
S-609,2,Female,1997,Yes,Some College,St. Paul,No,Associate,13.98,10/07/2017,Graduated,08/04/2018,IT Fundamentals,Online,Entered Employment,05/03/2019,Branch Messenger,Junior Engineer,26.42,,,,
S-615,2,Male,1967,Unreported,Associates,Brooklyn Center,No,Supervisor,9.45,15/06/2017,Withdrew,22/01/2018,IT Fundamentals,Online,Entered Employment,14/11/2018,Aftercode,Designer,24.08,01/06/2019,Bite Squad,Web Developer,26.31
S-618,2,Female,1969,No,HS/GED,Roseville,Yes,Team Member,11.77,18/12/2017,Graduated,13/09/2018,QA,Online,Entered Military,15/01/2019,Microsoft,Junior Engineer,26.57,,,,
S-622,2,Male,1986,No,HS/GED,Brooklyn Center,No,Temp,11.96,30/11/2017,In Training,,IT Fundamentals,Online,,,,,,,,,
S-628,2,Male,1992,No,Some College,Roseville,No,Contractor,14.07,13/04/2015,Graduated,22/12/2015,UX,Online,Entered Employment,10/11/2016,Microsoft,IT Support,27.68,24/12/2016,Microsoft,Junior Engineer,30.01
S-632,2,Male,1991,No,Some College,Minneapolis,No,Associate,15.75,13/06/2016,Graduated,21/09/2016,IT Fundamentals,Classroom,Entered Military,24/09/2017,Aftercode,Temp Designer,25.35,,,,
S-634,2,Female,1950,No,Some College,Minneapolis,Yes,Employee,13.48,08/08/2016,Graduated,15/03/2017,IT Fundamentals,Classroom,Entered Employment,26/07/2017,Code 42,Junior Developer,26.16,,,,
S-639,2,Female,1970,Yes,Associates,Roseville,Yes,Employee,9.52,12/08/2015,Graduated,24/02/2016,UX,Classroom,Entered Employment,23/08/2016,Apple,Web Developer,27.62,,,,
S-640,2,Male,1980,Yes,Associates,St. Paul,Yes,Support,14.24,26/01/2015,Graduated,12/07/2015,IT Fundamentals,Online,Enrolled in Additional Training,10/08/2015,Google,Developer,28.77,19/11/2015,Microsoft,Web Developer,30.87
S-650,2,Female,1964,Unreported,Bachelors,Edina,Yes,Support,13.68,18/10/2016,Graduated,28/05/2017,QA,Classroom,Entered Employment,09/06/2017,Microsoft,Project Manager,24.95,06/01/2018,Merrill Corporation,Temp Developer,28.82
S-651,2,Male,1956,Yes,Some College,Roseville,Yes,Temp,13.04,25/06/2017,Graduated,03/08/2017,UX,Online,Entered Employment,12/10/2017,Great North Labs,Programmer,29.51,,,,
S-658,2,Male,1984,No,Some College,Minneapolis,No,Supervisor,10.15,06/03/2017,Graduated,25/05/2017,UX,Online,Entered Employment,17/02/2018,Foodsby,Junior Designer,31.53,,,,
S-662,2,Male,1978,Unreported,Graduate and Beyond,Minneapolis,No,Supervisor,13.99,23/04/2016,Graduated,21/06/2016,QA,Classroom,Enrolled in Additional Training,21/09/2016,Loup Ventures,Junior Engineer,24.59,,,,
S-663,2,Other,1964,No,HS/GED,Plymouth,Yes,Employee,13.54,27/12/2015,Graduated,05/08/2016,UX,Online,Health/Medical,13/09/2016,Nerdery,Junior Designer,30.53,,,,
S-676,2,Male,1988,No,HS/GED,Eden Prairie,No,Team Member,13.52,11/03/2017,Graduated,14/06/2017,QA,Online,Enrolled in Additional Training,15/02/2018,Osborn 370,Developer,29.91,,,,
S-689,2,Female,1952,Unreported,HS/GED,Eden Prairie,Yes,Supervisor,10.31,04/10/2015,Graduated,14/02/2016,IT Fundamentals,Online,Entered Employment,12/05/2016,Bite Squad,Temp Developer,31.06,,,,
S-693,2,Female,1973,Unreported,Associates,Robbinsdale,No,Contractor,9.72,11/09/2015,Graduated,17/01/2016,UX,Online,Entered Employment,13/04/2016,Great North Labs,Web Developer,30.00,,,,
S-699,2,Female,1985,Yes,Bachelors,Roseville,Yes,Temp,10.97,11/04/2015,Graduated,11/01/2016,QA,Classroom,Entered Employment,25/06/2016,Aftercode,Programmer,24.46,,,,
S-705,2,Male,1979,Yes,Associates,Plymouth,Yes,Contractor,9.68,12/02/2015,Graduated,09/09/2015,UX,Online,Entered Employment,09/08/2016,Branch Messenger,Temp Developer,28.67,,,,
S-727,2,Male,1995,Yes,Some College,Plymouth,No,Employee,14.15,24/05/2017,Graduated,23/07/2017,UX,Classroom,Entered Employment,06/06/2018,Nerdery,Developer,25.42,,,,
S-733,2,Male,1979,No,Some College,Minneapolis,Yes,Associate,13.11,23/03/2016,Withdrew,11/09/2016,IT Fundamentals,Classroom,Entered Military,21/08/2017,Bind Benefits,Junior Designer,24.98,,,,
S-745,2,Male,1987,No,Some College,Brooklyn Center,Yes,Support,13.96,07/11/2017,Graduated,09/01/2018,QA,Classroom,Entered Employment,,,,,,,,
S-751,2,Male,1964,Yes,Associates,Brooklyn Center,No,Representative,12.29,29/05/2016,Graduated,05/12/2016,IT Fundamentals,Online,Entered Employment,18/09/2017,Nerdery,Temp Designer,28.00,,,,
S-754,2,Unreported,1975,Unreported,Some College,Robbinsdale,Yes,Manager,9.17,17/06/2017,Graduated,01/11/2017,IT Fundamentals,Classroom,Entered Employment,,,,,,,,
S-763,2,Unreported,1984,No,Some College,Roseville,Yes,Supervisor,12.27,06/06/2017,Graduated,12/01/2018,QA,Online,Entered Employment,22/01/2019,Google,Project Manager,25.73,10/03/2019,Loup Ventures,Junior Developer,27.45
S-777,2,Male,1966,No,HS/GED,Brooklyn Center,No,Associate,14.22,06/04/2015,Withdrew,06/06/2015,UX,Online,Entered Employment,19/04/2016,Foodsby,Web Developer,31.16,28/11/2016,Aftercode,Temp Designer,25.39
S-778,2,Female,1958,Yes,Some College,Robbinsdale,Yes,Cashier,11.09,05/07/2016,Graduated,28/01/2017,UX,Classroom,Entered Employment,27/08/2017,Bite Squad,Project Manager,24.52,,,,
S-782,2,Male,1952,No,Some College,St. Paul,No,Associate,11.61,25/11/2015,Graduated,25/03/2016,UX,Classroom,Health/Medical,10/01/2017,Loup Ventures,Developer,30.30,,,,
S-787,2,Female,1994,Unreported,HS/GED,Plymouth,Yes,Temp,14.85,21/08/2016,Graduated,25/11/2016,UX,Classroom,Entered Employment,01/01/2017,Code 42,Designer,24.23,,,,
S-790,2,Male,1979,No,HS/GED,Brooklyn Center,Yes,Temp,13.54,07/04/2016,Removed,11/01/2017,QA,Classroom,Entered Employment,06/12/2017,Bite Squad,Junior Designer,26.67,,,,
S-800,2,Female,1953,No,HS/GED,Plymouth,No,Cashier,11.57,20/12/2017,Graduated,14/03/2018,UX,Classroom,Institutionalized,28/04/2019,Upsie,Temp Developer,26.07,,,,
S-802,2,Other,1961,No,Associates,Eden Prairie,Yes,Employee,12.04,07/02/2016,Removed,13/08/2016,UX,Classroom,Entered Employment,17/05/2017,Code 42,IT Support,24.27,,,,
S-809,2,Female,1983,No,Graduate and Beyond,Edina,Yes,Manager,15.51,27/11/2016,Graduated,19/01/2017,QA,Online,Entered Employment,20/03/2017,Google,Junior Designer,28.20,,,,
S-815,2,Female,1983,Unreported,HS/GED,Roseville,Yes,Supervisor,10.56,09/06/2016,Graduated,20/09/2016,UX,Classroom,Entered Employment,05/08/2017,Aftercode,Web Developer,31.23,11/12/2017,Loup Ventures,Junior Designer,24.75
S-822,2,Male,1961,Unreported,Associates,Edina,No,Associate,12.99,12/09/2017,Graduated,19/05/2018,UX,Classroom,Health/Medical,18/06/2018,Osborn 370,Project Manager,27.68,,,,
S-823,2,Female,1966,Unreported,Some College,Plymouth,Yes,Manager,15.19,30/09/2017,Graduated,24/04/2018,QA,Classroom,Entered Employment,23/02/2019,Nerdery,Junior Engineer,26.58,,,,
S-836,2,Female,1999,Unreported,Some College,Edina,No,Support,14.93,15/02/2017,Graduated,21/06/2017,QA,Classroom,Enrolled in Additional Training,26/02/2018,Nerdery,Project Manager,31.93,,,,
S-842,2,Male,1961,No,Some College,Eden Prairie,No,Associate,9.02,17/04/2016,Graduated,15/01/2017,IT Fundamentals,Online,Incarcerated,25/04/2017,Osborn 370,Developer,31.61,,,,
S-858,2,Other,1991,No,HS/GED,St. Paul,No,Employee,9.12,26/11/2016,Graduated,03/06/2017,QA,Online,Enrolled in Additional Training,07/08/2017,Merrill Corporation,Junior Designer,31.15,,,,
S-863,2,Male,1990,Yes,Associates,Brooklyn Center,Yes,Temp,11.09,14/09/2016,Graduated,12/04/2017,IT Fundamentals,Online,Enrolled in Additional Training,15/12/2017,Foodsby,Designer,25.03,,,,
S-873,2,Male,1966,No,Some College,Robbinsdale,Yes,Employee,10.33,12/04/2015,Withdrew,16/12/2015,QA,Classroom,Entered Military,13/11/2016,Code 42,Temp Designer,28.48,,,,
S-890,2,Male,1960,No,Associates,Robbinsdale,No,Supervisor,9.12,03/04/2015,Graduated,07/01/2016,UX,Online,Entered Military,09/04/2016,Foodsby,Web Developer,31.44,07/11/2016,Loup Ventures,Junior Engineer,28.05
S-892,2,Male,1954,No,Bachelors,Eden Prairie,Yes,Support,9.15,19/10/2017,Graduated,05/04/2018,UX,Online,Incarcerated,12/08/2018,Great North Labs,Junior Designer,29.69,,,,
S-894,2,Male,1995,No,Some College,St. Paul,Yes,Manager,12.04,12/09/2016,Removed,14/06/2017,IT Fundamentals,Classroom,Enrolled in Additional Training,02/11/2017,Loup Ventures,Temp Developer,24.87,,,,
S-904,2,Male,1994,Unreported,Some College,Roseville,No,Cashier,12.97,10/01/2016,Graduated,21/05/2016,UX,Classroom,Entered Employment,15/01/2017,Bind Benefits,IT Support,25.64,14/12/2017,Branch Messenger,Developer,24.21
S-915,2,Male,1966,Yes,HS/GED,Minneapolis,Yes,Representative,11.27,29/03/2015,Removed,18/12/2015,QA,Classroom,Entered Employment,25/12/2016,Microsoft,Web Developer,28.16,,,,
S-924,2,Male,1961,No,Associates,Brooklyn Center,Yes,Cashier,15.06,01/12/2015,Graduated,05/09/2016,QA,Classroom,Entered Employment,21/01/2017,Upsie,Designer,25.76,16/08/2017,Code 42,Temp Developer,29.04
S-926,2,Male,1955,Unreported,Some College,Roseville,No,Associate,12.28,24/08/2017,Graduated,02/04/2018,UX,Classroom,Entered Employment,01/05/2019,Bite Squad,Programmer,29.04,,,,
S-940,2,Other,2000,No,Some College,Roseville,Yes,Supervisor,13.60,01/08/2015,Graduated,27/04/2016,UX,Online,Enrolled in Additional Training,19/02/2017,Code 42,IT Support,30.09,,,,
S-948,2,Unreported,1970,Yes,Some College,St. Paul,Yes,Employee,11.32,10/01/2017,Graduated,10/04/2017,UX,Online,Entered Employment,11/04/2018,Loup Ventures,Junior Developer,30.08,,,,
S-963,2,Female,1997,No,Some College,Eden Prairie,Yes,Team Member,12.28,03/07/2017,Graduated,05/04/2018,UX,Online,Institutionalized,17/05/2018,Bright Health,Junior Engineer,25.84,,,,
S-967,2,Male,1988,No,Some College,Plymouth,No,Contractor,15.58,07/12/2016,Graduated,15/04/2017,QA,Classroom,Health/Medical,13/06/2017,Loup Ventures,Junior Designer,24.79,,,,
