person_id,partner_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
Y-1011,1,Male,1962,Yes,Bachelors,Eden Prairie,Yes,Team Member,13.65,30/04/2015,Graduated,20/07/2015,QA,Institutionalized,Classroom,22/11/2015,Temp Developer,Osborn 370,26.40,,,,
Y-1012,1,Female,1965,Unreported,Bachelors,Minneapolis,No,Manager,13.41,16/04/2016,Graduated,18/10/2016,QA,Health/Medical,Online,19/05/2017,Junior Engineer,Branch Messenger,26.81,,,,
Y-1013,1,Unreported,1970,Yes,Some College,St. Paul,No,Associate,11.00,22/10/2016,Removed,03/12/2016,QA,Institutionalized,Online,22/11/2017,Web Developer,Bright Health,31.93,,,,
Y-1014,1,Unreported,1968,No,Bachelors,Brooklyn Center,Yes,Representative,12.72,07/07/2017,Removed,05/03/2018,IT Fundamentals,Enrolled in Additional Training,Online,,,,,,,,
Y-1015,1,Unreported,1977,No,Some College,Minneapolis,No,Associate,11.17,05/05/2016,Withdrew,02/08/2016,IT Fundamentals,Health/Medical,Online,05/01/2017,Project Manager,Bind Benefits,30.51,,,,
Y-1016,1,Other,1959,No,HS/GED,Minneapolis,No,,,07/11/2016,Graduated,27/02/2017,IT Fundamentals,Entered Employment,Online,07/10/2017,Web Developer,Code 42,27.01,,,,
Y-1017,1,Male,1973,Yes,HS/GED,Minneapolis,No,Representative,9.94,10/02/2017,Removed,04/04/2017,QA,Entered Employment,Online,23/04/2018,Programmer,Code 42,27.24,,,,
Y-1018,1,Other,1974,Yes,Associates,Edina,No,Support,15.28,10/06/2017,Withdrew,15/10/2017,UX,Institutionalized,Online,15/11/2017,Designer,Bind Benefits,28.61,,,,
Y-1019,1,Female,1969,Yes,Graduate and Beyond,Robbinsdale,Yes,Cashier,15.73,30/10/2017,Graduated,24/02/2018,QA,Institutionalized,Classroom,26/01/2019,Temp Developer,Osborn 370,30.07,,,,
Y-1020,1,Other,1968,Unreported,Associates,Minneapolis,No,Temp,13.01,08/10/2015,Graduated,13/12/2015,QA,Enrolled in Additional Training,Online,25/07/2016,Junior Engineer,Bind Benefits,24.83,,,,
Y-1021,1,Male,1990,Yes,HS/GED,Plymouth,Yes,Support,11.64,03/08/2015,Graduated,17/01/2016,QA,Incarcerated,Classroom,25/12/2016,Temp Designer,Osborn 370,27.54,,,,
Y-1022,1,Female,1981,Unreported,Bachelors,St. Paul,No,Cashier,9.52,21/11/2016,Removed,18/07/2017,UX,Entered Employment,Online,01/01/2018,Developer,Code 42,30.04,02/04/2018,Programmer,Bind Benefits,28.21
Y-1023,1,Male,1974,Yes,Associates,Eden Prairie,No,Supervisor,12.85,03/01/2015,Removed,08/10/2015,IT Fundamentals,Enrolled in Additional Training,Online,12/09/2016,Designer,Bind Benefits,29.27,,,,
Y-1024,1,Female,1960,Unreported,Bachelors,Roseville,No,Supervisor,15.07,03/01/2016,Removed,09/06/2016,QA,Entered Employment,Classroom,04/06/2017,IT Support,Merrill Corporation,27.73,22/10/2017,Web Developer,Nerdery,24.00
Y-1025,1,Other,1960,No,Bachelors,Plymouth,Yes,Employee,13.25,01/03/2015,Removed,22/10/2015,UX,Health/Medical,Online,05/01/2016,Developer,Aftercode,30.56,,,,
Y-1026,1,Female,1962,No,Graduate and Beyond,Plymouth,No,Cashier,9.71,16/12/2016,Removed,14/07/2017,IT Fundamentals,Institutionalized,Online,08/12/2017,Temp Developer,Branch Messenger,29.17,,,,
Y-1027,1,Other,1998,No,Bachelors,St. Paul,No,Team Member,13.26,23/11/2017,In Training,,UX,,Classroom,,,,,,,,
Y-1028,1,Male,1998,Unreported,Associates,Brooklyn Center,No,Team Member,13.07,05/09/2015,Graduated,10/05/2016,UX,Enrolled in Additional Training,Online,27/08/2016,Temp Designer,Bind Benefits,28.28,,,,
Y-1029,1,Male,1968,Yes,Associates,Plymouth,Yes,Cashier,12.51,03/05/2015,Graduated,22/11/2015,QA,Health/Medical,Online,21/02/2016,Programmer,Apple,27.17,,,,
Y-1030,1,Unreported,1973,Yes,Graduate and Beyond,Plymouth,No,Representative,13.00,07/06/2016,Removed,17/11/2016,UX,Entered Employment,Online,17/05/2017,Web Developer,Code 42,25.14,,,,
Y-1031,1,Unreported,1955,No,Some College,Roseville,No,Temp,11.97,07/02/2015,Graduated,25/10/2015,QA,Entered Military,Online,15/09/2016,Designer,Upsie,30.64,,,,
Y-1032,1,Male,1969,No,Bachelors,Brooklyn Center,No,Representative,11.32,14/10/2015,Removed,07/12/2015,QA,Incarcerated,Online,24/12/2016,Programmer,Code 42,28.33,07/01/2017,Junior Developer,Aftercode,24.56
Y-1033,1,Other,1979,Yes,Bachelors,Robbinsdale,Yes,Representative,11.08,30/05/2017,Removed,09/10/2017,IT Fundamentals,Entered Military,Classroom,01/07/2018,Project Manager,Bite Squad,31.38,,,,
Y-1034,1,Other,1993,Yes,Graduate and Beyond,Brooklyn Center,No,Supervisor,9.35,30/08/2017,Removed,01/01/2018,IT Fundamentals,Entered Military,Online,,,,,,,,
Y-1035,1,Unreported,1995,Yes,Bachelors,Robbinsdale,Yes,,,25/08/2016,Graduated,20/12/2016,UX,Enrolled in Additional Training,Classroom,21/09/2017,Developer,Nerdery,25.76,,,,
Y-1036,1,Female,1959,No,HS/GED,Robbinsdale,Yes,Support,15.80,11/06/2017,Withdrew,19/08/2017,IT Fundamentals,Entered Employment,Classroom,03/10/2017,Junior Developer,Merrill Corporation,25.62,,,,
Y-1037,1,Male,1956,Unreported,Some College,Robbinsdale,No,Manager,9.99,17/01/2015,Removed,02/03/2015,UX,Incarcerated,Online,27/02/2016,Developer,Aftercode,31.97,,,,
Y-1038,1,Unreported,1978,Unreported,Bachelors,Minneapolis,Yes,Employee,10.65,27/03/2016,Graduated,13/07/2016,IT Fundamentals,Incarcerated,Classroom,09/08/2016,Temp Designer,Bite Squad,24.63,15/05/2017,Designer,Nerdery,31.94
Y-1039,1,Female,2001,Yes,Associates,Edina,No,Supervisor,14.10,10/08/2017,Removed,01/04/2018,IT Fundamentals,Incarcerated,Online,20/01/2019,Junior Designer,Upsie,26.07,,,,
Y-1040,1,Female,1987,Yes,Graduate and Beyond,Roseville,Yes,,,07/06/2017,Removed,12/10/2017,UX,Health/Medical,Online,,,,,,,,
Y-1041,1,Female,1981,No,Some College,Robbinsdale,Yes,Representative,15.05,10/05/2017,Graduated,23/02/2018,QA,Health/Medical,Online,16/04/2018,Temp Designer,Nerdery,27.07,06/07/2018,Junior Engineer,Loup Ventures,30.15
Y-1042,1,Unreported,1984,No,Associates,Brooklyn Center,Yes,Manager,13.10,10/10/2016,Withdrew,06/03/2017,IT Fundamentals,Incarcerated,Classroom,26/09/2017,Junior Developer,Aftercode,27.14,06/11/2017,Developer,Aftercode,27.68
Y-1043,1,Female,1966,No,Some College,Eden Prairie,No,Contractor,9.19,25/08/2016,Withdrew,28/05/2017,QA,Incarcerated,Online,16/02/2018,Temp Developer,Code 42,28.30,,,,
Y-1044,1,Other,2001,Unreported,Bachelors,Brooklyn Center,No,Cashier,12.55,18/12/2017,In Training,,IT Fundamentals,,Online,,,,,,,,
Y-1045,1,Unreported,1997,No,Some College,Roseville,No,,,03/07/2015,Withdrew,07/11/2015,QA,Entered Employment,Online,01/08/2016,Temp Developer,Merrill Corporation,24.88,,,,
Y-1046,1,Female,1962,Yes,Bachelors,Edina,Yes,Contractor,12.73,26/09/2016,Withdrew,14/11/2016,UX,Institutionalized,Classroom,07/12/2016,Temp Designer,Bind Benefits,30.44,,,,
Y-1047,1,Unreported,1969,No,Graduate and Beyond,Brooklyn Center,No,Temp,15.66,11/08/2017,Graduated,26/10/2017,QA,Entered Military,Classroom,22/01/2018,Project Manager,Branch Messenger,27.80,,,,
Y-1048,1,Female,1993,No,Some College,Eden Prairie,No,Associate,12.95,12/11/2016,Graduated,01/06/2017,IT Fundamentals,Entered Military,Online,05/06/2018,Web Developer,Bite Squad,25.19,,,,
Y-1049,1,Other,1968,Unreported,Bachelors,Edina,Yes,Team Member,11.81,07/01/2016,Removed,12/06/2016,QA,Enrolled in Additional Training,Classroom,19/12/2016,IT Support,Loup Ventures,29.32,,,,
Y-1050,1,Unreported,1974,No,Graduate and Beyond,Plymouth,No,Associate,10.27,06/11/2016,Removed,16/03/2017,UX,Enrolled in Additional Training,Classroom,22/09/2017,Junior Developer,Merrill Corporation,26.95,,,,
Y-1051,1,Female,1986,Yes,Bachelors,Minneapolis,No,Team Member,10.80,06/08/2016,Withdrew,06/11/2016,IT Fundamentals,Entered Employment,Online,08/04/2017,Junior Developer,Bind Benefits,28.25,,,,
Y-1052,1,Other,1969,Unreported,Some College,Brooklyn Center,No,,,10/06/2015,Removed,10/03/2016,UX,Incarcerated,Classroom,19/05/2016,Temp Developer,Upsie,30.99,,,,
Y-1053,1,Other,1989,No,HS/GED,Roseville,Yes,Supervisor,15.65,23/05/2015,Graduated,11/01/2016,UX,Institutionalized,Classroom,06/06/2016,Junior Designer,Apple,26.17,,,,
Y-1054,1,Female,1989,No,HS/GED,Roseville,Yes,Temp,15.19,23/11/2015,Withdrew,21/08/2016,UX,Incarcerated,Online,07/01/2017,Web Developer,Bite Squad,29.35,17/12/2017,Temp Developer,Upsie,28.79
Y-1055,1,Female,1966,No,HS/GED,Minneapolis,Yes,Representative,14.65,17/11/2015,Graduated,27/03/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,17/10/2016,Junior Developer,Great North Labs,28.46,,,,
Y-1056,1,Male,1984,Unreported,HS/GED,Eden Prairie,Yes,Cashier,15.19,16/12/2017,Removed,10/05/2018,UX,Enrolled in Additional Training,Online,20/03/2019,Programmer,Osborn 370,24.83,24/03/2020,Junior Engineer,Bite Squad,28.03
Y-1057,1,Female,1985,No,Associates,Eden Prairie,Yes,Manager,14.45,27/07/2016,Graduated,08/03/2017,QA,Health/Medical,Online,08/07/2017,Web Developer,Branch Messenger,30.49,,,,
Y-1058,1,Other,1962,Yes,HS/GED,Edina,No,Supervisor,14.28,12/05/2017,Graduated,12/02/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,03/04/2018,Temp Developer,Code 42,28.48,17/08/2018,Temp Designer,Bright Health,24.85
Y-1059,1,Male,1999,Unreported,Graduate and Beyond,Plymouth,No,Associate,15.60,31/12/2015,Withdrew,02/02/2016,IT Fundamentals,Enrolled in Additional Training,Online,27/03/2016,IT Support,Great North Labs,29.23,,,,
Y-1060,1,Other,1986,Yes,HS/GED,Brooklyn Center,Yes,Contractor,12.13,11/05/2015,Withdrew,23/07/2015,UX,Institutionalized,Classroom,07/11/2015,IT Support,Bite Squad,27.57,,,,
Y-1061,1,Other,1982,No,Associates,Plymouth,Yes,Associate,9.59,21/11/2017,Removed,06/02/2018,IT Fundamentals,Health/Medical,Online,03/10/2018,Temp Designer,Branch Messenger,25.26,,,,
Y-1062,1,Male,1986,Yes,Graduate and Beyond,Plymouth,No,Cashier,10.89,03/06/2015,Removed,25/10/2015,UX,Incarcerated,Online,03/08/2016,Junior Designer,Nerdery,29.72,,,,
Y-1063,1,Other,1989,No,Associates,St. Paul,No,Temp,10.30,23/03/2015,Removed,06/07/2015,QA,Institutionalized,Online,26/09/2015,Project Manager,Bind Benefits,27.28,15/03/2016,Web Developer,Google,28.82
Y-1064,1,Other,1965,Yes,Some College,Roseville,No,Support,9.39,18/09/2015,Withdrew,28/04/2016,UX,Entered Military,Classroom,23/12/2016,Project Manager,Bind Benefits,26.11,,,,
Y-1065,1,Other,2000,No,HS/GED,Brooklyn Center,Yes,Supervisor,12.82,15/09/2016,Withdrew,18/11/2016,IT Fundamentals,Entered Military,Classroom,21/11/2017,Temp Designer,Nerdery,30.71,,,,
Y-1066,1,Unreported,1999,No,Some College,Brooklyn Center,No,Temp,11.81,26/04/2015,Graduated,02/12/2015,IT Fundamentals,Health/Medical,Classroom,26/05/2016,Project Manager,Nerdery,24.77,,,,
Y-1067,1,Male,1967,No,Some College,Eden Prairie,No,Cashier,13.21,03/09/2017,Removed,02/02/2018,IT Fundamentals,Health/Medical,Classroom,12/11/2018,Designer,Branch Messenger,29.76,03/11/2019,Project Manager,Apple,29.62
Y-1068,1,Other,1994,Unreported,Some College,Edina,Yes,Manager,15.30,27/05/2016,Withdrew,11/10/2016,IT Fundamentals,Institutionalized,Classroom,01/04/2017,Temp Developer,Osborn 370,26.92,,,,
Y-1069,1,Female,1989,No,Bachelors,Robbinsdale,Yes,Associate,14.10,19/03/2016,Graduated,10/06/2016,IT Fundamentals,Entered Military,Classroom,27/12/2016,IT Support,Nerdery,29.27,,,,
Y-1070,1,Male,1985,Unreported,Graduate and Beyond,Roseville,Yes,Employee,12.82,02/08/2015,Graduated,24/11/2015,QA,Enrolled in Additional Training,Online,04/08/2016,Junior Designer,Microsoft,31.96,09/04/2017,Programmer,Foodsby,30.66
Y-1071,1,Unreported,1970,Yes,Associates,Plymouth,No,Supervisor,10.00,15/09/2017,Graduated,06/05/2018,QA,Incarcerated,Classroom,26/01/2019,Junior Engineer,Nerdery,25.72,23/09/2019,Developer,Branch Messenger,29.36
Y-1072,1,Other,1981,Yes,Graduate and Beyond,Roseville,No,Temp,10.53,16/02/2017,Withdrew,07/09/2017,IT Fundamentals,Entered Employment,Classroom,03/12/2017,Temp Designer,Bite Squad,27.14,25/01/2019,Project Manager,Great North Labs,29.96
Y-1073,1,Male,1952,Unreported,Graduate and Beyond,Edina,Yes,Contractor,14.25,18/08/2017,Graduated,27/11/2017,UX,Entered Military,Classroom,10/11/2018,Web Developer,Great North Labs,27.80,,,,
Y-1074,1,Other,1973,No,Graduate and Beyond,Eden Prairie,Yes,Contractor,9.33,26/12/2017,Removed,26/05/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,14/05/2019,Designer,Loup Ventures,27.12,,,,
Y-1075,1,Male,1995,Yes,Bachelors,St. Paul,No,Support,9.81,16/09/2017,Graduated,04/01/2018,QA,Entered Employment,Online,03/04/2018,Junior Developer,Nerdery,31.04,,,,
Y-1076,1,Other,1959,Yes,Graduate and Beyond,Brooklyn Center,Yes,Representative,12.10,05/07/2017,Withdrew,05/10/2017,UX,Institutionalized,Online,,,,,,,,
Y-1077,1,Other,1969,Yes,Associates,Brooklyn Center,No,Manager,10.20,08/06/2017,Removed,06/01/2018,QA,Health/Medical,Classroom,14/08/2018,Web Developer,Merrill Corporation,29.78,,,,
Y-1078,1,Other,1979,Yes,Graduate and Beyond,Edina,No,Associate,11.60,12/10/2015,Removed,18/07/2016,QA,Entered Military,Online,04/07/2017,Designer,Great North Labs,31.13,,,,
Y-1079,1,Female,1976,Yes,HS/GED,Roseville,No,Support,12.50,18/04/2017,Graduated,10/09/2017,QA,Institutionalized,Online,05/02/2018,Designer,Microsoft,29.87,,,,
Y-1080,1,Other,1974,No,Bachelors,Plymouth,Yes,Temp,13.32,10/06/2016,Withdrew,06/01/2017,QA,Incarcerated,Online,16/08/2017,Junior Engineer,Aftercode,28.30,28/09/2018,Project Manager,Bind Benefits,25.49
Y-1081,1,Other,1951,No,Some College,St. Paul,Yes,Support,9.63,12/03/2016,Graduated,10/08/2016,UX,Enrolled in Additional Training,Online,24/08/2017,Junior Developer,Great North Labs,24.34,,,,
Y-1082,1,Male,1998,Yes,Associates,Edina,No,Associate,9.27,05/12/2017,Removed,06/06/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,17/06/2019,Temp Designer,Bite Squad,30.94,06/09/2019,IT Support,Foodsby,30.46
Y-1083,1,Female,1989,Yes,Bachelors,Eden Prairie,No,Cashier,10.58,15/09/2015,Withdrew,02/11/2015,IT Fundamentals,Enrolled in Additional Training,Online,08/11/2016,Junior Engineer,Merrill Corporation,25.79,,,,
Y-1084,1,Male,1975,Yes,Associates,Minneapolis,No,Cashier,11.58,07/05/2016,Withdrew,09/12/2016,IT Fundamentals,Entered Employment,Online,15/04/2017,Designer,Loup Ventures,31.29,,,,
Y-1085,1,Male,1955,Unreported,Bachelors,Eden Prairie,No,Cashier,14.54,16/08/2015,Removed,14/11/2015,IT Fundamentals,Health/Medical,Classroom,04/12/2015,Designer,Microsoft,25.79,,,,
Y-1086,1,Other,1981,No,Bachelors,Roseville,Yes,Team Member,15.56,10/06/2015,Withdrew,26/02/2016,UX,Incarcerated,Online,17/03/2016,Programmer,Bite Squad,28.33,,,,
Y-1087,1,Other,1987,Yes,Associates,Eden Prairie,Yes,Cashier,9.71,30/11/2017,Removed,22/05/2018,UX,Incarcerated,Classroom,09/11/2018,Temp Developer,Branch Messenger,30.26,01/05/2019,Junior Engineer,Bright Health,24.71
Y-1088,1,Male,1961,Yes,HS/GED,Brooklyn Center,No,Representative,14.85,23/08/2016,Graduated,11/04/2017,QA,Enrolled in Additional Training,Online,06/05/2017,Project Manager,Code 42,27.49,,,,
Y-1089,1,Female,1963,Unreported,HS/GED,Minneapolis,No,Temp,12.06,14/04/2017,Graduated,12/11/2017,UX,Institutionalized,Classroom,01/09/2018,IT Support,Bite Squad,29.49,06/03/2019,Junior Designer,Code 42,27.15
Y-1090,1,Male,1960,No,Associates,Minneapolis,No,Manager,13.63,03/11/2016,Withdrew,05/01/2017,UX,Institutionalized,Classroom,04/07/2017,Web Developer,Loup Ventures,31.05,,,,
Y-1091,1,Female,1961,Unreported,Some College,Plymouth,Yes,Supervisor,13.75,30/11/2016,Graduated,19/08/2017,IT Fundamentals,Incarcerated,Online,03/10/2017,Programmer,Upsie,28.36,,,,
Y-1092,1,Unreported,1980,No,Bachelors,Brooklyn Center,No,Support,15.17,12/03/2017,Withdrew,22/07/2017,QA,Health/Medical,Online,22/02/2018,Temp Developer,Bind Benefits,30.51,,,,
Y-1093,1,Male,1959,No,Graduate and Beyond,Eden Prairie,Yes,Representative,14.43,12/03/2016,Withdrew,08/09/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,28/07/2017,Temp Designer,Osborn 370,26.24,,,,
Y-1094,1,Unreported,1993,Unreported,Some College,Edina,No,Manager,15.28,02/06/2017,Withdrew,20/03/2018,IT Fundamentals,Entered Employment,Online,21/04/2018,Junior Developer,Microsoft,27.39,,,,
Y-1095,1,Female,1998,No,Some College,Roseville,Yes,Support,11.19,27/12/2017,Withdrew,14/03/2018,QA,Incarcerated,Online,20/01/2019,Temp Designer,Bite Squad,29.30,,,,
Y-1096,1,Other,2000,Unreported,HS/GED,Minneapolis,Yes,Manager,9.86,08/10/2015,Graduated,28/06/2016,UX,Entered Military,Online,28/07/2017,Developer,Osborn 370,29.89,,,,
Y-1097,1,Unreported,1969,Yes,Graduate and Beyond,Roseville,Yes,Cashier,13.04,06/05/2017,Graduated,22/11/2017,QA,Entered Employment,Classroom,07/01/2018,Developer,Google,30.73,11/12/2018,Junior Engineer,Aftercode,26.84
Y-1098,1,Female,1997,No,Bachelors,Brooklyn Center,No,Cashier,14.14,20/03/2016,Withdrew,06/12/2016,IT Fundamentals,Incarcerated,Classroom,13/05/2017,Programmer,Osborn 370,26.81,,,,
Y-1099,1,Unreported,1972,Yes,Associates,Eden Prairie,Yes,Representative,12.17,28/02/2015,Graduated,21/05/2015,IT Fundamentals,Enrolled in Additional Training,Online,28/01/2016,Web Developer,Branch Messenger,30.51,,,,
Y-1100,1,Male,1992,No,Bachelors,Plymouth,No,Representative,12.30,02/06/2016,Withdrew,03/08/2016,QA,Entered Employment,Classroom,08/12/2016,Junior Developer,Apple,28.37,,,,
