person_id, gender, year_of_birth, person_of_color, education_level, city_of_residence, scholarship_recipient, previous_job_experience, pre_training_wage, training_start_date, training_status, training_end_date, training_type, exit_status, classroom_or_online, job_placement_date, hiring_job_title, hiring_company, starting_wage, second_job_title, second_job_company, second_starting_wage
M-1044, Male, 1953, yes, HS/GED, Plymouth, true, Team Member, 12.53, 03/05/2017, Withdrew, 05/07/2017, QA, Entered Military, Classroom, 08/07/2018, Programmer, Microsoft, 25.82, , ,
M-1045, Female, 1982, yes, Bachelors, Plymouth, true, Associate, 14.52, 19/03/2016, Withdrew, 16/09/2016, QA, Enrolled in Additional Training, Online, 04/09/2017, Temp Developer, Bright Health, 30.10, , ,
M-1046, Unreported, 1996, unreported, Some College, Brooklyn Center, true, Associate, 13.74, 21/11/2017, Removed, 14/01/2018, QA, Entered Employment, Online, 12/07/2018, Designer, Bite Squad, 26.74, , ,
M-1047, Other, 1956, unreported, Some College, Brooklyn Center, false, Employee, 14.21, 10/07/2015, Graduated, 14/02/2016, UX, Entered Military, Online, 20/02/2017, Junior Developer, Branch Messenger, 26.23, , ,
M-1048, Female, 1984, unreported, Bachelors, Brooklyn Center, true, Temp, 14.29, 10/09/2016, Removed, 13/05/2017, QA, Incarcerated, Classroom, 18/01/2018, Programmer, Aftercode, 27.52, IT Support, Aftercode, 26.28
M-1049, Unreported, 1981, no, HS/GED, St. Paul, true, Team Member, 15.20, 16/04/2015, Withdrew, 27/08/2015, IT Fundamentals, Institutionalized, Classroom, 07/11/2015, Junior Developer, Loup Ventures, 30.00, , ,
M-1050, Unreported, 1964, unreported, Graduate and Beyond, Minneapolis, false, Team Member, 14.55, 28/04/2017, Withdrew, 20/09/2017, IT Fundamentals, Institutionalized, Classroom, , , , , , ,
M-1051, Unreported, 1977, unreported, HS/GED, Brooklyn Center, false, Associate, 12.01, 09/06/2017, Graduated, 24/01/2018, QA, Enrolled in Additional Training, Online, 20/08/2018, Project Manager, Branch Messenger, 25.45, Programmer, Code 42, 27.90
M-1052, Other, 1952, yes, Some College, Edina, true, , 10.76, 21/12/2017, Graduated, 19/05/2018, IT Fundamentals, Entered Employment, Online, 07/02/2019, Temp Designer, Great North Labs, 30.05, , ,
M-1053, Other, 1961, unreported, Graduate and Beyond, Brooklyn Center, false, Cashier, 12.02, 24/09/2017, Graduated, 03/03/2018, UX, Incarcerated, Classroom, 02/03/2019, Temp Developer, Bite Squad, 27.95, , ,
M-1054, Unreported, 1962, yes, Associates, Edina, false, , 14.12, 28/07/2015, Withdrew, 27/10/2015, UX, Entered Employment, Classroom, 13/01/2016, IT Support, Merrill Corporation, 25.65, , ,
M-1055, Unreported, 1970, unreported, Some College, Edina, true, Manager, 15.17, 17/12/2015, Graduated, 23/06/2016, UX, Enrolled in Additional Training, Online, 01/11/2016, Project Manager, Bright Health, 24.04, , ,
M-1056, Other, 1999, unreported, HS/GED, Roseville, true, Support, 14.03, 04/08/2015, Withdrew, 14/03/2016, IT Fundamentals, Entered Employment, Classroom, 23/08/2016, Web Developer, Osborn 370, 24.22, , ,
M-1057, Unreported, 1989, unreported, HS/GED, Plymouth, true, Representative, 13.12, 05/09/2017, In Training, , IT Fundamentals, , Online, , , , , , ,
M-1058, Unreported, 1995, no, Bachelors, Edina, true, Team Member, 13.76, 26/12/2017, Graduated, 18/08/2018, UX, Incarcerated, Online, 19/12/2018, Temp Developer, Bright Health, 26.42, , ,
M-1059, Other, 1953, yes, Graduate and Beyond, Robbinsdale, true, Representative, 13.34, 18/09/2015, Withdrew, 02/04/2016, QA, Incarcerated, Online, 06/11/2016, Junior Engineer, Bind Benefits, 29.29, , ,
M-1060, Male, 1979, yes, Bachelors, Eden Prairie, false, Temp, 11.43, 30/09/2017, Graduated, 27/01/2018, IT Fundamentals, Institutionalized, Online, 28/04/2018, Temp Developer, Apple, 24.80, , ,
M-1061, Female, 1966, no, HS/GED, Roseville, true, , 11.07, 05/04/2016, Withdrew, 01/06/2016, QA, Enrolled in Additional Training, Online, 03/02/2017, Junior Engineer, Microsoft, 24.40, , ,
M-1062, Other, 1991, yes, Associates, Roseville, false, Representative, 10.47, 06/08/2017, Withdrew, 24/12/2017, QA, Entered Employment, Online, 17/02/2018, Project Manager, Loup Ventures, 28.00, IT Support, Upsie, 31.24
M-1063, Female, 1965, no, Associates, Robbinsdale, true, Employee, 9.80, 08/10/2015, Removed, 28/12/2015, QA, Enrolled in Additional Training, Online, 20/10/2016, Junior Developer, Branch Messenger, 25.38, , ,
M-1064, Male, 1976, unreported, Some College, Minneapolis, false, Manager, 10.02, 25/12/2017, Graduated, 13/04/2018, QA, Health/Medical, Classroom, 12/03/2019, Developer, Upsie, 26.27, Temp Designer, Apple, 25.17
M-1065, Unreported, 1982, yes, Associates, Plymouth, true, Supervisor, 13.46, 12/03/2016, Graduated, 22/08/2016, IT Fundamentals, Entered Employment, Classroom, 07/11/2016, Junior Engineer, Apple, 26.45, , ,
M-1066, Other, 1960, unreported, Bachelors, Minneapolis, false, Team Member, 9.87, 10/11/2015, Withdrew, 03/02/2016, UX, Entered Military, Online, 23/03/2016, Junior Designer, Merrill Corporation, 30.76, , ,
M-1067, Female, 1955, unreported, Associates, Eden Prairie, false, Temp, 12.85, 19/01/2015, Removed, 28/05/2015, IT Fundamentals, Enrolled in Additional Training, Classroom, 08/02/2016, Programmer, Foodsby, 24.89, , ,
M-1068, Unreported, 1970, yes, Associates, St. Paul, false, Contractor, 9.41, 23/06/2016, Withdrew, 08/02/2017, QA, Incarcerated, Classroom, 19/08/2017, Junior Engineer, Foodsby, 25.07, , ,
M-1069, Male, 1987, unreported, HS/GED, St. Paul, false, Employee, 10.26, 02/02/2016, Withdrew, 20/10/2016, QA, Entered Military, Classroom, 06/06/2017, Designer, Loup Ventures, 29.93, , ,
M-1070, Female, 1983, no, Bachelors, Edina, true, Representative, 11.80, 14/01/2016, Removed, 12/03/2016, UX, Entered Employment, Classroom, 23/09/2016, Developer, Branch Messenger, 26.93, , ,
M-1071, Male, 1959, unreported, HS/GED, Roseville, false, , 13.58, 30/03/2017, Graduated, 04/08/2017, UX, Institutionalized, Online, , , , , , ,
M-1072, Female, 1959, no, Graduate and Beyond, Roseville, false, Associate, 10.07, 25/07/2016, Graduated, 09/10/2016, QA, Entered Military, Classroom, 27/02/2017, Programmer, Bright Health, 28.22, , ,
M-1073, Male, 1979, no, Bachelors, Minneapolis, false, Temp, 12.17, 28/10/2017, Withdrew, 19/12/2017, UX, Enrolled in Additional Training, Classroom, 05/01/2018, IT Support, Bind Benefits, 31.35, , ,
M-1074, Unreported, 1953, yes, HS/GED, Brooklyn Center, false, , 14.10, 30/05/2017, Graduated, 19/10/2017, UX, Institutionalized, Classroom, 01/07/2018, Web Developer, Aftercode, 28.39, IT Support, Great North Labs, 31.88
M-1075, Male, 1967, no, Associates, St. Paul, true, Temp, 11.85, 01/01/2015, Withdrew, 17/08/2015, QA, Entered Military, Online, 26/03/2016, Developer, Loup Ventures, 28.07, , ,
M-1076, Female, 1964, yes, Associates, Robbinsdale, true, Temp, 13.32, 21/06/2016, Removed, 15/11/2016, IT Fundamentals, Enrolled in Additional Training, Classroom, 09/11/2017, Developer, Apple, 27.16, , ,
M-1077, Male, 1973, unreported, Some College, St. Paul, false, Manager, 10.94, 19/03/2016, Withdrew, 10/10/2016, UX, Entered Military, Online, 11/11/2016, Junior Designer, Aftercode, 26.45, , ,
M-1078, Unreported, 1954, no, Some College, Plymouth, true, Team Member, 9.45, 05/01/2016, Withdrew, 13/09/2016, IT Fundamentals, Health/Medical, Online, 18/12/2016, Junior Developer, Apple, 25.52, , ,
M-1079, Female, 1980, no, HS/GED, Plymouth, true, Manager, 11.34, 07/04/2017, Removed, 12/07/2017, UX, Enrolled in Additional Training, Online, 13/01/2018, IT Support, Loup Ventures, 29.09, Web Developer, Apple, 29.94
M-1080, Female, 1954, no, Associates, Roseville, true, Supervisor, 9.34, 17/10/2016, Withdrew, 10/02/2017, UX, Entered Employment, Classroom, 13/04/2017, Developer, Foodsby, 27.61, , ,
M-1081, Unreported, 1994, no, Associates, Edina, false, Manager, 10.99, 23/11/2015, Graduated, 22/05/2016, IT Fundamentals, Health/Medical, Online, 01/11/2016, Junior Engineer, Code 42, 26.78, , ,
M-1082, Female, 1977, yes, Graduate and Beyond, St. Paul, true, Manager, 9.36, 05/08/2017, Removed, 21/05/2018, QA, Entered Military, Online, , , , , , ,
M-1083, Other, 1992, yes, Graduate and Beyond, Edina, false, Temp, 13.22, 24/08/2017, Withdrew, 18/12/2017, UX, Health/Medical, Online, 14/11/2018, Designer, Google, 26.91, , ,
M-1084, Female, 1994, no, Graduate and Beyond, Minneapolis, false, Representative, 12.93, 01/11/2017, Graduated, 14/06/2018, UX, Entered Military, Online, 10/06/2019, Junior Designer, Foodsby, 30.60, , ,
M-1085, Female, 1975, yes, Associates, St. Paul, true, Supervisor, 10.65, 06/12/2017, Removed, 26/05/2018, IT Fundamentals, Institutionalized, Online, 09/01/2019, Designer, Foodsby, 28.67, Designer, Microsoft, 29.56
M-1086, Male, 1973, no, Associates, Minneapolis, true, Associate, 13.12, 28/04/2015, Withdrew, 23/07/2015, QA, Entered Military, Classroom, 05/12/2015, IT Support, Branch Messenger, 26.30, , ,
M-1087, Unreported, 1962, yes, Some College, St. Paul, false, , 9.27, 14/12/2017, Graduated, 08/05/2018, UX, Institutionalized, Classroom, 16/09/2018, Temp Developer, Nerdery, 26.29, Designer, Osborn 370, 31.40
M-1088, Other, 1960, unreported, HS/GED, Minneapolis, false, , 11.88, 30/05/2015, Removed, 17/02/2016, QA, Entered Military, Classroom, 14/09/2016, Junior Designer, Nerdery, 26.57, , ,
M-1089, Other, 1985, no, HS/GED, Roseville, true, Associate, 10.15, 28/01/2017, Withdrew, 13/10/2017, QA, Health/Medical, Online, 23/05/2018, Programmer, Upsie, 28.40, Temp Developer, Foodsby, 27.06
M-1090, Unreported, 1987, no, HS/GED, Robbinsdale, false, Supervisor, 15.91, 16/03/2017, Withdrew, 23/08/2017, UX, Health/Medical, Classroom, 23/04/2018, Junior Developer, Bright Health, 26.27, , ,
M-1091, Other, 1961, unreported, HS/GED, Eden Prairie, true, Contractor, 13.70, 20/01/2017, Graduated, 13/06/2017, QA, Health/Medical, Classroom, 15/03/2018, Web Developer, Bind Benefits, 29.02, , ,
M-1092, Other, 1973, no, Graduate and Beyond, Minneapolis, true, Temp, 11.18, 24/09/2015, Removed, 01/01/2016, QA, Entered Employment, Online, 17/02/2016, Web Developer, Great North Labs, 30.49, , ,
M-1093, Female, 2000, unreported, Graduate and Beyond, Edina, false, Employee, 15.62, 11/04/2016, Withdrew, 19/11/2016, IT Fundamentals, Entered Employment, Classroom, 23/07/2017, Junior Developer, Osborn 370, 29.97, Developer, Upsie, 28.47
M-1094, Male, 1964, no, Bachelors, Roseville, true, Associate, 12.73, 17/10/2017, Graduated, 06/06/2018, IT Fundamentals, Enrolled in Additional Training, Online, , , , , , ,
M-1095, Female, 1983, no, Bachelors, Edina, true, Representative, 11.96, 30/10/2017, Withdrew, 12/03/2018, IT Fundamentals, Incarcerated, Online, 14/10/2018, Junior Engineer, Nerdery, 28.09, , ,
M-1096, Unreported, 1993, unreported, Associates, Minneapolis, false, , 11.92, 09/08/2016, Graduated, 18/05/2017, UX, Entered Employment, Classroom, 15/11/2017, Designer, Code 42, 27.24, Developer, Loup Ventures, 31.11
M-1097, Other, 1950, unreported, HS/GED, Plymouth, false, Contractor, 9.72, 09/05/2015, Removed, 27/10/2015, IT Fundamentals, Institutionalized, Classroom, 10/02/2016, Junior Designer, Aftercode, 29.42, , ,
M-1098, Unreported, 1978, no, Graduate and Beyond, Brooklyn Center, false, Temp, 13.56, 28/12/2016, Removed, 09/04/2017, IT Fundamentals, Entered Employment, Online, 04/08/2017, Developer, Bright Health, 31.11, , ,
M-1099, Male, 1989, yes, Some College, Edina, false, Contractor, 9.43, 25/06/2016, Withdrew, 03/02/2017, IT Fundamentals, Entered Employment, Classroom, 06/10/2017, Project Manager, Great North Labs, 26.25, , ,
M-1100, Other, 1991, no, HS/GED, Eden Prairie, false, , 9.98, 18/05/2015, Graduated, 02/12/2015, QA, Incarcerated, Online, 17/08/2016, Junior Designer, Great North Labs, 28.51, , ,
