person_id,partner_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
M-1020,6,Female,1986,Yes,Some College,Robbinsdale,No,Temp,12.12,13/06/2017,Withdrew,10/01/2018,QA,Entered Employment,Classroom,15/08/2018,Junior Developer,Loup Ventures,29.64,,,,
M-1021,6,Unreported,2000,Unreported,Bachelors,Brooklyn Center,Yes,Cashier,9.11,18/01/2017,Withdrew,18/09/2017,IT Fundamentals,Health/Medical,Classroom,09/08/2018,Developer,Osborn 370,26.92,,,,
M-1022,6,Other,1970,Yes,Bachelors,Edina,No,Cashier,15.28,06/08/2017,Graduated,25/01/2018,QA,Incarcerated,Classroom,10/09/2018,Temp Developer,Foodsby,31.61,,,,
M-1023,6,Other,1972,Unreported,Graduate and Beyond,Minneapolis,Yes,Manager,14.79,02/03/2017,Withdrew,05/06/2017,UX,Incarcerated,Online,11/04/2018,Junior Developer,Osborn 370,31.63,19/06/2018,Temp Designer,Aftercode,29.06
M-1024,6,Male,1961,Unreported,Some College,Robbinsdale,Yes,Representative,12.02,11/08/2015,Withdrew,10/10/2015,QA,Institutionalized,Online,10/04/2016,Programmer,Merrill Corporation,30.28,,,,
M-1025,6,Female,1995,Unreported,Bachelors,Edina,Yes,Manager,15.15,28/02/2015,Graduated,07/11/2015,IT Fundamentals,Entered Employment,Classroom,21/11/2016,Designer,Apple,26.52,,,,
M-1026,6,Unreported,1977,Yes,Graduate and Beyond,Plymouth,No,Support,15.97,02/02/2015,Graduated,14/11/2015,UX,Health/Medical,Online,20/05/2016,Junior Developer,Google,31.77,,,,
M-1027,6,Female,1983,Yes,Associates,Edina,Yes,Team Member,15.59,02/01/2016,Graduated,12/05/2016,QA,Health/Medical,Classroom,25/03/2017,Developer,Bind Benefits,28.89,,,,
M-1028,6,Unreported,1983,No,Graduate and Beyond,Brooklyn Center,No,Cashier,9.98,30/12/2016,Removed,24/06/2017,UX,Health/Medical,Classroom,17/10/2017,Temp Designer,Branch Messenger,29.90,,,,
M-1029,6,Other,1987,No,Bachelors,Edina,No,Representative,13.05,19/02/2015,Graduated,06/07/2015,UX,Health/Medical,Classroom,15/05/2016,Designer,Microsoft,24.64,,,,
M-1030,6,Other,1988,No,Some College,Plymouth,No,Contractor,13.38,23/04/2017,Withdrew,04/10/2017,IT Fundamentals,Health/Medical,Online,04/07/2018,Junior Developer,Branch Messenger,25.19,22/11/2018,Temp Developer,Aftercode,29.86
M-1031,6,Male,1993,Yes,Graduate and Beyond,Brooklyn Center,No,Temp,9.38,02/08/2016,Withdrew,01/01/2017,IT Fundamentals,Entered Employment,Online,04/02/2017,Project Manager,Apple,25.94,,,,
M-1032,6,Female,1988,Unreported,Graduate and Beyond,Brooklyn Center,Yes,Support,12.81,24/02/2015,Graduated,09/06/2015,IT Fundamentals,Institutionalized,Classroom,15/03/2016,Junior Developer,Foodsby,25.82,,,,
M-1033,6,Unreported,1987,No,Graduate and Beyond,Brooklyn Center,No,Manager,13.60,30/07/2016,Withdrew,11/11/2016,IT Fundamentals,Entered Employment,Online,04/05/2017,Programmer,Bright Health,28.36,,,,
M-1034,6,Male,1952,Yes,Some College,Minneapolis,No,Representative,12.32,22/12/2015,Graduated,11/03/2016,IT Fundamentals,Incarcerated,Online,09/07/2016,Project Manager,Loup Ventures,26.99,,,,
M-1035,6,Male,1967,Unreported,Graduate and Beyond,Plymouth,Yes,Associate,9.29,24/05/2016,Withdrew,12/10/2016,UX,Institutionalized,Online,07/12/2016,Junior Designer,Upsie,29.82,,,,
M-1036,6,Other,1977,Yes,Some College,Brooklyn Center,Yes,Supervisor,11.18,06/01/2016,Graduated,15/06/2016,UX,Entered Employment,Classroom,11/05/2017,IT Support,Osborn 370,27.03,,,,
M-1037,6,Female,1979,Yes,Some College,Minneapolis,No,Representative,10.72,16/05/2017,Withdrew,01/02/2018,UX,Entered Military,Classroom,22/03/2018,Developer,Great North Labs,24.44,,,,
M-1038,6,Unreported,1961,Yes,Bachelors,Brooklyn Center,Yes,Team Member,14.84,05/12/2017,Removed,11/09/2018,QA,Institutionalized,Classroom,03/11/2018,Developer,Bite Squad,28.70,,,,
M-1039,6,Unreported,1990,Yes,HS/GED,Plymouth,No,Manager,12.56,08/05/2017,Removed,24/12/2017,UX,Institutionalized,Classroom,,,,,,,,
M-1040,6,Female,1994,Unreported,HS/GED,St. Paul,No,Support,13.11,16/08/2016,Graduated,09/11/2016,IT Fundamentals,Entered Military,Online,03/01/2017,Programmer,Nerdery,29.89,,,,
M-1041,6,Male,1956,No,Graduate and Beyond,Robbinsdale,Yes,Support,12.86,16/10/2017,Removed,06/04/2018,UX,Entered Employment,Online,26/03/2019,Junior Developer,Bite Squad,25.24,,,,
M-1042,6,Female,1950,Unreported,Some College,Brooklyn Center,Yes,Contractor,14.88,18/05/2016,Removed,26/08/2016,QA,Entered Military,Online,28/01/2017,Web Developer,Upsie,30.26,24/12/2017,Project Manager,Osborn 370,29.75
M-1043,6,Other,1972,Unreported,Some College,Minneapolis,Yes,Team Member,9.08,11/02/2015,Graduated,08/06/2015,IT Fundamentals,Health/Medical,Online,16/06/2016,Developer,Aftercode,28.44,,,,
M-1044,6,Male,1992,Unreported,HS/GED,Brooklyn Center,No,Manager,12.06,02/11/2015,Removed,08/02/2016,UX,Health/Medical,Classroom,22/02/2017,Temp Developer,Bind Benefits,29.87,,,,
M-1045,6,Unreported,1990,Unreported,Associates,Plymouth,No,,,06/11/2017,In Training,,QA,,Classroom,,,,,,,,
M-1046,6,Female,1953,No,Some College,Edina,Yes,Cashier,15.15,15/05/2016,Removed,12/09/2016,QA,Health/Medical,Online,05/03/2017,Temp Developer,Upsie,31.67,,,,
M-1047,6,Female,1953,Unreported,Associates,Minneapolis,Yes,Contractor,9.60,11/12/2017,Removed,03/08/2018,IT Fundamentals,Incarcerated,Online,11/03/2019,IT Support,Code 42,30.19,,,,
M-1048,6,Other,1990,Unreported,Some College,Robbinsdale,Yes,Associate,12.68,16/07/2017,Withdrew,24/10/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,28/01/2018,Developer,Nerdery,28.74,26/07/2018,Web Developer,Merrill Corporation,31.95
M-1049,6,Male,1950,Unreported,Associates,Edina,No,Supervisor,15.77,04/07/2016,Withdrew,25/11/2016,UX,Health/Medical,Classroom,22/03/2017,Junior Engineer,Nerdery,26.45,,,,
M-1050,6,Other,1995,Unreported,Graduate and Beyond,Brooklyn Center,Yes,Support,13.89,09/03/2015,Withdrew,20/09/2015,IT Fundamentals,Enrolled in Additional Training,Online,13/09/2016,Designer,Apple,26.51,,,,
M-1051,6,Unreported,1992,Unreported,Graduate and Beyond,Edina,No,,,31/07/2016,Graduated,03/11/2016,IT Fundamentals,Entered Military,Online,08/06/2017,Web Developer,Upsie,28.93,,,,
M-1052,6,Other,1984,No,Associates,Minneapolis,Yes,Manager,15.13,14/09/2015,Removed,12/05/2016,QA,Entered Employment,Classroom,25/06/2016,Web Developer,Merrill Corporation,27.11,,,,
M-1053,6,Other,1976,Yes,Bachelors,St. Paul,No,Employee,12.22,18/03/2017,Withdrew,28/10/2017,IT Fundamentals,Incarcerated,Online,21/03/2018,Programmer,Bind Benefits,27.93,07/09/2018,Temp Developer,Osborn 370,25.92
M-1054,6,Female,1986,No,HS/GED,Minneapolis,Yes,Associate,11.44,07/07/2016,Graduated,09/12/2016,UX,Entered Employment,Online,20/04/2017,Junior Designer,Bite Squad,29.28,,,,
M-1055,6,Unreported,1990,Yes,Bachelors,Brooklyn Center,No,Representative,13.50,20/02/2016,Withdrew,24/11/2016,UX,Health/Medical,Online,12/06/2017,Project Manager,Code 42,29.39,,,,
M-1056,6,Female,1966,Unreported,Bachelors,Plymouth,No,Supervisor,10.92,02/01/2017,Withdrew,17/08/2017,UX,Entered Military,Classroom,10/12/2017,IT Support,Great North Labs,24.82,,,,
M-1057,6,Other,1997,Unreported,Associates,Minneapolis,No,Contractor,9.53,07/01/2015,Graduated,19/10/2015,QA,Incarcerated,Classroom,20/09/2016,Temp Developer,Osborn 370,31.50,,,,
M-1058,6,Female,1986,Unreported,Graduate and Beyond,Roseville,No,Associate,11.77,24/07/2015,Removed,02/10/2015,IT Fundamentals,Incarcerated,Online,03/01/2016,Temp Designer,Bind Benefits,30.61,,,,
M-1059,6,Unreported,1959,Yes,Bachelors,Brooklyn Center,No,Contractor,15.06,16/05/2017,Withdrew,10/09/2017,QA,Incarcerated,Online,13/05/2018,Temp Designer,Loup Ventures,31.56,,,,
M-1060,6,Female,1995,No,Associates,Eden Prairie,No,Temp,15.21,08/02/2016,Withdrew,13/04/2016,QA,Enrolled in Additional Training,Classroom,07/05/2016,Temp Developer,Upsie,27.12,,,,
M-1061,6,Male,1968,Yes,Associates,Brooklyn Center,Yes,Supervisor,11.41,08/09/2016,Removed,16/06/2017,QA,Health/Medical,Online,23/12/2017,Junior Designer,Bite Squad,30.94,,,,
M-1062,6,Male,2001,No,Associates,Plymouth,No,Contractor,12.88,08/04/2016,Removed,23/06/2016,IT Fundamentals,Health/Medical,Classroom,17/09/2016,Developer,Apple,28.68,,,,
M-1063,6,Female,1954,Yes,Bachelors,Edina,No,Team Member,9.93,02/01/2017,Withdrew,17/03/2017,QA,Enrolled in Additional Training,Classroom,05/03/2018,Temp Developer,Apple,30.62,,,,
M-1064,6,Unreported,1981,Yes,HS/GED,St. Paul,Yes,Temp,11.45,16/10/2015,Graduated,16/03/2016,IT Fundamentals,Entered Employment,Online,26/04/2017,Junior Engineer,Foodsby,26.56,,,,
M-1065,6,Unreported,1951,Yes,Some College,Edina,Yes,,,28/12/2017,Removed,15/02/2018,QA,Institutionalized,Classroom,16/12/2018,IT Support,Bite Squad,28.56,01/01/2019,Designer,Nerdery,26.86
M-1066,6,Other,1951,Unreported,Associates,Robbinsdale,No,Supervisor,14.85,15/04/2016,Withdrew,15/06/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,27/08/2016,Project Manager,Bite Squad,25.70,,,,
M-1067,6,Female,1990,Unreported,Associates,Minneapolis,No,Representative,10.37,14/05/2017,Withdrew,19/09/2017,UX,Incarcerated,Classroom,06/03/2018,Web Developer,Nerdery,29.44,,,,
M-1068,6,Female,1987,No,Associates,Minneapolis,Yes,Employee,13.98,13/03/2016,Withdrew,18/08/2016,QA,Entered Employment,Classroom,27/05/2017,Programmer,Osborn 370,31.75,,,,
M-1069,6,Female,1966,Yes,Some College,Plymouth,No,Manager,12.18,11/03/2016,Removed,24/08/2016,QA,Incarcerated,Classroom,13/06/2017,Project Manager,Loup Ventures,31.36,,,,
M-1070,6,Unreported,1981,Yes,Some College,St. Paul,Yes,Manager,15.43,19/02/2015,Removed,17/11/2015,QA,Institutionalized,Online,23/03/2016,Junior Designer,Osborn 370,29.68,,,,
M-1071,6,Unreported,1996,No,Bachelors,St. Paul,No,Representative,10.19,16/09/2017,Graduated,17/06/2018,IT Fundamentals,Incarcerated,Classroom,09/04/2019,Temp Developer,Code 42,25.93,,,,
M-1072,6,Unreported,1964,No,Bachelors,St. Paul,Yes,Contractor,12.87,27/02/2017,Withdrew,26/08/2017,UX,Entered Employment,Online,08/02/2018,IT Support,Apple,24.26,,,,
M-1073,6,Female,1992,No,Bachelors,Plymouth,Yes,,,30/08/2016,Withdrew,16/01/2017,IT Fundamentals,Health/Medical,Online,02/08/2017,Temp Designer,Google,30.18,,,,
M-1074,6,Other,1967,No,HS/GED,Edina,Yes,Employee,10.76,10/09/2017,In Training,,UX,,Classroom,,,,,,,,
M-1075,6,Male,1975,Yes,Some College,Brooklyn Center,No,,,03/07/2016,Withdrew,11/01/2017,IT Fundamentals,Incarcerated,Classroom,16/10/2017,Temp Developer,Great North Labs,28.37,,,,
M-1076,6,Other,1999,No,Bachelors,Roseville,Yes,Cashier,13.47,02/12/2016,Graduated,23/04/2017,QA,Enrolled in Additional Training,Classroom,02/05/2017,Designer,Nerdery,26.48,,,,
M-1077,6,Unreported,1971,Unreported,HS/GED,Roseville,No,Supervisor,13.56,30/04/2016,Graduated,21/06/2016,IT Fundamentals,Incarcerated,Classroom,19/03/2017,Temp Designer,Merrill Corporation,27.79,,,,
M-1078,6,Unreported,1968,Unreported,Associates,Plymouth,No,Manager,12.44,30/05/2015,Removed,27/07/2015,QA,Entered Employment,Classroom,28/07/2016,Temp Developer,Bind Benefits,30.37,,,,
M-1079,6,Male,1992,Yes,Graduate and Beyond,St. Paul,Yes,Temp,15.32,19/11/2017,Withdrew,19/01/2018,QA,Entered Military,Classroom,08/05/2018,Junior Designer,Merrill Corporation,27.66,,,,
M-1080,6,Male,2000,Yes,HS/GED,Eden Prairie,Yes,Contractor,11.05,11/06/2015,Graduated,06/09/2015,IT Fundamentals,Incarcerated,Classroom,28/01/2016,Project Manager,Merrill Corporation,25.75,23/01/2017,Temp Designer,Aftercode,29.41
M-1081,6,Male,1970,Yes,Associates,Edina,Yes,Temp,13.40,10/11/2017,Withdrew,13/08/2018,UX,Institutionalized,Classroom,13/02/2019,Designer,Osborn 370,29.59,,,,
M-1082,6,Male,1980,Yes,Bachelors,Robbinsdale,Yes,Support,11.90,31/03/2017,Graduated,08/05/2017,QA,Entered Employment,Classroom,03/08/2017,Programmer,Upsie,31.32,,,,
M-1083,6,Female,1984,Yes,Graduate and Beyond,Brooklyn Center,No,Manager,10.76,09/06/2015,Removed,20/11/2015,IT Fundamentals,Institutionalized,Classroom,24/08/2016,Temp Developer,Apple,31.06,,,,
M-1084,6,Unreported,1959,Unreported,HS/GED,Robbinsdale,Yes,Support,14.45,04/10/2017,Removed,08/12/2017,QA,Enrolled in Additional Training,Online,04/03/2018,Developer,Foodsby,24.82,,,,
M-1085,6,Female,1966,No,Associates,Minneapolis,Yes,Supervisor,14.13,10/06/2015,Removed,18/11/2015,UX,Incarcerated,Classroom,25/09/2016,IT Support,Great North Labs,30.44,,,,
M-1086,6,Female,1966,No,HS/GED,Brooklyn Center,No,Representative,11.83,15/08/2016,Removed,12/03/2017,IT Fundamentals,Incarcerated,Classroom,24/06/2017,Project Manager,Osborn 370,26.70,23/02/2018,Project Manager,Apple,30.26
M-1087,6,Unreported,1968,Yes,Bachelors,Edina,No,Support,12.13,10/07/2016,Withdrew,09/12/2016,IT Fundamentals,Entered Employment,Classroom,19/10/2017,Junior Developer,Loup Ventures,31.22,23/09/2018,Junior Developer,Aftercode,26.64
M-1088,6,Unreported,1962,Unreported,Some College,Eden Prairie,No,Employee,10.51,10/12/2016,Removed,01/03/2017,QA,Entered Employment,Classroom,19/05/2017,Designer,Bright Health,28.85,,,,
M-1089,6,Other,1958,Unreported,Bachelors,Eden Prairie,No,,,03/04/2017,Withdrew,24/07/2017,UX,Incarcerated,Classroom,24/03/2018,Temp Developer,Bright Health,30.20,,,,
M-1090,6,Other,1971,Unreported,Bachelors,Robbinsdale,Yes,Temp,11.05,01/01/2015,Withdrew,17/05/2015,QA,Incarcerated,Classroom,23/02/2016,Web Developer,Aftercode,30.80,,,,
M-1091,6,Other,1985,Unreported,Some College,St. Paul,No,Representative,15.88,06/02/2017,Graduated,22/08/2017,QA,Entered Employment,Classroom,01/06/2018,Developer,Bite Squad,26.16,,,,
M-1092,6,Male,1997,Yes,Bachelors,Edina,Yes,Team Member,9.76,09/01/2017,Removed,17/10/2017,QA,Entered Military,Online,18/09/2018,Project Manager,Aftercode,24.70,,,,
M-1093,6,Other,1952,No,Some College,Plymouth,No,Employee,14.78,16/08/2017,Removed,28/11/2017,IT Fundamentals,Health/Medical,Classroom,11/06/2018,Temp Designer,Osborn 370,28.73,,,,
M-1094,6,Male,1955,Unreported,Bachelors,Minneapolis,Yes,Team Member,10.86,04/06/2015,Graduated,28/03/2016,UX,Entered Military,Online,09/06/2016,Developer,Osborn 370,30.07,,,,
M-1095,6,Female,1983,Unreported,Graduate and Beyond,Edina,Yes,Temp,14.73,11/11/2017,Graduated,05/06/2018,IT Fundamentals,Enrolled in Additional Training,Online,10/08/2018,Temp Developer,Loup Ventures,26.32,,,,
M-1096,6,Unreported,1987,No,Bachelors,St. Paul,Yes,Team Member,15.32,01/02/2015,Graduated,28/06/2015,UX,Institutionalized,Online,15/01/2016,IT Support,Bright Health,30.77,,,,
M-1097,6,Female,1969,No,Some College,Plymouth,Yes,Team Member,15.47,28/03/2015,Graduated,14/12/2015,IT Fundamentals,Entered Employment,Classroom,24/12/2016,Junior Engineer,Osborn 370,28.24,,,,
M-1098,6,Other,1954,Unreported,Graduate and Beyond,Plymouth,Yes,Associate,10.55,15/08/2016,Graduated,13/02/2017,UX,Enrolled in Additional Training,Online,24/02/2018,Temp Developer,Google,28.14,,,,
M-1099,6,Male,1981,Unreported,Some College,Roseville,No,Associate,12.20,03/06/2015,Removed,20/12/2015,UX,Entered Employment,Classroom,04/04/2016,Developer,Microsoft,27.01,,,,
M-1100,6,Unreported,1979,Yes,HS/GED,St. Paul,No,Contractor,9.18,28/07/2015,Removed,16/03/2016,UX,Institutionalized,Online,10/11/2016,IT Support,Great North Labs,26.67,,,,
