Person ID,Partner ID,Gender,Birth Year,Person of Color,Education Level,City of Residence,MSP TechHire Scholarship,Previous Job Title,Pre-training Wage (hourly),Entered Training Date,Training Status,Exit Training Date,Training Type,Classroom or Online,Exit Status,Job Placement Date,Hiring Company,Hiring Job Title,Wage at Initial Hire (hourly),2nd Job Placement Date,2nd Job Company,2nd Job Title,2nd Hire Wage
J-261,5,Female,2001,Unreported,Bachelors,Robbinsdale,No,Employee,10.37,09/03/2015,Graduated,12/07/2015,QA,Classroom,Institutionalized,07/03/2016,Nerdery,Junior Engineer,24.79,,,,
J-264,5,Female,1987,Yes,Associates,Eden Prairie,Yes,Support,11.11,10/02/2017,Removed,18/11/2017,UX,Online,Entered Employment,14/07/2018,Google,Junior Developer,27.19,05/12/2018,Upsie,Project Manager,28.83
J-274,5,Female,1975,No,Some College,Minneapolis,No,Associate,14.09,26/05/2016,Withdrew,19/01/2017,UX,Classroom,Entered Employment,02/08/2017,Great North Labs,Junior Developer,24.64,,,,
J-275,5,Male,1980,No,HS/GED,Brooklyn Center,Yes,Temp,9.08,05/12/2015,Graduated,01/08/2016,IT Fundamentals,Online,Enrolled in Additional Training,25/02/2017,Osborn 370,Temp Developer,31.69,,,,
J-281,5,Other,1965,Yes,Bachelors,Edina,No,Supervisor,11.97,28/08/2017,Withdrew,11/11/2017,IT Fundamentals,Online,Health/Medical,06/10/2018,Google,Junior Designer,27.27,,,,
J-288,5,Other,1966,No,Associates,Minneapolis,No,Contractor,14.95,03/10/2016,Withdrew,11/07/2017,IT Fundamentals,Online,Incarcerated,05/06/2018,Microsoft,Web Developer,24.47,,,,
J-291,5,Male,1982,No,Associates,Edina,Yes,Employee,9.02,11/03/2016,Graduated,03/07/2016,QA,Online,Entered Employment,12/07/2017,Aftercode,Developer,30.76,,,,
J-301,5,Male,1981,Unreported,Bachelors,St. Paul,Yes,Cashier,10.26,24/08/2015,Graduated,01/02/2016,IT Fundamentals,Online,Entered Employment,14/11/2016,Code 42,Junior Engineer,29.63,,,,
J-312,5,Male,1961,Unreported,Associates,St. Paul,No,Contractor,13.85,25/12/2016,Graduated,22/08/2017,IT Fundamentals,Online,Entered Employment,14/12/2017,Loup Ventures,Junior Developer,26.15,06/03/2018,Branch Messenger,Designer,27.12
J-316,5,Female,1986,Unreported,Some College,Plymouth,No,,,17/10/2017,In Training,,IT Fundamentals,Online,,,,,,,,,
J-326,5,Male,1974,No,Graduate and Beyond,Robbinsdale,No,Temp,9.01,18/06/2015,Graduated,10/12/2015,QA,Classroom,Enrolled in Additional Training,27/02/2016,Branch Messenger,IT Support,29.91,,,,
J-379,5,Male,1966,Yes,Bachelors,Brooklyn Center,Yes,Employee,10.19,13/12/2015,Graduated,26/09/2016,IT Fundamentals,Online,Entered Military,07/11/2016,Upsie,IT Support,25.23,11/06/2017,Great North Labs,IT Support,29.89
J-383,5,Male,2001,Yes,Some College,Plymouth,No,Cashier,12.46,01/12/2015,Graduated,03/09/2016,QA,Online,Institutionalized,15/05/2017,Bite Squad,Designer,28.69,,,,
J-385,5,Male,1970,Unreported,HS/GED,Minneapolis,Yes,Supervisor,15.70,23/01/2015,Withdrew,14/06/2015,IT Fundamentals,Online,Entered Employment,26/10/2015,Osborn 370,Temp Developer,27.15,,,,
J-426,5,Female,1966,Yes,Bachelors,Robbinsdale,Yes,,,30/11/2016,Graduated,14/06/2017,UX,Online,Enrolled in Additional Training,26/09/2017,Osborn 370,Junior Designer,24.25,,,,
J-440,5,Male,1952,No,Some College,St. Paul,Yes,Team Member,12.33,19/11/2016,Graduated,12/08/2017,IT Fundamentals,Classroom,Entered Employment,20/04/2018,Great North Labs,Developer,27.97,,,,
J-464,5,Male,1966,No,Some College,Plymouth,No,Contractor,9.12,17/08/2016,Graduated,08/05/2017,UX,Online,Entered Employment,09/04/2018,Bind Benefits,Developer,27.60,08/10/2018,Microsoft,Project Manager,28.40
J-465,5,Female,1965,Unreported,HS/GED,Brooklyn Center,Yes,Associate,12.37,05/09/2016,Withdrew,11/11/2016,QA,Classroom,Entered Employment,21/02/2017,Google,Junior Developer,27.46,04/08/2017,Microsoft,Programmer,31.91
J-470,5,Male,1951,No,HS/GED,Brooklyn Center,Yes,Support,9.19,31/07/2016,Graduated,23/03/2017,UX,Online,Entered Employment,07/06/2017,Loup Ventures,Junior Designer,31.13,,,,
J-477,5,Male,1995,No,Some College,Brooklyn Center,No,Team Member,11.88,01/05/2015,Graduated,10/12/2015,IT Fundamentals,Online,Health/Medical,02/01/2016,Google,Programmer,30.55,,,,
J-481,5,Male,2001,No,Associates,Roseville,Yes,Contractor,10.79,18/09/2015,Graduated,06/03/2016,UX,Online,Enrolled in Additional Training,22/07/2016,Microsoft,Junior Designer,29.13,,,,
J-482,5,Female,1954,Yes,Bachelors,Minneapolis,No,Supervisor,11.12,14/05/2015,Graduated,17/12/2015,UX,Classroom,Enrolled in Additional Training,28/01/2017,Nerdery,Temp Developer,24.69,,,,
J-484,5,Unreported,1986,Unreported,Associates,Robbinsdale,Yes,Contractor,13.38,08/09/2016,Removed,16/11/2016,UX,Classroom,Entered Employment,21/08/2017,Google,Temp Designer,25.95,,,,
J-488,5,Male,1986,Yes,Some College,St. Paul,Yes,Manager,13.49,03/05/2016,Graduated,17/07/2016,UX,Online,Entered Employment,15/04/2017,Microsoft,Junior Engineer,28.23,,,,
J-492,5,Female,1973,Yes,HS/GED,Minneapolis,No,Contractor,11.29,13/10/2017,Graduated,12/12/2017,IT Fundamentals,Online,Entered Employment,18/04/2018,Upsie,Developer,24.19,,,,
J-523,5,Female,2000,Unreported,Bachelors,Edina,Yes,Manager,15.62,23/03/2015,Graduated,03/12/2015,QA,Classroom,Entered Employment,18/03/2016,Loup Ventures,Programmer,27.60,20/01/2017,Google,Programmer,30.84
J-530,5,Male,1991,Yes,Some College,Edina,Yes,,,23/02/2016,Graduated,03/04/2016,UX,Online,Entered Employment,04/04/2017,Loup Ventures,Temp Designer,28.14,,,,
J-532,5,Female,1961,Yes,HS/GED,Robbinsdale,Yes,,,03/09/2017,Graduated,24/02/2018,IT Fundamentals,Classroom,Entered Military,06/09/2018,Bind Benefits,Project Manager,29.33,19/08/2019,Osborn 370,Temp Designer,31.62
J-535,5,Male,1973,No,Some College,Robbinsdale,No,Temp,12.01,27/06/2015,Graduated,26/02/2016,QA,Online,Enrolled in Additional Training,08/07/2016,Great North Labs,Project Manager,26.51,,,,
J-538,5,Male,1960,No,Some College,St. Paul,Yes,Contractor,9.33,19/09/2017,Graduated,15/05/2018,QA,Online,Entered Employment,17/04/2019,Apple,Web Developer,24.27,,,,
J-550,5,Female,1992,No,Bachelors,Robbinsdale,Yes,Team Member,13.31,05/02/2016,Graduated,03/06/2016,QA,Online,Entered Employment,13/02/2017,Merrill Corporation,Programmer,31.05,,,,
J-560,5,Female,1950,Unreported,Bachelors,Plymouth,Yes,Associate,13.47,22/11/2017,In Training,,IT Fundamentals,Classroom,,,,,,,,,
J-564,5,Female,1965,Yes,Some College,St. Paul,No,Temp,9.51,15/03/2017,Graduated,08/10/2017,QA,Online,Entered Employment,08/11/2017,Apple,Temp Designer,27.30,,,,
J-568,5,Male,1958,Yes,Bachelors,Brooklyn Center,Yes,Supervisor,12.64,13/11/2015,Graduated,06/06/2016,UX,Classroom,Entered Employment,20/04/2017,Loup Ventures,Junior Designer,24.25,,,,
J-571,5,Male,1992,Unreported,Some College,Eden Prairie,Yes,Support,13.23,16/10/2017,Graduated,13/06/2018,IT Fundamentals,Classroom,Entered Employment,01/07/2018,Loup Ventures,Junior Engineer,27.07,,,,
J-578,5,Other,1984,Unreported,Associates,Edina,Yes,Team Member,13.14,17/04/2017,Graduated,01/12/2017,UX,Classroom,Entered Employment,17/09/2018,Code 42,Junior Developer,30.39,,,,
J-579,5,Male,1957,No,Some College,Edina,Yes,Associate,11.32,12/12/2015,Graduated,16/09/2016,UX,Classroom,Entered Military,01/04/2017,Bright Health,Junior Engineer,28.02,,,,
J-585,5,Male,1998,No,Some College,Robbinsdale,Yes,Cashier,11.07,30/05/2017,Graduated,07/07/2017,UX,Classroom,Enrolled in Additional Training,10/08/2017,Foodsby,IT Support,25.55,,,,
J-593,5,Male,1972,No,Bachelors,Brooklyn Center,Yes,Manager,10.57,12/09/2016,Graduated,28/01/2017,UX,Online,Entered Military,06/07/2017,Great North Labs,Project Manager,30.42,,,,
J-597,5,Female,1986,Yes,Some College,Plymouth,No,Representative,11.13,18/10/2017,Graduated,01/07/2018,QA,Online,Enrolled in Additional Training,17/01/2019,Branch Messenger,Web Developer,28.92,,,,
J-623,5,Other,2001,No,Bachelors,Plymouth,Yes,Representative,10.27,04/05/2017,Graduated,26/10/2017,IT Fundamentals,Online,Enrolled in Additional Training,20/06/2018,Bright Health,Temp Developer,25.60,,,,
J-637,5,Male,1996,No,Associates,Brooklyn Center,No,Support,10.44,11/05/2016,Graduated,15/02/2017,QA,Classroom,Health/Medical,28/04/2017,Nerdery,Project Manager,31.16,,,,
J-643,5,Female,1991,Yes,Some College,Roseville,No,Employee,14.87,27/12/2015,Graduated,02/02/2016,IT Fundamentals,Classroom,Entered Employment,26/08/2016,Apple,Web Developer,30.92,,,,
J-644,5,Female,1996,Unreported,Some College,Edina,Yes,Associate,9.58,26/10/2015,Graduated,28/04/2016,UX,Classroom,Enrolled in Additional Training,18/09/2016,Bite Squad,Junior Engineer,24.28,,,,
J-646,5,Male,1953,No,Bachelors,Plymouth,No,Representative,12.08,05/03/2017,Graduated,24/09/2017,IT Fundamentals,Online,Entered Employment,20/07/2018,Microsoft,Junior Developer,24.25,,,,
J-652,5,Unreported,1981,Yes,Some College,St. Paul,Yes,Supervisor,11.57,30/04/2016,Graduated,19/06/2016,QA,Classroom,Entered Employment,02/07/2016,Code 42,Project Manager,30.95,,,,
J-660,5,Female,1951,Yes,Some College,Brooklyn Center,Yes,,,01/12/2017,In Training,,QA,Online,,,,,,,,,
J-661,5,Male,1992,No,Associates,Edina,No,Employee,11.33,25/04/2015,Graduated,23/01/2016,UX,Online,Health/Medical,23/02/2016,Bite Squad,Developer,30.94,,,,
J-667,5,Female,1996,Yes,Some College,Robbinsdale,Yes,,,17/03/2015,Graduated,24/05/2015,UX,Online,Entered Employment,13/11/2015,Loup Ventures,Project Manager,27.74,,,,
J-669,5,Female,2000,No,Some College,Minneapolis,Yes,Temp,12.94,10/04/2017,Removed,21/11/2017,IT Fundamentals,Classroom,Entered Employment,07/02/2018,Osborn 370,Developer,26.15,,,,
J-670,5,Male,1974,No,Bachelors,Plymouth,No,Manager,14.45,23/09/2017,Graduated,02/05/2018,IT Fundamentals,Online,Entered Employment,19/03/2019,Bite Squad,Temp Developer,28.52,,,,
J-682,5,Male,1995,Unreported,Graduate and Beyond,St. Paul,No,Employee,13.46,09/10/2015,Graduated,13/02/2016,QA,Online,Entered Employment,01/10/2016,Bite Squad,Developer,24.24,02/06/2017,Code 42,Designer,27.34
J-686,5,Other,1961,No,HS/GED,Eden Prairie,No,Supervisor,15.83,11/03/2016,Graduated,04/08/2016,UX,Classroom,Enrolled in Additional Training,28/04/2017,Apple,Programmer,28.54,,,,
J-688,5,Female,1972,No,Bachelors,Edina,Yes,Supervisor,13.38,26/02/2015,Graduated,14/08/2015,QA,Online,Entered Employment,14/02/2016,Bright Health,Web Developer,28.07,,,,
J-698,5,Male,1972,Yes,Associates,Robbinsdale,No,,,13/07/2017,Graduated,26/02/2018,QA,Classroom,Entered Employment,,,,,,,,
J-701,5,Other,1954,No,Some College,Robbinsdale,Yes,,,17/03/2016,Graduated,13/07/2016,QA,Classroom,Entered Military,20/05/2017,Bright Health,Junior Designer,25.26,,,,
J-712,5,Male,1956,No,HS/GED,Robbinsdale,No,Associate,14.78,05/10/2015,Graduated,01/12/2015,UX,Online,Entered Employment,26/03/2016,Osborn 370,Web Developer,27.12,,,,
J-717,5,Female,1967,Unreported,Some College,Brooklyn Center,Yes,Team Member,14.62,20/05/2017,Graduated,02/09/2017,UX,Online,Enrolled in Additional Training,20/07/2018,Foodsby,Designer,26.83,,,,
J-726,5,Female,1977,No,Associates,Edina,Yes,,,25/04/2016,Graduated,26/08/2016,IT Fundamentals,Classroom,Enrolled in Additional Training,03/01/2017,Nerdery,Developer,28.93,09/10/2017,Foodsby,Web Developer,31.92
J-728,5,Other,1985,Unreported,Bachelors,Roseville,No,Manager,9.09,24/09/2015,Graduated,01/11/2015,IT Fundamentals,Online,Entered Military,17/09/2016,Apple,IT Support,24.12,,,,
J-738,5,Male,1966,No,Associates,Brooklyn Center,No,Team Member,10.01,17/10/2017,In Training,,QA,Online,,,,,,,,,
J-742,5,Female,1950,No,Some College,Minneapolis,No,Temp,15.73,25/07/2015,Removed,07/09/2015,IT Fundamentals,Online,Entered Employment,27/04/2016,Loup Ventures,Designer,24.48,,,,
J-765,5,Male,1972,Unreported,Bachelors,Eden Prairie,No,Associate,12.13,28/10/2017,Graduated,16/03/2018,UX,Online,Entered Employment,10/04/2018,Branch Messenger,Web Developer,29.54,,,,
J-770,5,Female,1953,No,HS/GED,Roseville,Yes,Contractor,9.37,04/11/2017,In Training,,IT Fundamentals,Online,,,,,,,,,
J-772,5,Male,1950,No,Some College,Eden Prairie,No,,,29/04/2015,Graduated,10/11/2015,QA,Classroom,Enrolled in Additional Training,06/02/2016,Google,Junior Developer,25.29,,,,
J-776,5,Unreported,1967,Unreported,Associates,Plymouth,Yes,Representative,10.92,14/04/2016,Withdrew,05/06/2016,QA,Online,Entered Military,01/08/2016,Loup Ventures,Junior Engineer,24.61,20/11/2016,Bright Health,Temp Developer,31.91
J-786,5,Male,1967,No,Some College,St. Paul,No,Supervisor,11.64,15/03/2015,Graduated,07/12/2015,UX,Classroom,Entered Employment,04/02/2016,Bite Squad,Developer,30.31,16/02/2017,Osborn 370,Temp Designer,26.98
J-789,5,Male,1979,No,Graduate and Beyond,Roseville,No,,,19/04/2015,Removed,21/12/2015,QA,Online,Enrolled in Additional Training,18/11/2016,Upsie,IT Support,28.65,,,,
J-794,5,Female,1997,No,Some College,Minneapolis,No,Temp,13.27,16/10/2015,Graduated,23/04/2016,QA,Classroom,Entered Employment,26/05/2016,Nerdery,Developer,31.06,,,,
J-820,5,Female,1964,No,HS/GED,Roseville,No,Contractor,14.57,27/10/2017,Removed,10/02/2018,QA,Online,Entered Employment,,,,,,,,
J-844,5,Male,1970,No,Associates,St. Paul,No,Associate,9.51,19/05/2015,Graduated,09/09/2015,QA,Online,Entered Employment,27/10/2016,Microsoft,Temp Developer,31.62,,,,
J-845,5,Unreported,1964,No,Some College,Edina,No,Manager,9.90,21/09/2016,Graduated,24/03/2017,UX,Online,Entered Employment,04/02/2018,Branch Messenger,Web Developer,28.27,,,,
J-846,5,Male,1965,No,Some College,Edina,No,Associate,11.63,28/03/2015,Graduated,23/11/2015,QA,Classroom,Entered Employment,09/02/2016,Aftercode,Temp Developer,26.22,,,,
J-866,5,Male,1997,No,Associates,Edina,No,Associate,15.14,23/10/2016,Graduated,04/02/2017,UX,Online,Entered Employment,25/03/2018,Foodsby,Programmer,26.83,18/02/2019,Google,Temp Designer,25.32
J-868,5,Male,1987,No,HS/GED,Eden Prairie,No,Manager,15.38,06/09/2016,Withdrew,13/12/2016,IT Fundamentals,Online,Entered Employment,08/10/2017,Bright Health,Project Manager,25.37,,,,
J-872,5,Other,1991,Unreported,Some College,Edina,Yes,Associate,11.51,15/03/2015,Removed,28/07/2015,QA,Online,Health/Medical,10/01/2016,Foodsby,Junior Developer,29.39,,,,
J-874,5,Male,1979,Unreported,HS/GED,Robbinsdale,Yes,Supervisor,13.45,15/06/2015,Graduated,20/02/2016,UX,Classroom,Entered Employment,26/07/2016,Osborn 370,Project Manager,29.58,17/11/2016,Bite Squad,Temp Developer,25.21
J-882,5,Male,1970,Unreported,HS/GED,Edina,Yes,Associate,9.42,06/11/2017,Graduated,08/08/2018,IT Fundamentals,Classroom,Entered Employment,12/02/2019,Loup Ventures,Junior Developer,29.84,,,,
J-884,5,Female,1961,No,Associates,Robbinsdale,Yes,Associate,13.48,17/09/2015,Graduated,18/05/2016,IT Fundamentals,Classroom,Entered Employment,22/04/2017,Foodsby,Project Manager,25.77,,,,
J-885,5,Male,2000,Unreported,Graduate and Beyond,Plymouth,Yes,Supervisor,11.19,29/08/2017,Graduated,05/03/2018,UX,Classroom,Institutionalized,08/07/2018,Bright Health,IT Support,30.62,,,,
J-912,5,Female,1953,Unreported,Some College,Edina,No,Support,9.79,28/01/2015,Graduated,09/03/2015,IT Fundamentals,Online,Entered Employment,09/08/2015,Nerdery,Web Developer,27.30,,,,
J-918,5,Male,1986,Unreported,Graduate and Beyond,Robbinsdale,Yes,Team Member,13.42,18/06/2015,Graduated,22/08/2015,UX,Classroom,Entered Employment,28/03/2016,Bite Squad,Web Developer,29.01,,,,
J-931,5,Unreported,1992,Unreported,Some College,Robbinsdale,Yes,Representative,12.12,01/09/2015,Graduated,07/03/2016,UX,Online,Entered Employment,06/12/2016,Apple,Project Manager,25.98,,,,
J-935,5,Male,1975,No,Some College,Brooklyn Center,Yes,Cashier,11.36,24/07/2017,Withdrew,12/02/2018,QA,Online,Institutionalized,04/12/2018,Great North Labs,IT Support,25.94,11/12/2019,Foodsby,Temp Designer,27.78
J-942,5,Male,1976,No,Some College,Eden Prairie,No,Manager,13.65,28/07/2016,Graduated,05/11/2016,UX,Classroom,Enrolled in Additional Training,17/11/2017,Aftercode,Temp Developer,24.46,,,,
J-957,5,Unreported,1973,No,Some College,Roseville,Yes,,,13/04/2017,Graduated,22/08/2017,IT Fundamentals,Classroom,Entered Employment,14/12/2017,Loup Ventures,Web Developer,30.16,,,,
J-959,5,Female,1978,No,Some College,Plymouth,Yes,,,29/09/2016,Graduated,20/11/2016,QA,Online,Enrolled in Additional Training,28/06/2017,Bite Squad,Junior Designer,26.07,,,,
J-976,5,Other,2000,Unreported,Some College,Roseville,Yes,,,02/01/2017,Graduated,20/10/2017,QA,Classroom,Entered Employment,02/02/2018,Osborn 370,IT Support,26.24,,,,
J-988,5,Male,1953,Yes,Associates,Roseville,No,Cashier,15.37,14/08/2016,Graduated,01/02/2017,UX,Classroom,Enrolled in Additional Training,16/11/2017,Branch Messenger,Junior Engineer,30.24,,,,
J-998,5,Male,1977,No,Some College,Robbinsdale,Yes,Supervisor,10.13,21/10/2017,Graduated,16/12/2017,QA,Classroom,Entered Employment,08/08/2018,Loup Ventures,IT Support,28.24,,,,
J-1004,5,Male,1978,No,Associates,Minneapolis,No,Temp,14.86,13/05/2017,Graduated,18/08/2017,UX,Classroom,Entered Employment,15/03/2018,Code 42,Temp Designer,26.84,09/09/2018,Microsoft,Designer,24.34
J-1018,5,Male,1989,Unreported,Some College,St. Paul,Yes,Supervisor,14.88,10/07/2017,Graduated,15/03/2018,IT Fundamentals,Online,Entered Employment,01/02/2019,Google,IT Support,30.25,19/11/2019,Bind Benefits,Programmer,26.53
J-1019,5,Male,1982,No,Bachelors,St. Paul,Yes,Associate,11.57,17/08/2015,Graduated,13/03/2016,IT Fundamentals,Online,Entered Employment,19/11/2016,Loup Ventures,IT Support,27.79,,,,
J-1024,5,Female,1950,No,Some College,Robbinsdale,Yes,Team Member,12.06,15/12/2015,Withdrew,24/09/2016,IT Fundamentals,Online,Health/Medical,18/08/2017,Bite Squad,IT Support,28.81,13/12/2017,Bind Benefits,Junior Developer,28.74
J-1040,5,Male,1999,No,Some College,Minneapolis,Yes,Supervisor,14.36,27/01/2016,Removed,24/04/2016,IT Fundamentals,Classroom,Entered Employment,27/09/2016,Nerdery,Temp Designer,28.69,,,,
