person_id, gender, year_of_birth, person_of_color, education_level, city_of_residence, scholarship_recipient, previous_job_experience, pre_training_wage, training_start_date, training_status, training_end_date, training_type, exit_status, classroom_or_online, job_placement_date, hiring_job_title, hiring_company, starting_wage, second_job_title, second_job_company, second_starting_wage
T-1012, Unreported, 1987, yes, Associates, St. Paul, false, Associate, 9.26, 27/04/2016, Removed, 19/11/2016, QA, Incarcerated, Online, 14/09/2017, Project Manager, Code 42, 28.51, , ,
T-1013, Unreported, 1959, yes, Graduate and Beyond, Minneapolis, false, Temp, 13.93, 27/01/2015, Graduated, 19/10/2015, QA, Entered Military, Classroom, 28/11/2015, Temp Designer, Branch Messenger, 25.14, , ,
T-1014, Other, 1972, yes, Bachelors, Robbinsdale, false, Employee, 15.86, 19/02/2016, Removed, 08/10/2016, QA, Incarcerated, Classroom, 28/04/2017, Project Manager, Apple, 29.14, , ,
T-1015, Female, 1956, yes, Some College, Edina, false, Support, 15.88, 28/09/2016, Removed, 20/02/2017, UX, Institutionalized, Online, 02/08/2017, Web Developer, Nerdery, 31.47, Project Manager, Upsie, 24.44
T-1016, Male, 1996, yes, HS/GED, Roseville, true, Employee, 9.18, 23/04/2016, Graduated, 14/08/2016, IT Fundamentals, Entered Military, Online, 14/10/2016, Project Manager, Apple, 30.74, , ,
T-1017, Other, 1976, unreported, Associates, Edina, true, Associate, 13.97, 05/12/2015, Withdrew, 13/02/2016, UX, Health/Medical, Classroom, 01/02/2017, Designer, Microsoft, 28.02, Temp Designer, Nerdery, 27.46
T-1018, Male, 1961, unreported, Graduate and Beyond, Robbinsdale, false, Manager, 15.37, 26/05/2016, Graduated, 15/02/2017, IT Fundamentals, Entered Employment, Online, 07/10/2017, Designer, Bite Squad, 26.72, , ,
T-1019, Unreported, 1957, no, Associates, Eden Prairie, false, Temp, 14.84, 30/11/2016, Graduated, 25/01/2017, QA, Health/Medical, Classroom, 10/05/2017, IT Support, Great North Labs, 30.19, , ,
T-1020, Unreported, 1997, unreported, Associates, Plymouth, false, Cashier, 10.04, 26/01/2015, Graduated, 24/05/2015, UX, Enrolled in Additional Training, Online, 03/03/2016, Temp Developer, Bind Benefits, 29.56, , ,
T-1021, Unreported, 1953, yes, Some College, Plymouth, true, Temp, 13.87, 28/03/2017, Withdrew, 28/09/2017, IT Fundamentals, Health/Medical, Online, 10/06/2018, Designer, Apple, 25.38, , ,
T-1022, Female, 1997, no, Associates, St. Paul, true, Representative, 11.50, 06/09/2015, Withdrew, 04/02/2016, IT Fundamentals, Institutionalized, Classroom, 25/02/2017, Junior Designer, Merrill Corporation, 28.47, Programmer, Bind Benefits, 30.19
T-1023, Male, 1983, no, Associates, Edina, false, Temp, 12.84, 06/03/2017, Removed, 23/11/2017, IT Fundamentals, Entered Military, Online, 16/04/2018, Designer, Great North Labs, 25.09, , ,
T-1024, Other, 1953, unreported, HS/GED, Roseville, true, , 14.78, 21/01/2015, Graduated, 19/07/2015, UX, Institutionalized, Classroom, 25/08/2016, Junior Designer, Bite Squad, 31.42, , ,
T-1025, Unreported, 1971, no, Graduate and Beyond, Roseville, false, Temp, 12.48, 20/11/2016, Removed, 28/06/2017, IT Fundamentals, Enrolled in Additional Training, Classroom, 15/02/2018, Programmer, Osborn 370, 29.53, , ,
T-1026, Unreported, 1964, unreported, Associates, Eden Prairie, false, Cashier, 9.01, 13/06/2015, Removed, 16/11/2015, UX, Entered Employment, Classroom, 24/12/2015, Project Manager, Nerdery, 25.43, , ,
T-1027, Unreported, 1973, no, HS/GED, Plymouth, true, Representative, 15.39, 14/02/2016, Withdrew, 02/11/2016, IT Fundamentals, Entered Employment, Classroom, 11/05/2017, Programmer, Osborn 370, 28.64, , ,
T-1028, Female, 1969, unreported, Graduate and Beyond, St. Paul, true, Associate, 10.24, 20/06/2017, Removed, 27/01/2018, IT Fundamentals, Entered Employment, Classroom, 19/01/2019, Temp Designer, Foodsby, 30.75, , ,
T-1029, Male, 1952, unreported, Some College, Brooklyn Center, true, Representative, 13.04, 25/04/2015, Graduated, 02/06/2015, QA, Incarcerated, Classroom, 18/04/2016, Programmer, Great North Labs, 26.89, Junior Designer, Google, 28.95
T-1030, Other, 1970, unreported, Some College, Robbinsdale, false, Supervisor, 9.07, 07/10/2017, Removed, 27/02/2018, QA, Institutionalized, Classroom, , , , , , ,
T-1031, Female, 1950, yes, Bachelors, Robbinsdale, false, Support, 9.74, 05/06/2015, Withdrew, 03/01/2016, QA, Institutionalized, Online, 07/06/2016, Temp Developer, Upsie, 31.28, , ,
T-1032, Female, 1986, no, Some College, Robbinsdale, true, Cashier, 12.75, 18/08/2017, Withdrew, 25/04/2018, UX, Enrolled in Additional Training, Online, 15/05/2018, Project Manager, Aftercode, 26.09, , ,
T-1033, Unreported, 1977, no, Bachelors, Eden Prairie, true, Associate, 10.33, 12/07/2016, Removed, 23/02/2017, UX, Entered Employment, Classroom, 05/05/2017, IT Support, Great North Labs, 28.33, , ,
T-1034, Other, 1991, yes, Bachelors, Brooklyn Center, true, Manager, 10.09, 11/04/2015, Graduated, 06/12/2015, QA, Health/Medical, Online, 04/01/2016, Developer, Foodsby, 28.97, Project Manager, Upsie, 29.42
T-1035, Other, 1950, unreported, Graduate and Beyond, Edina, false, Manager, 13.49, 14/03/2017, Withdrew, 16/11/2017, QA, Incarcerated, Online, 20/03/2018, Developer, Code 42, 31.94, , ,
T-1036, Female, 1962, yes, Bachelors, Edina, false, Manager, 10.74, 20/01/2016, Removed, 08/07/2016, QA, Entered Military, Classroom, 22/06/2017, Web Developer, Bite Squad, 29.60, , ,
T-1037, Unreported, 1959, no, Associates, Roseville, true, Associate, 10.04, 08/01/2016, Withdrew, 17/03/2016, UX, Incarcerated, Classroom, 26/04/2017, Developer, Foodsby, 25.36, , ,
T-1038, Male, 1986, unreported, Bachelors, Edina, false, Manager, 13.90, 12/04/2015, Withdrew, 01/12/2015, QA, Entered Employment, Online, 04/04/2016, Project Manager, Microsoft, 29.70, Junior Developer, Branch Messenger, 31.82
T-1039, Female, 1977, unreported, Associates, Brooklyn Center, false, Temp, 14.24, 16/01/2017, Withdrew, 12/07/2017, IT Fundamentals, Institutionalized, Classroom, , , , , , ,
T-1040, Unreported, 1972, no, Graduate and Beyond, Robbinsdale, false, Representative, 9.87, 12/04/2017, Withdrew, 25/10/2017, UX, Institutionalized, Online, , , , , , ,
T-1041, Male, 1990, no, HS/GED, Brooklyn Center, false, , 10.74, 22/03/2016, Removed, 12/05/2016, IT Fundamentals, Institutionalized, Online, 03/07/2016, Temp Designer, Foodsby, 30.41, , ,
T-1042, Other, 1956, unreported, Associates, Eden Prairie, false, Temp, 10.08, 14/04/2015, Removed, 10/11/2015, IT Fundamentals, Institutionalized, Classroom, 13/05/2016, Junior Engineer, Aftercode, 31.96, Temp Designer, Great North Labs, 28.92
T-1043, Unreported, 1980, unreported, Bachelors, Edina, false, Manager, 13.74, 07/11/2015, Withdrew, 14/07/2016, QA, Entered Military, Classroom, 01/08/2017, IT Support, Osborn 370, 25.35, Temp Developer, Foodsby, 27.73
T-1044, Other, 1967, yes, HS/GED, Brooklyn Center, true, Team Member, 9.76, 24/08/2016, Removed, 28/02/2017, QA, Enrolled in Additional Training, Classroom, 03/03/2017, Web Developer, Great North Labs, 30.68, Junior Engineer, Code 42, 31.27
T-1045, Female, 1991, no, HS/GED, Plymouth, false, Representative, 12.50, 22/06/2016, Removed, 15/01/2017, UX, Incarcerated, Classroom, 13/12/2017, Temp Designer, Apple, 30.30, , ,
T-1046, Female, 1960, yes, Some College, Edina, false, Support, 12.76, 11/10/2016, Removed, 13/01/2017, QA, Health/Medical, Online, 06/12/2017, IT Support, Bright Health, 29.33, , ,
T-1047, Male, 1984, no, Associates, Eden Prairie, true, Employee, 9.81, 18/04/2015, Removed, 03/01/2016, QA, Incarcerated, Classroom, 01/02/2016, Programmer, Bite Squad, 29.37, Developer, Google, 28.29
T-1048, Unreported, 1959, unreported, Bachelors, Brooklyn Center, false, Cashier, 15.57, 18/09/2016, Withdrew, 20/11/2016, UX, Enrolled in Additional Training, Classroom, 11/05/2017, Web Developer, Bind Benefits, 30.62, IT Support, Microsoft, 26.85
T-1049, Male, 1955, yes, Associates, Plymouth, true, , 9.95, 14/04/2016, Graduated, 24/06/2016, IT Fundamentals, Enrolled in Additional Training, Classroom, 01/10/2016, IT Support, Bite Squad, 28.76, , ,
T-1050, Other, 1959, yes, Graduate and Beyond, Brooklyn Center, true, Contractor, 15.05, 02/03/2017, Removed, 21/12/2017, IT Fundamentals, Entered Military, Online, 12/12/2018, Junior Designer, Microsoft, 26.99, , ,
T-1051, Male, 1955, no, HS/GED, Roseville, true, Temp, 14.05, 09/08/2016, Withdrew, 24/04/2017, QA, Incarcerated, Classroom, 28/08/2017, Programmer, Aftercode, 30.29, , ,
T-1052, Other, 1987, no, Associates, Robbinsdale, false, Supervisor, 13.53, 11/03/2016, Removed, 16/11/2016, IT Fundamentals, Entered Employment, Classroom, 22/04/2017, Programmer, Google, 28.03, , ,
T-1053, Male, 1964, yes, Graduate and Beyond, Plymouth, false, Temp, 12.51, 05/12/2015, Withdrew, 02/02/2016, IT Fundamentals, Entered Employment, Classroom, 09/04/2016, Programmer, Merrill Corporation, 26.85, , ,
T-1054, Unreported, 1982, unreported, Bachelors, Eden Prairie, false, , 11.09, 23/10/2015, Withdrew, 13/02/2016, QA, Enrolled in Additional Training, Classroom, 20/01/2017, Project Manager, Google, 25.71, , ,
T-1055, Other, 1985, no, Some College, St. Paul, true, , 12.28, 04/10/2017, Graduated, 18/04/2018, IT Fundamentals, Institutionalized, Online, , , , , , ,
T-1056, Male, 1950, unreported, HS/GED, Minneapolis, true, Cashier, 14.33, 15/08/2015, Removed, 12/02/2016, QA, Institutionalized, Classroom, 26/10/2016, Junior Developer, Bite Squad, 29.88, , ,
T-1057, Male, 1954, unreported, Graduate and Beyond, Eden Prairie, false, Supervisor, 11.07, 02/02/2016, Withdrew, 05/04/2016, UX, Institutionalized, Classroom, 18/06/2016, Junior Engineer, Bright Health, 26.84, , ,
T-1058, Female, 1974, unreported, Some College, Robbinsdale, true, Team Member, 13.64, 28/02/2017, Withdrew, 05/06/2017, UX, Institutionalized, Classroom, 03/09/2017, Temp Developer, Merrill Corporation, 29.32, , ,
T-1059, Unreported, 1972, yes, HS/GED, Brooklyn Center, true, Team Member, 11.74, 01/04/2016, Withdrew, 27/10/2016, UX, Entered Employment, Online, 01/07/2017, Temp Developer, Bright Health, 31.49, , ,
T-1060, Other, 1980, yes, Graduate and Beyond, Roseville, true, Temp, 13.98, 14/02/2015, Withdrew, 07/08/2015, IT Fundamentals, Incarcerated, Classroom, 01/06/2016, Junior Designer, Bind Benefits, 24.63, , ,
T-1061, Unreported, 1961, yes, Associates, St. Paul, false, , 10.61, 18/06/2017, Graduated, 11/12/2017, UX, Incarcerated, Classroom, 09/09/2018, Temp Designer, Loup Ventures, 28.82, , ,
T-1062, Unreported, 1963, no, Associates, St. Paul, false, Employee, 13.93, 11/08/2015, Removed, 08/01/2016, UX, Incarcerated, Classroom, 24/11/2016, Temp Designer, Upsie, 28.61, Junior Developer, Apple, 26.51
T-1063, Unreported, 1999, no, Bachelors, Plymouth, true, Cashier, 10.13, 28/02/2015, Graduated, 01/07/2015, IT Fundamentals, Institutionalized, Online, 20/04/2016, Developer, Bind Benefits, 31.32, , ,
T-1064, Other, 1992, unreported, HS/GED, Eden Prairie, true, Associate, 13.68, 01/12/2017, Withdrew, 09/03/2018, IT Fundamentals, Enrolled in Additional Training, Classroom, 20/07/2018, Project Manager, Osborn 370, 27.63, , ,
T-1065, Male, 2000, unreported, Some College, Roseville, false, Contractor, 10.69, 29/01/2015, Graduated, 07/08/2015, IT Fundamentals, Enrolled in Additional Training, Classroom, 19/07/2016, Project Manager, Osborn 370, 25.66, , ,
T-1066, Female, 1961, yes, Associates, Roseville, true, Employee, 14.41, 02/12/2017, In Training, , QA, , Online, , , , , , ,
T-1067, Female, 1981, yes, Graduate and Beyond, Edina, false, Manager, 15.33, 09/02/2015, Graduated, 26/06/2015, IT Fundamentals, Incarcerated, Classroom, 21/11/2015, Developer, Merrill Corporation, 31.69, Developer, Great North Labs, 29.09
T-1068, Female, 1996, no, Some College, Plymouth, false, Supervisor, 12.66, 09/01/2017, Removed, 09/04/2017, UX, Incarcerated, Classroom, 19/06/2017, Junior Developer, Microsoft, 25.86, Project Manager, Branch Messenger, 30.06
T-1069, Male, 1956, yes, Bachelors, Minneapolis, true, Support, 13.94, 24/06/2016, Removed, 21/09/2016, UX, Health/Medical, Online, 18/05/2017, IT Support, Foodsby, 25.50, , ,
T-1070, Female, 1970, no, Associates, Robbinsdale, true, Temp, 13.45, 27/08/2016, Withdrew, 06/04/2017, QA, Entered Employment, Classroom, 18/08/2017, Junior Designer, Google, 25.78, Web Developer, Osborn 370, 28.49
T-1071, Female, 1979, yes, Bachelors, Minneapolis, false, Team Member, 10.93, 08/08/2016, Withdrew, 06/04/2017, UX, Entered Employment, Classroom, 08/10/2017, Junior Developer, Google, 26.24, , ,
T-1072, Male, 1956, unreported, Some College, Eden Prairie, true, Cashier, 10.76, 24/07/2016, Graduated, 09/02/2017, UX, Enrolled in Additional Training, Online, 05/12/2017, Web Developer, Osborn 370, 24.29, , ,
T-1073, Female, 1954, no, Associates, Edina, true, Team Member, 12.98, 02/11/2017, Removed, 16/02/2018, UX, Entered Employment, Classroom, 20/10/2018, Junior Engineer, Bind Benefits, 27.95, , ,
T-1074, Male, 1968, unreported, Associates, St. Paul, false, Cashier, 10.03, 16/02/2017, Removed, 06/08/2017, QA, Institutionalized, Online, 13/03/2018, Junior Engineer, Apple, 28.19, , ,
T-1075, Unreported, 1994, unreported, HS/GED, Plymouth, true, Manager, 13.50, 26/05/2017, Removed, 19/01/2018, IT Fundamentals, Enrolled in Additional Training, Online, 09/11/2018, Junior Designer, Bind Benefits, 24.92, Junior Developer, Bind Benefits, 31.62
T-1076, Other, 1961, unreported, Associates, Robbinsdale, false, Cashier, 12.85, 09/10/2017, Graduated, 14/12/2017, QA, Entered Employment, Classroom, 17/10/2018, Junior Developer, Upsie, 24.66, , ,
T-1077, Male, 1958, unreported, HS/GED, Plymouth, true, Contractor, 14.61, 22/03/2016, Withdrew, 19/10/2016, IT Fundamentals, Entered Employment, Online, 08/07/2017, Junior Designer, Nerdery, 30.86, Junior Designer, Bind Benefits, 31.92
T-1078, Unreported, 1955, unreported, Graduate and Beyond, Minneapolis, false, Manager, 12.77, 29/05/2016, Withdrew, 13/08/2016, UX, Enrolled in Additional Training, Online, 24/12/2016, Designer, Bright Health, 29.78, , ,
T-1079, Unreported, 1975, yes, Bachelors, Roseville, true, Supervisor, 9.03, 29/03/2017, Removed, 04/10/2017, QA, Incarcerated, Classroom, 13/04/2018, Junior Designer, Nerdery, 29.61, , ,
T-1080, Unreported, 1990, no, Associates, Brooklyn Center, false, Temp, 9.41, 07/07/2017, Removed, 10/12/2017, IT Fundamentals, Incarcerated, Online, 19/09/2018, Developer, Loup Ventures, 31.48, , ,
T-1081, Other, 1965, yes, Graduate and Beyond, Eden Prairie, false, Employee, 15.00, 06/05/2016, Removed, 24/07/2016, IT Fundamentals, Entered Military, Classroom, 13/05/2017, Junior Engineer, Upsie, 24.12, IT Support, Great North Labs, 28.56
T-1082, Female, 1957, no, Graduate and Beyond, Minneapolis, true, Manager, 15.03, 12/04/2016, Removed, 06/11/2016, UX, Enrolled in Additional Training, Online, 16/09/2017, Junior Engineer, Apple, 29.47, , ,
T-1083, Male, 2001, no, Graduate and Beyond, Minneapolis, true, Associate, 9.04, 17/02/2016, Graduated, 17/11/2016, IT Fundamentals, Health/Medical, Classroom, 19/06/2017, Developer, Bite Squad, 29.12, , ,
T-1084, Male, 1961, unreported, Some College, Edina, false, Support, 9.91, 06/12/2017, Removed, 01/07/2018, IT Fundamentals, Enrolled in Additional Training, Classroom, 01/10/2018, Web Developer, Google, 26.83, , ,
T-1085, Unreported, 1962, yes, Graduate and Beyond, Minneapolis, false, Manager, 12.55, 22/02/2015, Withdrew, 25/07/2015, QA, Entered Military, Classroom, 07/11/2015, Temp Designer, Upsie, 26.03, Designer, Branch Messenger, 29.46
T-1086, Unreported, 1969, no, Graduate and Beyond, St. Paul, true, Support, 10.37, 11/08/2017, Removed, 27/05/2018, IT Fundamentals, Entered Employment, Online, 20/07/2018, Junior Developer, Branch Messenger, 29.73, Junior Engineer, Bite Squad, 24.05
T-1087, Male, 1975, unreported, Some College, Eden Prairie, false, Employee, 11.71, 10/09/2017, Removed, 20/06/2018, UX, Incarcerated, Online, 02/08/2018, Temp Developer, Osborn 370, 29.50, , ,
T-1088, Other, 1959, yes, Bachelors, Roseville, false, Team Member, 15.82, 18/09/2016, Withdrew, 12/02/2017, QA, Health/Medical, Classroom, 05/03/2017, Project Manager, Bind Benefits, 25.61, , ,
T-1089, Other, 1972, unreported, Graduate and Beyond, Brooklyn Center, false, Contractor, 15.10, 19/02/2017, Withdrew, 08/06/2017, QA, Entered Employment, Classroom, 28/03/2018, Temp Designer, Branch Messenger, 31.71, Designer, Bite Squad, 31.14
T-1090, Other, 1970, no, Bachelors, Brooklyn Center, true, Supervisor, 10.24, 24/09/2016, Removed, 13/12/2016, QA, Incarcerated, Classroom, 17/09/2017, Temp Designer, Microsoft, 27.54, , ,
T-1091, Male, 1972, unreported, Associates, Eden Prairie, false, Temp, 10.30, 10/07/2015, Graduated, 02/12/2015, IT Fundamentals, Entered Military, Online, 25/08/2016, Junior Designer, Nerdery, 26.79, , ,
T-1092, Male, 1989, no, Some College, Roseville, true, Temp, 9.73, 08/12/2017, Removed, 20/09/2018, UX, Health/Medical, Online, 26/05/2019, Developer, Apple, 24.34, , ,
T-1093, Other, 1979, yes, Graduate and Beyond, Eden Prairie, false, Supervisor, 15.80, 22/09/2015, Graduated, 18/11/2015, UX, Entered Employment, Online, 09/07/2016, Junior Engineer, Code 42, 29.38, , ,
T-1094, Female, 1976, yes, Graduate and Beyond, Plymouth, false, Employee, 12.31, 04/04/2016, Graduated, 18/12/2016, UX, Enrolled in Additional Training, Online, 22/11/2017, Developer, Nerdery, 25.83, , ,
T-1095, Other, 1985, yes, Some College, Brooklyn Center, false, Supervisor, 11.23, 23/07/2015, Withdrew, 23/09/2015, QA, Enrolled in Additional Training, Online, 21/11/2015, Temp Designer, Merrill Corporation, 28.02, , ,
T-1096, Female, 1963, unreported, Associates, St. Paul, true, Support, 15.35, 13/05/2017, Removed, 25/01/2018, QA, Institutionalized, Online, , , , , , ,
T-1097, Unreported, 1969, no, Bachelors, St. Paul, true, Representative, 11.89, 18/10/2017, Withdrew, 18/07/2018, IT Fundamentals, Entered Employment, Classroom, 27/05/2019, IT Support, Great North Labs, 26.32, , ,
T-1098, Male, 2000, no, Graduate and Beyond, Eden Prairie, false, Employee, 9.37, 01/01/2016, Graduated, 12/03/2016, IT Fundamentals, Institutionalized, Classroom, 03/09/2016, Junior Developer, Bright Health, 25.28, , ,
T-1099, Unreported, 1988, yes, Bachelors, Plymouth, true, , 11.66, 31/12/2016, Withdrew, 12/06/2017, QA, Institutionalized, Online, 22/07/2017, Project Manager, Bite Squad, 25.62, , ,
T-1100, Female, 1953, yes, Graduate and Beyond, Edina, false, Cashier, 11.64, 20/07/2016, Removed, 10/02/2017, QA, Institutionalized, Online, 20/11/2017, Junior Designer, Aftercode, 26.61, , ,
